日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-02-07,4.75,4.8,4.85,4.71,24827,11873550.0,2.93,0.42,0.02,0.35
2020-02-10,4.75,4.88,4.91,4.73,33523,16260280.0,3.75,1.67,0.08,0.47
2020-02-11,4.88,4.87,4.93,4.8,24294,11811825.0,2.66,-0.2,-0.01,0.34
2020-02-12,4.87,4.86,4.87,4.77,25446,12252841.0,2.05,-0.21,-0.01,0.36
2020-02-13,4.84,4.77,4.84,4.76,18726,8983710.0,1.65,-1.85,-0.09,0.26
2020-02-14,4.77,4.8,4.8,4.75,15433,7373746.0,1.05,0.63,0.03,0.22
2020-02-17,4.76,4.91,4.91,4.76,24806,12035664.0,3.13,2.29,0.11,0.35
2020-02-18,4.9,4.92,4.95,4.86,28486,13986307.0,1.83,0.2,0.01,0.4
2020-02-19,4.9,4.9,4.93,4.88,25190,12348395.0,1.02,-0.41,-0.02,0.35
2020-02-20,4.93,5.05,5.07,4.9,40990,20444283.0,3.47,3.06,0.15,0.57
2020-02-21,5.07,5.1,5.12,5.02,38322,19419189.0,1.98,0.99,0.05,0.54
2020-02-24,5.2,5.09,5.2,5.06,30679,15651893.0,2.75,-0.2,-0.01,0.43
2020-02-25,5.07,5.04,5.07,4.91,26572,13273906.0,3.14,-0.98,-0.05,0.37
2020-02-26,4.96,5.05,5.13,4.95,34351,17389125.0,3.57,0.2,0.01,0.48
2020-02-27,5.05,5.06,5.11,5.04,20656,10474129.0,1.39,0.2,0.01,0.29
2020-02-28,4.96,4.9,5.02,4.86,37525,18458336.0,3.16,-3.16,-0.16,0.52
2020-03-02,4.93,5.09,5.17,4.89,41935,21135521.0,5.71,3.88,0.19,0.59
2020-03-03,5.19,5.07,5.19,5.03,39496,20076150.0,3.14,-0.39,-0.02,0.55
2020-03-04,5.07,5.08,5.09,5.01,34669,17491645.0,1.58,0.2,0.01,0.48
2020-03-05,5.07,5.09,5.12,5.04,56831,28892874.0,1.57,0.2,0.01,0.79
2020-03-06,5.05,5.08,5.11,5.03,35460,18003961.0,1.57,-0.2,-0.01,0.5
2020-03-09,5.03,4.93,5.03,4.92,38773,19266641.0,2.17,-2.95,-0.15,0.54
2020-03-10,4.8,5.01,5.02,4.8,40194,19865523.0,4.46,1.62,0.08,0.56
2020-03-11,5.0,4.95,5.05,4.92,31711,15797927.0,2.59,-1.2,-0.06,0.44
2020-03-12,4.92,4.86,4.92,4.82,28659,13949026.0,2.02,-1.82,-0.09,0.4
2020-03-13,4.74,4.86,4.88,4.62,37683,17843625.0,5.35,0.0,0.0,0.53
2020-03-16,4.88,4.85,4.94,4.79,27462,13368041.0,3.09,-0.21,-0.01,0.38
2020-03-17,4.8,4.83,4.88,4.76,24955,12032936.0,2.47,-0.41,-0.02,0.35
2020-03-18,4.87,4.81,4.91,4.81,35889,17398082.0,2.07,-0.41,-0.02,0.5
2020-03-19,4.82,5.14,5.29,4.82,215833,111637300.0,9.77,6.86,0.33,3.02
2020-03-20,5.05,5.07,5.14,4.92,152486,76282945.0,4.28,-1.36,-0.07,2.13
2020-03-23,4.98,4.73,4.99,4.7,94152,45655814.0,5.72,-6.71,-0.34,1.32
2020-03-24,4.78,4.71,4.85,4.62,61743,29057580.0,4.86,-0.42,-0.02,0.86
2020-03-25,4.76,4.83,4.89,4.71,86692,41626400.0,3.82,2.55,0.12,1.21
2020-03-26,4.79,4.79,4.89,4.74,56950,27379792.0,3.11,-0.83,-0.04,0.8
2020-03-27,4.98,5.27,5.27,4.88,146347,76147254.0,8.14,10.02,0.48,2.05
2020-03-30,5.25,5.34,5.5,5.05,298831,157841029.0,8.54,1.33,0.07,4.18
2020-03-31,5.25,5.47,5.7,5.15,277192,149722404.0,10.3,2.43,0.13,3.88
2020-04-01,5.36,5.25,5.47,5.23,207861,110658787.0,4.39,-4.02,-0.22,2.91
2020-04-02,5.23,5.22,5.27,5.07,150270,77460108.0,3.81,-0.57,-0.03,2.1
2020-04-03,5.22,5.3,5.36,5.12,155279,81353753.0,4.6,1.53,0.08,2.17
2020-04-07,5.33,5.47,5.6,5.21,234656,126397356.0,7.36,3.21,0.17,3.28
2020-04-08,5.4,5.35,5.42,5.27,159385,84996568.0,2.74,-2.19,-0.12,2.23
2020-04-09,5.45,5.53,5.66,5.43,239578,132818275.0,4.3,3.36,0.18,3.35
2020-04-10,5.45,5.29,5.52,5.25,144680,77693088.0,4.88,-4.34,-0.24,2.02
2020-04-13,5.26,5.29,5.36,5.2,84790,44814234.0,3.02,0.0,0.0,1.19
2020-04-14,5.3,5.31,5.33,5.22,76277,40202943.0,2.08,0.38,0.02,1.07
2020-04-15,5.3,5.15,5.3,5.15,97499,50778252.0,2.82,-3.01,-0.16,1.36
2020-04-16,5.12,4.98,5.15,4.96,122502,61673509.0,3.69,-3.3,-0.17,1.71
2020-04-17,4.99,4.96,5.01,4.95,70727,35233996.0,1.2,-0.4,-0.02,0.99
2020-04-20,5.0,5.03,5.04,4.94,55921,27930050.0,2.02,1.41,0.07,0.78
2020-04-21,5.0,4.94,5.0,4.91,43812,21636640.0,1.79,-1.79,-0.09,0.61
2020-04-22,4.9,4.98,5.0,4.88,50805,25083203.0,2.43,0.81,0.04,0.71
2020-04-23,4.97,4.96,4.98,4.91,42107,20806948.0,1.41,-0.4,-0.02,0.59
2020-04-24,4.93,4.87,4.96,4.86,38959,19098674.0,2.02,-1.81,-0.09,0.54
2020-04-27,4.83,4.78,4.87,4.74,61262,29411782.0,2.67,-1.85,-0.09,0.86
2020-04-28,4.79,4.68,4.8,4.61,62687,29309211.0,3.97,-2.09,-0.1,0.88
2020-04-29,4.65,4.68,4.7,4.64,22546,10547835.0,1.28,0.0,0.0,0.32
2020-04-30,4.69,4.77,4.77,4.68,32991,15617286.0,1.92,1.92,0.09,0.46
2020-05-06,4.74,4.79,4.79,4.7,29929,14234871.0,1.89,0.42,0.02,0.42
2020-05-07,4.77,4.69,4.78,4.66,33644,15874926.0,2.51,-2.09,-0.1,0.47
2020-05-08,4.7,4.8,4.83,4.7,42465,20189505.0,2.77,2.35,0.11,0.59
2020-05-11,4.81,4.83,4.88,4.76,47389,22896602.0,2.5,0.63,0.03,0.66
2020-05-12,4.83,4.77,4.85,4.68,35827,17038766.0,3.52,-1.24,-0.06,0.5
2020-05-13,4.78,4.81,4.83,4.71,30732,14687094.0,2.52,0.84,0.04,0.43
2020-05-14,4.77,4.76,4.82,4.74,19832,9476077.0,1.66,-1.04,-0.05,0.28
2020-05-15,4.79,4.81,4.83,4.76,36472,17505834.0,1.47,1.05,0.05,0.51
2020-05-18,4.8,4.82,4.89,4.75,51871,25046598.0,2.91,0.21,0.01,0.73
2020-05-19,4.83,4.82,4.84,4.79,24812,11941197.0,1.04,0.0,0.0,0.35
2020-05-20,4.79,4.81,4.87,4.78,30352,14619548.0,1.87,-0.21,-0.01,0.42
2020-05-21,4.84,4.86,4.95,4.74,86212,41715690.0,4.37,1.04,0.05,1.21
2020-05-22,4.82,4.72,4.82,4.65,56427,26754038.0,3.5,-2.88,-0.14,0.79
2020-05-25,4.7,4.7,4.77,4.68,30494,14351570.0,1.91,-0.42,-0.02,0.43
2020-05-26,4.71,4.76,4.77,4.69,27076,12812134.0,1.7,1.28,0.06,0.38
2020-05-27,4.75,4.83,4.86,4.72,48964,23546326.0,2.94,1.47,0.07,0.68
2020-05-28,4.83,4.79,4.84,4.75,38304,18353452.0,1.86,-0.83,-0.04,0.54
2020-05-29,4.79,4.97,4.99,4.76,94814,46796402.0,4.8,3.76,0.18,1.33
2020-06-01,5.01,5.18,5.25,4.97,135191,69115318.0,5.63,4.23,0.21,1.89
2020-06-02,5.24,5.26,5.45,5.21,142054,75308786.0,4.63,1.54,0.08,1.99
2020-06-03,5.38,5.18,5.38,5.14,91222,47575338.0,4.56,-1.52,-0.08,1.28
2020-06-04,5.2,5.22,5.35,5.18,76813,40340124.0,3.28,0.77,0.04,1.07
2020-06-05,5.26,5.16,5.27,5.08,73426,37990091.0,3.64,-1.15,-0.06,1.03
2020-06-08,5.16,4.98,5.16,4.96,53004,26701027.0,3.88,-3.49,-0.18,0.74
2020-06-09,4.97,5.48,5.48,4.96,179964,94818172.0,10.44,10.04,0.5,2.52
2020-06-10,5.72,6.03,6.03,5.72,110308,65416242.0,5.66,10.04,0.55,1.54
2020-06-11,6.21,6.04,6.39,5.82,527784,324546800.0,9.45,0.17,0.01,7.38
2020-06-12,5.44,5.74,5.94,5.44,340103,193006492.0,8.28,-4.97,-0.3,4.76
2020-06-15,5.63,6.01,6.28,5.63,342753,204152409.0,11.32,4.7,0.27,4.79
2020-06-16,5.94,5.85,5.98,5.7,207878,120715791.0,4.66,-2.66,-0.16,2.91
2020-06-17,5.85,5.8,5.98,5.72,159043,92272914.0,4.44,-0.85,-0.05,2.22
2020-06-18,5.81,5.75,5.85,5.69,121152,69668347.0,2.76,-0.86,-0.05,1.69
2020-06-19,5.73,6.33,6.33,5.73,244808,149923255.0,10.43,10.09,0.58,3.42
2020-06-22,6.39,6.16,6.59,6.11,360338,227320774.0,7.58,-2.69,-0.17,5.04
2020-06-23,6.06,6.03,6.32,5.94,210783,127821489.0,6.17,-2.11,-0.13,2.95
2020-06-24,6.11,5.73,6.11,5.72,173837,101376336.0,6.47,-4.98,-0.3,2.43
2020-06-29,5.71,5.54,5.74,5.48,117060,65242379.0,4.54,-3.32,-0.19,1.64
2020-06-30,5.6,5.66,5.77,5.59,122695,69551719.0,3.25,2.17,0.12,1.72
2020-07-01,5.63,5.6,5.73,5.51,108391,60996181.0,3.89,-1.06,-0.06,1.52
2020-07-02,5.59,5.68,5.75,5.55,109426,62139111.0,3.57,1.43,0.08,1.53
2020-07-03,5.7,6.01,6.13,5.6,202554,118312414.0,9.33,5.81,0.33,2.83
2020-07-06,5.98,6.15,6.26,5.9,210527,128370624.0,5.99,2.33,0.14,2.94
2020-07-07,6.49,6.77,6.77,6.48,64248,43199171.0,4.72,10.08,0.62,0.9
2020-07-08,7.45,7.45,7.45,7.18,469255,346783584.0,3.99,10.04,0.68,6.56
2020-07-09,7.95,8.2,8.2,7.68,206171,167039859.0,6.98,10.07,0.75,2.88
2020-07-10,8.48,8.53,9.02,7.65,664880,568089072.0,16.71,4.02,0.33,9.3
2020-07-13,8.02,8.2,8.28,7.68,495713,396551232.0,7.03,-3.87,-0.33,6.93
2020-07-14,7.95,7.44,8.02,7.39,384116,294641024.0,7.68,-9.27,-0.76,5.37
2020-07-15,7.44,7.52,7.8,7.09,291134,217007064.0,9.54,1.08,0.08,4.07
2020-07-16,7.76,7.55,7.97,7.46,291462,225531130.0,6.78,0.4,0.03,4.08
2020-07-17,7.29,7.11,7.42,6.8,213401,152526969.0,8.21,-5.83,-0.44,2.98
2020-07-20,7.06,7.28,7.3,6.91,162523,115974350.0,5.49,2.39,0.17,2.27
2020-07-21,7.27,7.18,7.52,7.11,178166,129511062.0,5.63,-1.37,-0.1,2.49
2020-07-22,7.14,7.16,7.48,7.04,166742,120309840.0,6.13,-0.28,-0.02,2.33
2020-07-23,7.12,7.88,7.88,7.11,289394,215922595.0,10.75,10.06,0.72,4.05
2020-07-24,7.88,7.21,7.88,7.09,302347,226016540.0,10.03,-8.5,-0.67,4.23
2020-07-27,7.01,6.64,7.08,6.61,180681,122824605.0,6.52,-7.91,-0.57,2.53
2020-07-28,6.64,6.71,6.75,6.54,102565,68285944.0,3.16,1.05,0.07,1.43
2020-07-29,6.63,6.85,6.9,6.59,93831,63620071.0,4.62,2.09,0.14,1.31
2020-07-30,6.82,7.01,7.14,6.72,137189,94565348.0,6.13,2.34,0.16,1.92
2020-07-31,6.94,6.93,7.05,6.76,125421,86608608.0,4.14,-1.14,-0.08,1.75
2020-08-03,7.0,7.1,7.26,6.85,154449,108882334.0,5.92,2.45,0.17,2.16
2020-08-04,7.16,6.9,7.16,6.9,108159,75578157.0,3.66,-2.82,-0.2,1.51
2020-08-05,6.87,6.87,6.93,6.77,68993,47294629.0,2.32,-0.43,-0.03,0.96
2020-08-06,6.87,6.74,6.87,6.64,87229,58764173.0,3.35,-1.89,-0.13,1.22
2020-08-07,6.77,6.61,6.8,6.5,83724,55396709.0,4.45,-1.93,-0.13,1.17
2020-08-10,6.57,6.67,6.7,6.45,53850,35741925.0,3.78,0.91,0.06,0.75
2020-08-11,6.73,6.59,6.76,6.56,53044,35373592.0,3.0,-1.2,-0.08,0.74
2020-08-12,6.6,6.47,6.61,6.34,62774,40548811.0,4.1,-1.82,-0.12,0.88
2020-08-13,6.47,6.51,6.56,6.4,56536,36658082.0,2.47,0.62,0.04,0.79
2020-08-14,6.49,6.47,6.49,6.3,59370,38052168.0,2.92,-0.61,-0.04,0.83
2020-08-17,6.47,6.6,6.6,6.41,57200,37336463.0,2.94,2.01,0.13,0.8
2020-08-18,6.6,6.66,6.79,6.53,80938,53751491.0,3.94,0.91,0.06,1.13
2020-08-19,6.62,6.49,6.64,6.48,58804,38459220.0,2.4,-2.55,-0.17,0.82
2020-08-20,6.47,6.49,6.62,6.41,49504,32228440.0,3.24,0.0,0.0,0.69
2020-08-21,6.5,6.52,6.59,6.48,32446,21180658.0,1.69,0.46,0.03,0.45
2020-08-24,6.52,6.45,6.54,6.41,33273,21450282.0,1.99,-1.07,-0.07,0.47
2020-08-25,6.47,6.43,6.53,6.39,32884,21232028.0,2.17,-0.31,-0.02,0.46
2020-08-26,6.43,6.25,6.43,6.24,48589,30738673.0,2.95,-2.8,-0.18,0.68
2020-08-27,6.26,6.29,6.32,6.19,33292,20840293.0,2.08,0.64,0.04,0.47
2020-08-28,6.3,6.36,6.38,6.25,27704,17499388.0,2.07,1.11,0.07,0.39
2020-08-31,6.45,6.49,6.52,6.4,48759,31587483.0,1.89,2.04,0.13,0.68
2020-09-01,6.49,6.52,6.52,6.41,36150,23386296.0,1.69,0.46,0.03,0.51
2020-09-02,6.49,6.74,6.79,6.48,102764,68778909.0,4.75,3.37,0.22,1.44
2020-09-03,6.74,6.62,6.74,6.57,56280,37374993.0,2.52,-1.78,-0.12,0.79
2020-09-04,6.5,6.46,6.54,6.44,45439,29377127.0,1.51,-2.42,-0.16,0.64
2020-09-07,6.46,6.27,6.49,6.23,50144,31948380.0,4.02,-2.94,-0.19,0.7
2020-09-08,6.28,6.28,6.35,6.23,33426,20969459.0,1.91,0.16,0.01,0.47
2020-09-09,6.22,6.17,6.28,6.12,37228,23088078.0,2.55,-1.75,-0.11,0.52
2020-09-10,6.19,6.08,6.29,6.06,36650,22627731.0,3.73,-1.46,-0.09,0.51
2020-09-11,6.06,6.14,6.15,5.94,31303,18889258.0,3.45,0.99,0.06,0.44
2020-09-14,6.18,6.22,6.27,6.13,23510,14550031.0,2.28,1.3,0.08,0.33
2020-09-15,6.22,6.2,6.27,6.18,21425,13317010.0,1.45,-0.32,-0.02,0.3
2020-09-16,6.2,6.15,6.23,6.1,18845,11612159.0,2.1,-0.81,-0.05,0.26
2020-09-17,6.18,6.19,6.21,6.09,20467,12579309.0,1.95,0.65,0.04,0.29
2020-09-18,6.16,6.26,6.28,6.1,30723,19094652.0,2.91,1.13,0.07,0.43
2020-09-21,6.26,6.3,6.38,6.23,32636,20565632.0,2.4,0.64,0.04,0.46
2020-09-22,6.25,6.13,6.26,6.11,24229,14976534.0,2.38,-2.7,-0.17,0.34
2020-09-23,6.16,6.12,6.18,6.07,18841,11528816.0,1.79,-0.16,-0.01,0.26
2020-09-24,6.08,5.99,6.1,5.96,33454,20102211.0,2.29,-2.12,-0.13,0.47
2020-09-25,6.0,6.15,6.16,5.99,33616,20429657.0,2.84,2.67,0.16,0.47
2020-09-28,6.1,6.05,6.21,6.02,21107,12886660.0,3.09,-1.63,-0.1,0.3
2020-09-29,6.08,6.09,6.12,5.99,23412,14191976.0,2.15,0.66,0.04,0.33
2020-09-30,6.08,6.02,6.1,5.96,20469,12332088.0,2.3,-1.15,-0.07,0.29
2020-10-09,6.06,6.06,6.1,6.03,24469,14848349.0,1.16,0.66,0.04,0.34
2020-10-12,6.06,6.22,6.24,6.05,43458,26778387.0,3.14,2.64,0.16,0.61
2020-10-13,6.24,6.18,6.24,6.13,27026,16663498.0,1.77,-0.64,-0.04,0.38
2020-10-14,6.19,6.07,6.19,6.06,21816,13334321.0,2.1,-1.78,-0.11,0.31
2020-10-15,6.07,6.06,6.13,6.05,18365,11176153.0,1.32,-0.16,-0.01,0.26
2020-10-16,6.06,6.04,6.09,6.0,25506,15379777.0,1.49,-0.33,-0.02,0.36
2020-10-19,6.04,6.01,6.08,5.98,22405,13493941.0,1.66,-0.5,-0.03,0.31
2020-10-20,6.02,6.03,6.03,5.95,20551,12310827.0,1.33,0.33,0.02,0.29
2020-10-21,6.03,5.97,6.05,5.96,17325,10355804.0,1.49,-1.0,-0.06,0.24
2020-10-22,5.96,5.96,5.99,5.92,14537,8665776.0,1.17,-0.17,-0.01,0.2
2020-10-23,5.98,5.9,6.01,5.84,24998,14797412.0,2.85,-1.01,-0.06,0.35
2020-10-26,5.87,5.81,5.94,5.77,27755,16196232.0,2.88,-1.53,-0.09,0.39
2020-10-27,5.78,5.88,5.92,5.78,21606,12682318.0,2.41,1.2,0.07,0.3
2020-10-28,5.92,5.97,5.97,5.81,17563,10407229.0,2.72,1.53,0.09,0.25
2020-10-29,5.94,5.87,5.94,5.85,20758,12196541.0,1.51,-1.68,-0.1,0.29
2020-10-30,5.89,5.96,6.17,5.89,51108,30767552.0,4.77,1.53,0.09,0.71
2020-11-02,5.98,6.06,6.14,5.87,58637,35499374.0,4.53,1.68,0.1,0.82
2020-11-03,6.02,6.11,6.11,5.97,42344,25572689.0,2.31,0.83,0.05,0.59
2020-11-04,6.11,6.03,6.12,5.99,28942,17452905.0,2.13,-1.31,-0.08,0.4
2020-11-05,6.07,6.19,6.21,6.06,47113,29006353.0,2.49,2.65,0.16,0.66
2020-11-06,6.19,6.19,6.28,6.13,28772,17822917.0,2.42,0.0,0.0,0.4
2020-11-09,6.23,6.2,6.24,6.15,33409,20653830.0,1.45,0.16,0.01,0.47
2020-11-10,6.21,6.11,6.23,6.05,33361,20469351.0,2.9,-1.45,-0.09,0.47
2020-11-11,6.11,6.11,6.17,6.09,19598,12009884.0,1.31,0.0,0.0,0.27
2020-11-12,6.06,6.08,6.15,6.06,16145,9849058.0,1.47,-0.49,-0.03,0.23
2020-11-13,6.09,6.03,6.12,5.99,27790,16809932.0,2.14,-0.82,-0.05,0.39
2020-11-16,6.09,6.1,6.16,6.01,25868,15795891.0,2.49,1.16,0.07,0.36
2020-11-17,6.14,6.12,6.18,6.08,23267,14259060.0,1.64,0.33,0.02,0.33
2020-11-18,6.12,6.14,6.18,6.09,20566,12625302.0,1.47,0.33,0.02,0.29
2020-11-19,6.14,6.27,6.28,6.1,53176,33095386.0,2.93,2.12,0.13,0.74
2020-11-20,6.25,6.27,6.3,6.19,27091,16923977.0,1.75,0.0,0.0,0.38
2020-11-23,6.22,6.24,6.29,6.16,31487,19591839.0,2.07,-0.48,-0.03,0.44
2020-11-24,6.23,6.18,6.24,6.16,22087,13667334.0,1.28,-0.96,-0.06,0.31
2020-11-25,6.18,6.05,6.21,6.05,24465,14987523.0,2.59,-2.1,-0.13,0.34
2020-11-26,6.08,6.07,6.11,6.03,14107,8566394.0,1.32,0.33,0.02,0.2
2020-11-27,6.05,6.21,6.21,6.05,31290,19157462.0,2.64,2.31,0.14,0.44
2020-11-30,6.23,6.1,6.23,6.1,28512,17561219.0,2.09,-1.77,-0.11,0.4
2020-12-01,6.1,6.19,6.19,6.07,27336,16796072.0,1.97,1.48,0.09,0.38
2020-12-02,6.19,6.19,6.23,6.16,25361,15707460.0,1.13,0.0,0.0,0.35
2020-12-03,6.2,6.26,6.27,6.17,39357,24563481.0,1.62,1.13,0.07,0.55
2020-12-04,6.3,6.23,6.3,6.21,31708,19841125.0,1.44,-0.48,-0.03,0.44
2020-12-07,6.2,6.15,6.22,6.11,31183,19182411.0,1.77,-1.28,-0.08,0.44
2020-12-08,6.17,6.14,6.19,6.12,19286,11877851.0,1.14,-0.16,-0.01,0.27
2020-12-09,6.16,5.97,6.18,5.96,38233,23146897.0,3.58,-2.77,-0.17,0.53
2020-12-10,5.97,6.02,6.07,5.94,22147,13315821.0,2.18,0.84,0.05,0.31
2020-12-11,6.03,6.04,6.07,5.86,33640,20087341.0,3.49,0.33,0.02,0.47
2020-12-14,5.92,5.96,6.05,5.91,25300,15095876.0,2.32,-1.32,-0.08,0.35
2020-12-15,5.94,5.91,5.97,5.81,31865,18659936.0,2.68,-0.84,-0.05,0.45
2020-12-16,5.86,5.87,5.9,5.83,14504,8499404.0,1.18,-0.68,-0.04,0.2
2020-12-17,5.84,5.88,5.92,5.74,20460,11917591.0,3.07,0.17,0.01,0.29
2020-12-18,5.85,5.87,5.91,5.82,15921,9340849.0,1.53,-0.17,-0.01,0.22
2020-12-21,5.86,5.86,5.87,5.78,19061,11115667.0,1.53,-0.17,-0.01,0.27
2020-12-22,5.84,5.74,5.87,5.74,22757,13207974.0,2.22,-2.05,-0.12,0.32
2020-12-23,5.74,5.71,5.78,5.68,20485,11715894.0,1.74,-0.52,-0.03,0.29
2020-12-24,5.68,5.65,5.72,5.64,21443,12148431.0,1.4,-1.05,-0.06,0.3
2020-12-25,5.64,5.65,5.69,5.61,16052,9068587.0,1.42,0.0,0.0,0.22
2020-12-28,5.68,5.75,5.85,5.59,27650,15900558.0,4.6,1.77,0.1,0.39
2020-12-29,5.8,5.73,5.8,5.7,22600,12985493.0,1.74,-0.35,-0.02,0.32
2020-12-30,5.75,5.59,5.75,5.56,35013,19684493.0,3.32,-2.44,-0.14,0.49
2020-12-31,5.55,5.59,5.64,5.55,24316,13593521.0,1.61,0.0,0.0,0.34
2021-01-04,5.56,5.5,5.6,5.48,39623,21854420.0,2.15,-1.61,-0.09,0.55
2021-01-05,5.5,5.66,5.72,5.47,53103,29751194.0,4.55,2.91,0.16,0.74
2021-01-06,5.69,5.82,5.95,5.54,63673,36742287.0,7.24,2.83,0.16,0.89
2021-01-07,5.72,5.59,5.85,5.56,46570,26417379.0,4.98,-3.95,-0.23,0.65
2021-01-08,5.55,5.63,5.71,5.54,23566,13283159.0,3.04,0.72,0.04,0.33
2021-01-11,5.63,5.46,5.66,5.45,27229,15014155.0,3.73,-3.02,-0.17,0.38
2021-01-12,5.49,5.47,5.5,5.41,18054,9838357.0,1.65,0.18,0.01,0.25
2021-01-13,5.48,5.32,5.49,5.29,29118,15539669.0,3.66,-2.74,-0.15,0.41
2021-01-14,5.33,5.36,5.41,5.26,18159,9709829.0,2.82,0.75,0.04,0.25
2021-01-15,5.35,5.45,5.49,5.35,15253,8280977.0,2.61,1.68,0.09,0.21
2021-01-18,5.48,5.46,5.5,5.4,12137,6611992.0,1.83,0.18,0.01,0.17
2021-01-19,5.46,5.53,5.59,5.42,21736,11957199.0,3.11,1.28,0.07,0.3
2021-01-20,5.51,5.5,5.52,5.43,14052,7684350.0,1.63,-0.54,-0.03,0.2
2021-01-21,5.52,5.48,5.54,5.44,12250,6715414.0,1.82,-0.36,-0.02,0.17
2021-01-22,5.48,5.39,5.48,5.36,18635,10070174.0,2.19,-1.64,-0.09,0.26
2021-01-25,5.4,5.29,5.4,5.28,15872,8423068.0,2.23,-1.86,-0.1,0.22
2021-01-26,5.27,5.25,5.32,5.21,13302,6975965.0,2.08,-0.76,-0.04,0.19
2021-01-27,5.25,5.33,5.37,5.21,10878,5772868.0,3.05,1.52,0.08,0.15
2021-01-28,5.28,5.12,5.3,5.08,26185,13556927.0,4.13,-3.94,-0.21,0.37
2021-01-29,5.12,5.12,5.27,5.08,18327,9453571.0,3.71,0.0,0.0,0.26
2021-02-01,5.12,5.22,5.29,5.12,24010,12578186.0,3.32,1.95,0.1,0.34
2021-02-02,5.28,5.13,5.29,5.12,19505,10074508.0,3.26,-1.72,-0.09,0.27
2021-02-03,5.12,5.11,5.14,5.03,17507,8885173.0,2.14,-0.39,-0.02,0.24
2021-02-04,5.06,5.02,5.09,4.98,16809,8438358.0,2.15,-1.76,-0.09,0.24
2021-02-05,5.03,5.03,5.07,5.0,13991,7045100.0,1.39,0.2,0.01,0.2
2021-02-08,5.01,5.02,5.07,5.0,10757,5420775.0,1.39,-0.2,-0.01,0.15
2021-02-09,5.05,5.09,5.12,5.01,13634,6898273.0,2.19,1.39,0.07,0.19
2021-02-10,5.06,5.13,5.16,5.06,12702,6485557.0,1.96,0.79,0.04,0.18
2021-02-18,5.16,5.22,5.25,5.15,18298,9520507.0,1.95,1.75,0.09,0.26
2021-02-19,5.21,5.31,5.32,5.19,16240,8564257.0,2.49,1.72,0.09,0.23
2021-02-22,5.31,5.44,5.61,5.3,46827,25662424.0,5.84,2.45,0.13,0.65
2021-02-23,5.43,5.38,5.6,5.32,30309,16412053.0,5.15,-1.1,-0.06,0.42
2021-02-24,5.38,5.39,5.45,5.36,13525,7309611.0,1.67,0.19,0.01,0.19
2021-02-25,5.44,5.41,5.48,5.38,14474,7846085.0,1.86,0.37,0.02,0.2
2021-02-26,5.38,5.33,5.42,5.3,20677,11063152.0,2.22,-1.48,-0.08,0.29
2021-03-01,5.34,5.37,5.38,5.29,17527,9358811.0,1.69,0.75,0.04,0.25
2021-03-02,5.37,5.34,5.42,5.33,19073,10244427.0,1.68,-0.56,-0.03,0.27
2021-03-03,5.34,5.36,5.37,5.31,12564,6707221.0,1.12,0.37,0.02,0.18
2021-03-04,5.36,5.38,5.41,5.34,16881,9081075.0,1.31,0.37,0.02,0.24
2021-03-05,5.38,5.45,5.48,5.36,18542,10093945.0,2.23,1.3,0.07,0.26
