# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRUS
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
EXRUS;MSONDQ
-0.00442252948353;0.017693278966713
0.005896705978045;0.003828182176433
0.000610004066694;-0.005669891668878
0.000355835705566;-0.009264844258932
0.009556730378207;0.009618709838267
-0.002592517283448;-0.010093211410556
0.002948352989015;-0.004511786136512
0.001931679544535;0.002050811880233
-0.003507523383489;-0.001359165520625
0.017080113867426;0.020990662774145
0.001118340788933;-0.002074939078824
0.00447336315575;0.010294271398815
0.010319235461575;-0.001704988700429
0.001321675477842;-0.003997072566569
-0.002592517283449;0.015763103079434
0.000711671411133;0.006988845191852
0.003100854005703;0.009345268254236
0.002084180561194;0.005179305297529
-0.00142334282228;0.005887036456197
0.000711671411148;0.017033802205226
0.00050833672224;0.022116598708389
-0.000406669377801;-0.009892151422298
-0.003456689711255;0.013229747227384
-0.00045750305002;0.008404307509188
0.004625864172423;0.008943148277721
0.000915006100041;0.009409607450479
-0.003558357055709;0.029403012682863
0.001372509150061;0.020443779606085
0.001830012200081;0.017862169356849
-0.001270841805622;0.001865836691034
0.002846685644576;-0.019012232489686
-0.000813338755587;-0.053007455304365
-0.001220008133388;0.020282931615478
-0.000559170394474;0.015570085490706
0.017486783245227;0.000812282352564
0.023688491256603;0.135956764060125
-0.001728344855627;-0.106875447358475
-0.003202521350142;0.035965610699609
-0.002236681577882;0.017315286188788
0.001830012200081;0.044329706211144
0.002135014233428;0.007801127544413
0.007777551850346;-0.003498443795691
-0.013318422122809;-0.054961758390233
-0.003660024400163;-0.010599882580966
-0.006964213094759;-0.064580468228502
-0.015910939406258;0.014942778327343
-0.002846685644576;-0.002670076644068
-0.007574217161453;0.034759250770061
-0.004270028466857;0.004165962956706
-0.020892639284262;-0.010889408964058
-0.040209434729555;0.010101253810088
-0.064355429036199;0.018594027714107
-0.013369255795039;0.017065971803349
0.003202521350142;0.042841862298034
0.009963399755998;0.015377067901981
-0.053782025213501;0.041345975985394
-0.063135420902806;0.028542475933119
-0.038379422529484;0.02332295863794
0.038887759251729;0.044900716577798
0.057645384302562;0.01314932323208
-0.055967873119155;-0.041788307959563
0.037972753151688;0.038909128927708
-0.003100854005693;-0.140733949381137
-0.045191134607565;-0.056337008709919
0.008387555917039;-0.029419097481926
0.063491256608379;0.015964163067694
