# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP265
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
GDP265;MSONDQ;GDP252
0.007722055425825;0.017693278966713;0.003797130397809
0.006437105402968;0.003828182176433;0.002561085346439
-0.005634011638682;-0.005669891668878;0.000326315893562
-0.010217823739452;-0.009264844258932;0.002076555686302
0.004077245264836;0.009618709838267;0.002867624519178
0.012281156949232;-0.010093211410556;-0.000969059320274
0.00355832314022;-0.004511786136512;0.000266985731096
0.00683247464077;0.002050811880233;-1.97767208219082e-05
0.001198463002088;-0.001359165520625;0.003520256306302
0.010489640090441;0.020990662774145;0.001156938168082
0.011836366556705;-0.002074939078824;0.004815631520138
0.009908941522419;0.010294271398815;0.002610527148494
0.003027045726923;-0.001704988700429;0.002996173204521
0.01282478965121;-0.003997072566569;0.002037002244658
0.000889580785055;0.015763103079434;0.003589474829179
-0.003496546696814;0.006988845191852;0.001710686351096
-0.000753672609561;0.009345268254236;0.00247209010274
0.024661156207915;0.005179305297529;0.003530144666713
-0.005448682308462;0.005887036456197;0.002234769452877
0.002137464941868;0.017033802205226;0.005270496099042
0.003891915934616;0.022116598708389;0.004795854799316
0.000395369237802;-0.009892151422298;0.005102393972055
-0.001766806281429;0.013229747227384;0.000781180472466
-0.001346726466264;0.008404307509188;0.006209890338083
0.007647923693737;0.008943148277721;0.003184052052329
0.020929859026156;0.009409607450479;0.004993622007535
0.013578462260771;0.029403012682863;0.008316111105618
0.011440997318902;0.020443779606085;0.004479427266165
0.011564550205716;0.017862169356849;0.000850398995343
0.017915168587914;0.001865836691034;0.003540033027124
0.011020917503738;-0.019012232489686;0.001295375213836
0.029430297638904;-0.053007455304365;0.00184912339685
-0.003916626511978;0.020282931615478;0.004232218255891
0.007437883786155;0.015570085490706;0.001631579467808
0.004991536627253;0.000812282352564;0.001938118640548
0.012688881475716;0.135956764060125;0.007712921120549
0.00337299381;-0.106875447358475;0.005102393972055
0.001618542817253;0.035965610699609;0.006328550663015
0.000494211547253;0.017315286188788;0.001522807503288
0.000815449052967;0.044329706211144;0.003866348920686
-0.003200019768462;0.007801127544413;0.002205104371644
0.001037844249231;-0.003498443795691;0.001611802746987
-0.0110456280811;-0.054961758390233;0.002768740915069
-0.003941337089341;-0.010599882580966;0.002135885848767
-0.009476506418572;-0.064580468228502;0.001661244549041
