# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSPIN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FSPIN;MSONDQ
0.001406780028093;0.017693278966713
0.000847134567326;0.003828182176433
-0.000597977341642;-0.005669891668878
-0.001050293535961;-0.009264844258932
-0.000233824473334;0.009618709838267
-0.000419734095576;-0.010093211410556
-0.000222324909072;-0.004511786136512
0.00397309945264;0.002050811880233
0.002437907623617;-0.001359165520625
0.000435066847925;0.020990662774145
0.001958759112686;-0.002074939078824
-9.9662890273633e-05;0.010294271398815
-0.004820234019966;-0.001704988700429
-0.002819309838318;-0.003997072566569
0.001069459476398;0.015763103079434
0.003539949198758;0.006988845191852
0.002637233404164;0.009345268254236
0.000791553340058;0.005179305297529
0.001657853847821;0.005887036456197
0.002738812888482;0.017033802205226
0.001799681807057;0.022116598708389
0.001402946840006;-0.009892151422298
0.001084792228748;0.013229747227384
0.001075209258529;0.008404307509188
0.000676557697435;0.008943148277721
-0.000274072948252;0.009409607450479
0.003133631261489;0.029403012682863
0.000159077305629;0.020443779606085
-0.002022006716129;0.017862169356849
-0.004159009074881;0.001865836691034
-0.001312866919951;-0.019012232489686
0.004691822219036;-0.053007455304365
0.003191129082801;0.020282931615478
0.002029673092304;0.015570085490706
0.000505980827543;0.000812282352564
-0.002062255191047;0.135956764060125
0.004400499924391;-0.106875447358475
0.00101387824913;0.035965610699609
0.003375122110998;0.017315286188788
-0.002826976214493;0.044329706211144
0.000858634131589;0.007801127544413
-0.004362168043516;-0.003498443795691
7.09139796175942e-05;-0.054961758390233
-0.003704776286518;-0.010599882580966
-0.006123517969698;-0.064580468228502
-0.000205075562678;0.014942778327343
0.004808734455704;-0.002670076644068
0.006570084381886;0.034759250770061
0.003434536526354;0.004165962956706
-0.00194534295438;-0.010889408964058
-0.001349282206781;0.010101253810088
0.006046854207949;0.018594027714107
0.002228998872851;0.017065971803349
0.000827968626889;0.042841862298034
0.002894057006023;0.015377067901981
0.000902715794594;0.041345975985394
-0.004937146256633;0.028542475933119
-0.001301367355689;0.02332295863794
-0.001859096222412;0.044900716577798
-0.004586409546632;0.01314932323208
-0.002652566156514;-0.041788307959563
-0.00974779730638;0.038909128927708
-0.004417749270784;-0.140733949381137
0.0059701904462;-0.056337008709919
0.007056899268992;-0.029419097481926
-0.001054126724048;0.015964163067694
0.000852884349457;-0.02261522747927
0.006838407548007;0.019591285255869
0.001493026760061;0.022969093058605
0.001502609730279;0.044619232594236
-0.001427862562574;-0.003763842980192
-0.000791553340058;-0.000772070354911
-0.002056505408916;0.038048592177962
-0.000939131081425;0.011026129756074
-0.002595068335202;0.020588542797628
-0.002890223817936;0.020049702029097
0.004367917825647;0.047932701200731
0.003789106424442;0.033938926017968
-0.002642983186296;0.030335931028381
0.001646354283559;0.074167008468647
0.001125040703666;-0.066985145688067
0.002961137797554;-0.0016969463009
4.4081663005846e-05;0.004865651715847
0.003930934383678;0.002396635060036
-0.001759433332139;-0.095784978406157
0.010341941459935;0.015618339887891
0.006993651665549;-0.000522755969472
-0.00150260973028;0.0104229497913
0.000433150253882;-0.013245832026443
-0.005008060236251;-0.026885741629872
-0.002842308966843;-0.063856652270772
-0.005289799560678;0.021223892360526
-1.91659404353423e-06;-0.071657779815186
7.47471677052455e-05;-0.028043847162241
0.014596780237002;0.006546513217685
0.007570163153901;-0.025349643319582
0.009700150778453;0.044024095028994
0.002290004061263;0.014355683161628
-1.09820838705282e-05;0.033231194859297
-0.003364446682174;0.056111821523071
-0.002320037089928;0.009176377864099
0.003120330098825;-0.014572827948947
0.001722136412048;-0.011379995335409
