# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP276_3
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
GDP276_3;MSONDQ;GDP252
0.000535361300242;0.017693278966713;0.003797130397809
0.001503129804524;0.003828182176433;0.002561085346439
0.001324676037777;-0.005669891668878;0.000326315893562
0.001317812431364;-0.009264844258932;0.002076555686302
0.00104326817483;0.009618709838267;0.002867624519178
0.000569679332308;-0.010093211410556;-0.000969059320274
0.000150999341094;-0.004511786136512;0.000266985731096
0.000404952778388;0.002050811880233;-1.97767208219082e-05
0.000350043927081;-0.001359165520625;0.003520256306302
-0.000411816384801;0.020990662774145;0.001156938168082
8.23632769602492e-05;-0.002074939078824;0.004815631520138
8.23632769602492e-05;0.010294271398815;0.002610527148494
-0.00012354491544;-0.001704988700429;0.002996173204521
0.000384361959148;-0.003997072566569;0.002037002244658
-0.000487316055348;0.015763103079434;0.003589474829179
0.000178453766747;0.006988845191852;0.001710686351096
-0.000150999341094;0.009345268254236;0.00247209010274
-0.000542224906655;0.005179305297529;0.003530144666713
0.000418679991215;0.005887036456197;0.002234769452877
-0.000775587524709;0.017033802205226;0.005270496099042
0.000995222929936;0.022116598708389;0.004795854799316
0.00014413573468;-0.009892151422298;0.005102393972055
-8.92268833735865e-05;0.013229747227384;0.000781180472466
-0.000247089830881;0.008404307509188;0.006209890338083
-0.000501043268175;0.008943148277721;0.003184052052329
-0.000130408521854;0.009409607450479;0.004993622007535
0.000514770481002;0.029403012682863;0.008316111105618
2.05908192400621e-05;0.020443779606085;0.004479427266165
0.000199044585987;0.017862169356849;0.000850398995343
-0.000185317373161;0.001865836691034;0.003540033027124
-4.11816384801242e-05;-0.019012232489686;0.001295375213836
0.000295135075774;-0.053007455304365;0.00184912339685
1.3727212826724e-05;0.020282931615478;0.004232218255891
0.000494179661761;0.015570085490706;0.001631579467808
0.000432407204041;0.000812282352564;0.001938118640548
0.000185317373161;0.135956764060125;0.007712921120549
0.000274544256534;-0.106875447358475;0.005102393972055
0.000350043927081;0.035965610699609;0.006328550663015
0.000109817702614;0.017315286188788;0.001522807503288
0.000466725236108;0.044329706211144;0.003866348920686
0.001194267515924;0.007801127544413;0.002205104371644
0.001159949483857;-0.003498443795691;0.001611802746987
0.001654129145618;-0.054961758390233;0.002768740915069
0.000933450472216;-0.010599882580966;0.002135885848767
