# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HSBR
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
HSBR;MSONDQ;GDP252
-0.017399804496581;0.017693278966713;0.003797130397809
-0.041837732160311;0.003828182176433;0.002561085346439
-0.054349951124147;-0.005669891668878;0.000326315893562
-0.178885630498533;-0.009264844258932;0.002076555686302
-0.021309872922774;0.009618709838267;0.002867624519178
-0.009579667644186;-0.010093211410556;-0.000969059320274
-0.014662756598241;-0.004511786136512;0.000266985731096
0.005474095796677;0.002050811880233;-1.97767208219082e-05
0.033040078201368;-0.001359165520625;0.003520256306302
0.047116324535677;0.020990662774145;0.001156938168082
0.018768328445748;-0.002074939078824;0.004815631520138
0.00273704789834;0.010294271398815;0.002610527148494
0.0158357771261;-0.001704988700429;0.002996173204521
0.0158357771261;-0.003997072566569;0.002037002244658
0.008015640273707;0.015763103079434;0.003589474829179
0.012707722385138;0.006988845191852;0.001710686351096
0.05180840664712;0.009345268254236;0.00247209010274
0.0119257086999;0.005179305297529;0.003530144666713
0.029325513196481;0.005887036456197;0.002234769452877
-0.027956989247314;0.017033802205226;0.005270496099042
-0.040664711632452;0.022116598708389;0.004795854799316
0.006256109481918;-0.009892151422298;0.005102393972055
-0.044379276637343;0.013229747227384;0.000781180472466
0.002346041055718;0.008404307509188;0.006209890338083
-0.009775171065496;0.008943148277721;0.003184052052329
0.020136852394921;0.009409607450479;0.004993622007535
0.036559139784944;0.029403012682863;0.008316111105618
-0.035581622678399;0.020443779606085;0.004479427266165
-0.105376344086017;0.017862169356849;0.000850398995343
-0.116520039100686;0.001865836691034;0.003540033027124
-0.071358748778104;-0.019012232489686;0.001295375213836
0.124926686217009;-0.053007455304365;0.00184912339685
0.082697947214074;0.020282931615478;0.004232218255891
0.079178885630498;0.015570085490706;0.001631579467808
0.040469208211144;0.000812282352564;0.001938118640548
-0.000195503421308;0.135956764060125;0.007712921120549
-0.001564027370481;-0.106875447358475;0.005102393972055
0.055131964809384;0.035965610699609;0.006328550663015
0.0158357771261;0.017315286188788;0.001522807503288
0.028543499511243;0.044329706211144;0.003866348920686
-0.053567937438903;0.007801127544413;0.002205104371644
-0.050830889540569;-0.003498443795691;0.001611802746987
-0.057869012707724;-0.054961758390233;0.002768740915069
-0.048875855327466;-0.010599882580966;0.002135885848767
0.109872922776146;-0.064580468228502;0.001661244549041
