# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FMFBA
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FMFBA;MSONDQ
0.000129475674819;0.017693278966713
0.000182487413376;0.003828182176433
-7.7441111165152e-05;-0.005669891668878
-0.000129231381093;-0.009264844258932
-3.10253032112406e-05;0.009618709838267
0.000190549106337;-0.010093211410556
0.000116039519885;-0.004511786136512
-0.000109443589281;0.002050811880233
-5.86304942575095e-05;-0.001359165520625
0.000270677448489;0.020990662774145
0.000406016172733;-0.002074939078824
7.59753488087144e-05;0.010294271398815
0.000232567627221;-0.001704988700429
0.000214245597766;-0.003997072566569
0.000266768748872;0.015763103079434
0.000228170340152;0.006988845191852
0.000331750880007;0.009345268254236
0.000424093908463;0.005179305297529
0.00040186317939;0.005887036456197
0.000325887830581;0.017033802205226
0.000379876744043;0.022116598708389
0.000534270378922;-0.009892151422298
0.000445347462631;0.013229747227384
0.000311474500743;0.008404307509188
0.000297061170905;0.008943148277721
0.000455607799126;0.009409607450479
0.00059534381044;0.029403012682863
0.000535491847552;0.020443779606085
0.000417497977859;0.017862169356849
0.000336636754529;0.001865836691034
0.000250401069225;-0.019012232489686
0.000575556018628;-0.053007455304365
0.000372059344809;0.020282931615478
0.00051692552437;0.015570085490706
0.000655195773328;0.000812282352564
0.000643713968202;0.135956764060125
0.000583373417862;-0.106875447358475
0.00070234446246;0.035965610699609
0.00072286513545;0.017315286188788
0.000682068083196;0.044329706211144
0.000462936610908;0.007801127544413
0.000439484413205;-0.003498443795691
0.000787602972859;-0.054961758390233
0.000610001434004;-0.010599882580966
0.000706253162077;-0.064580468228502
0.00059534381044;0.014942778327343
0.000643469674476;-0.002670076644068
0.000994275465117;0.034759250770061
0.000919521584939;0.004165962956706
0.000878235945232;-0.010889408964058
0.00031416173173;0.010101253810088
0.00108368696886;0.018594027714107
0.000813986695275;0.017065971803349
0.000832308724731;0.042841862298034
0.00131943041452;0.015377067901981
0.001359983173048;0.041345975985394
0.000842569061226;0.028542475933119
0.001082465500229;0.02332295863794
0.001245165121794;0.044900716577798
0.001295001041913;0.01314932323208
0.001446707445804;-0.041788307959563
0.001182870221645;0.038909128927708
0.000806413589767;-0.140733949381137
0.000921720228473;-0.056337008709919
0.001143050344295;-0.029419097481926
0.001380015258586;0.015964163067694
0.001103230466945;-0.02261522747927
