# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHU15
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
LHU15;MSONDQ
-0.071167741434231;0.017693278966713
-0.022842048014917;0.003828182176433
0.008701732577111;-0.005669891668878
-0.005438582860695;-0.009264844258932
-0.013052598865667;0.009618709838267
0.02198741356538;-0.010093211410556
0.056250485587756;-0.004511786136512
0.050734208686192;0.002050811880233
0.056561261751225;-0.001359165520625
0.00582705306503;0.020990662774145
-0.060601351876311;-0.002074939078824
-0.045761790070701;0.010294271398815
-0.023774376505322;-0.001704988700429
-0.008468650454512;-0.003997072566569
-0.0066039934737;0.015763103079434
0.015927278377748;0.006988845191852
-0.00396239608422;0.009345268254236
-0.003263149716417;0.005179305297529
-0.009400978944914;0.005887036456197
-0.001631574858208;0.017033802205226
-0.012042576334395;0.022116598708389
-0.008002486209308;-0.009892151422298
-0.012042576334395;0.013229747227384
-0.014761867764742;0.008404307509188
-0.014761867764742;0.008943148277721
-0.013207986947401;0.009409607450479
-0.013363375029135;0.029403012682863
-0.013674151192604;0.020443779606085
-0.016781912827286;0.017862169356849
-0.015927278377748;0.001865836691034
0.005205500738093;-0.019012232489686
-0.004817030533758;-0.053007455304365
-0.009090202781447;0.020282931615478
0.00264159738948;0.015570085490706
0.011343329966591;0.000812282352564
-0.002253127185145;0.135956764060125
-0.01748115919509;-0.106875447358475
7.76940408669814e-05;0.035965610699609
-0.007769404086706;0.017315286188788
-0.003418537798151;0.044329706211144
0.007070157718903;0.007801127544413
0.0;-0.003498443795691
0.002952373552949;-0.054961758390233
0.019889674461969;-0.010599882580966
0.032243026959832;-0.064580468228502
0.023696682464455;0.014942778327343
0.045761790070702;-0.002670076644068
0.04156631186388;0.034759250770061
0.016315748582084;0.004165962956706
0.02035583870717;-0.010889408964058
0.005982441146765;0.010101253810088
-0.003651619920753;0.018594027714107
-0.020899696993239;0.017065971803349
-0.005516276901562;0.042841862298034
-0.021132779115843;0.015377067901981
-0.034107683940641;0.041345975985394
-0.025328257322663;0.028542475933119
-0.00582705306503;0.02332295863794
0.004894724574625;0.044900716577798
0.006603993473701;0.01314932323208
0.01693730090902;-0.041788307959563
0.016315748582084;0.038909128927708
0.048247999378447;-0.140733949381137
0.151037215445575;-0.056337008709919
0.190971952451249;-0.029419097481926
0.060834433998912;0.015964163067694
-0.02835832491648;-0.02261522747927
-0.052288089503534;0.019591285255869
-0.078937145520939;0.022969093058605
0.025872115608733;0.044619232594236
0.002408515266878;-0.003763842980192
-0.045839484111567;-0.000772070354911
-0.050423432522727;0.038048592177962
-0.014451091601274;0.011026129756074
-0.02222049568798;0.020588542797628
-0.04288711055862;0.020049702029097
-0.037603915779659;0.047932701200731
-0.02727060834434;0.033938926017968
-0.007225545800637;0.030335931028381
0.006370911351099;0.074167008468647
-0.017869629399426;-0.066985145688067
-0.014295703519539;-0.0016969463009
0.018413487685495;0.004865651715847
0.033641519695439;0.002396635060036
0.079714085929609;-0.095784978406157
0.098826819982907;0.015618339887891
0.044674073498564;-0.000522755969472
-0.002486209307747;0.0104229497913
-0.023852070546188;-0.013245832026443
-0.002641597389479;-0.026885741629872
0.027503690466941;-0.063856652270772
0.086240385362443;0.021223892360526
0.130603682697536;-0.071657779815186
0.103099992230595;-0.028043847162241
0.170305337580609;0.006546513217685
0.045761790070701;-0.025349643319582
-0.042187864190817;0.044024095028994
-0.087405795975449;0.014355683161628
-0.131380623106206;0.033231194859297
-0.111568642685107;0.056111821523071
-0.059979799549374;0.009176377864099
-0.044596379457697;-0.014572827948947
-0.032243026959831;-0.011379995335409
-0.023152824178385;0.036279264281292
-0.005593970942429;-0.037348903418824
-0.012897210783935;0.0287757055195
-0.009245590863179;0.005983545250561
-0.004040090125089;-0.015980247866755
0.004350866288556;-0.037099589033383
0.011576412089194;-0.00299177262528
-0.024240540750525;0.032949710875735
-0.015228032009947;-0.020588542797628
-0.005671664983295;0.05188956176965
-0.04793722321498;0.00402119976516
-0.023852070546188;0.032225894918009
-0.012586434620465;0.055203030376143
-0.035350788594516;-0.024135240990501
0.005283194778961;0.07652343153103
-0.022453577810581;-0.020081871627218
-0.029756817652087;0.015948078268632
-0.007147851759771;-0.007117523584337
0.004040090125089;-0.037541921007552
0.006837075596301;0.027513048793237
-0.007147851759771;-0.003450189398509
0.010411001476188;-0.050980770622723
0.047315670888043;0.034855759564425
0.037914691943129;0.023314916238408
0.049258021909719;-0.064379408240242
0.080257944215678;-0.106143589001214
0.027503690466941;0.095406985628231
0.07015771890296;-0.043766738244023
0.092455908631809;0.029949895850925
0.069458472535157;0.049050594735445
0.02835832491648;-0.03477533556912
-0.011187941884857;0.011733860914742
-0.070080024862094;-0.011339783337757
-0.030689146142492;0.032129386123645
-0.011032553803122;0.007495516362263
-0.010177919353587;0.010382737793647
0.019423510216768;0.003804054977844
-0.057571284282496;0.036753765853579
-0.013518763110869;0.016181307855012
-0.016238054541218;0.026950080826116
-0.083987258177297;0.013639909603428
0.022375883769715;0.011814284910047
-0.023929764587057;0.024842972149169
-0.005127806697226;0.05710907906483
0.014761867764742;-0.018055186945576
0.006293217310232;-0.012353125678578
-0.033330743531971;0.013865096790279
-0.018102711522025;0.004439404540739
-0.010799471680524;0.040413057639878
-0.002330821226012;0.027810617575858
-0.014373397560406;0.076249989947002
-0.041100147618679;0.052725971320802
-0.019734286380233;-0.064701104221456
-0.064874524124001;0.028317288746271
0.024240540750525;-0.000731858357259
-0.01243104653873;-0.044241239816313
-0.016937300909021;0.034968353157847
0.007458627923238;-0.002034727081171
-0.014917255846477;0.076105226755454
-0.017558853235956;-0.009441777048599
-0.015461114132545;-0.008790342686643
-0.0127418227022;0.080914581674587
0.015461114132545;-0.003176747814476
-0.003573925879884;-0.040573905630485
0.031310698469427;-0.071891009401566
0.011576412089194;-0.07826058982958
0.072333152047237;-0.080118384121087
0.10721777639655;-0.050522353849495
0.082433377359957;-0.029193910295076
0.07279931629244;0.015369025502449
-0.001398492735607;0.037694726598627
0.042809416517754;-0.036013865096789
0.008779426617979;-0.005267771692364
0.056716649832957;0.016486919037166
0.035583870717117;0.010061041812435
-0.034107683940644;0.021344528353478
-0.024162846709656;-0.025800017693278
-0.056095097506022;0.019422394865732
-0.041177841659546;0.051286381804876
0.019734286380235;-0.004149878157647
-0.030844534224224;0.003586910190523
-0.057882060445966;0.123844910367457
-0.015849584336881;-0.045125903764646
-0.014062621396938;0.156883087638027
-0.020977391034108;-0.069100296764543
-0.025172869240929;0.008669706693691
0.003573925879884;0.045117861365117
-0.041954782068215;-0.006441962023789
0.016626524745554;-0.049710071496933
0.022686659933182;0.073314514118433
0.022997436096652;-0.012320956080457
0.007924792168441;0.002163405473658
0.008080180250173;-0.027159183213905
0.085851915158109;-0.03181573254196
0.143811669644938;-0.055323666369098
