# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHEM
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LHEM;MSONDQ;GDP252
0.010109025250296;0.017693278966713;0.003797130397809
0.001250976692968;0.003828182176433;0.002561085346439
0.000635609517139;-0.005669891668878;0.000326315893562
0.003473585768824;-0.009264844258932;0.002076555686302
0.010299303258612;0.009618709838267;0.002867624519178
-0.000457476913609;-0.010093211410556;-0.000969059320274
-0.002234754480642;-0.004511786136512;0.000266985731096
-0.001234782819921;0.002050811880233;-1.97767208219082e-05
-0.00161129036829;-0.001359165520625;0.003520256306302
0.000748966628477;0.020990662774145;0.001156938168082
0.003639572967568;-0.002074939078824;0.004815631520138
0.005016052176659;0.010294271398815;0.002610527148494
0.002392644742862;-0.001704988700429;0.002996173204521
0.003696251523236;-0.003997072566569;0.002037002244658
0.001072844089438;0.015763103079434;0.003589474829179
0.002182124393236;0.006988845191852;0.001710686351096
0.005906715194306;0.009345268254236;0.00247209010274
0.004376394191259;0.005179305297529;0.003530144666713
0.00318614452222;0.005887036456197;0.002234769452877
0.00431971563559;0.017033802205226;0.005270496099042
0.009570578971446;0.022116598708389;0.004795854799316
0.000951390041577;-0.009892151422298;0.005102393972055
0.002797491569064;0.013229747227384;0.000781180472466
0.005797406551232;0.008404307509188;0.006209890338083
0.008619188929868;0.008943148277721;0.003184052052329
0.005732631059039;0.009409607450479;0.004993622007535
0.005558546923772;0.029403012682863;0.008316111105618
0.004206358524252;0.020443779606085;0.004479427266165
0.005109166946686;0.017862169356849;0.000850398995343
0.005999829964333;0.001865836691034;0.003540033027124
0.006906686855029;-0.019012232489686;0.001295375213836
-0.001028310938557;-0.053007455304365;0.00184912339685
0.005214427121498;0.020282931615478;0.004232218255891
0.008651576675966;0.015570085490706;0.001631579467808
0.006105090139145;0.000812282352564;0.001938118640548
-0.001380527677352;0.135956764060125;0.007712921120549
0.010291206322088;-0.106875447358475;0.005102393972055
0.001829907654439;0.035965610699609;0.006328550663015
0.004833871104867;0.017315286188788;0.001522807503288
0.008109081928851;0.044329706211144;0.003866348920686
0.005327784232836;0.007801127544413;0.002205104371644
0.006655681822782;-0.003498443795691;0.001611802746987
0.005129409287996;-0.054961758390233;0.002768740915069
0.00248980798115;-0.010599882580966;0.002135885848767
-0.001757035225722;-0.064580468228502;0.001661244549041
-0.00023885962746;0.014942778327343;0.003134610250274
0.000327925929225;-0.002670076644068;-0.00102838948274
0.000902808422433;0.034759250770061;0.006941629008494
0.002959430299547;0.004165962956706;0.003391707620959
0.006679972632355;-0.010889408964058;0.002956619762877
0.008716352168158;0.010101253810088;0.006249443779727
0.011959175246045;0.018594027714107;0.00504306380959
0.008036209500136;0.017065971803349;0.007287721622878
0.006987656220269;0.042841862298034;0.006031899850686
0.006700214973665;0.015377067901981;0.009295058786303
0.010198091552062;0.041345975985394;0.007366828506165
0.011606958507248;0.028542475933119;-0.000217543929041
0.006473500750991;0.02332295863794;0.001483254061644
0.010999688267944;0.044900716577798;-0.00123604505137
0.005748824932087;0.01314932323208;-0.003579586468768
0.001510078661739;-0.041788307959563;0.00165135618863
0.002979672640856;0.038909128927708;0.00184912339685
-0.005959345281713;-0.140733949381137;-0.005992346409042
-0.014959090228211;-0.056337008709919;0.00350047958548
-0.000303635119652;-0.029419097481926;0.006733973439864
0.009764905448024;0.015964163067694;0.005962681327809
0.004388539596043;-0.02261522747927;0.00442998546411
0.01443683782241;0.019591285255869;0.008563320115892
0.010995639799681;0.022969093058605;0.003905902362329
0.006947171537649;0.044619232594236;0.004627752672329
0.004947228216204;-0.003763842980192;0.005883574444521
0.009582724376232;-0.000772070354911;0.005369379703151
0.015813317031501;0.038048592177962;0.002481978463151
0.009080714311741;0.011026129756074;0.004390432022466
0.014942896355164;0.020588542797628;0.006991070810549
0.011092803037971;0.020049702029097;0.00267974567137
0.015578505872303;0.047932701200731;0.010135569421234
0.006821669021526;0.033938926017968;0.002116109127945
0.012177792532196;0.030335931028381;0.003955344164384
0.01035598181428;0.074167008468647;0.00257097370685
0.001441254701284;-0.066985145688067;-0.000187878847808
0.008133372738425;-0.0016969463009;0.004884850043014
0.007242709720777;0.004865651715847;0.001433812259589
0.002736764545134;0.002396635060036;-0.000791068832877
-0.011040172950564;-0.095784978406157;-0.011134293822741
-0.000659900326711;0.015618339887891;0.005310049540686
0.007283194403398;-0.000522755969472;0.006565871312878
0.008991648009975;0.0104229497913;0.002135885848767
0.00682166902153;-0.013245832026443;0.000118660324932
-0.003870335658508;-0.026885741629872;0.001987560442603
-0.004922937406628;-0.063856652270772;-0.00380701875822
-0.004469508961288;0.021223892360526;0.00329282401685
0.000441283040561;-0.071657779815186;0.001779904873973
