# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMNV
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
PMNV;MSONDQ;GDP252
0.310697674418607;0.017693278966713;0.003797130397809
-0.349767441860467;0.003828182176433;0.002561085346439
-0.219534883720928;-0.005669891668878;0.000326315893562
0.223255813953489;-0.009264844258932;0.002076555686302
-0.22046511627907;0.009618709838267;0.002867624519178
-0.093953488372094;-0.010093211410556;-0.000969059320274
-0.010232558139536;-0.004511786136512;0.000266985731096
-0.043720930232556;0.002050811880233;-1.97767208219082e-05
0.105116279069766;-0.001359165520625;0.003520256306302
0.267906976744186;0.020990662774145;0.001156938168082
0.105116279069768;-0.002074939078824;0.004815631520138
0.071627906976745;0.010294271398815;0.002610527148494
-0.231627906976745;-0.001704988700429;0.002996173204521
-0.173953488372095;-0.003997072566569;0.002037002244658
0.151627906976746;0.015763103079434;0.003589474829179
-0.049302325581396;0.006988845191852;0.001710686351096
0.142325581395349;0.009345268254236;0.00247209010274
-0.072558139534884;0.005179305297529;0.003530144666713
-0.146046511627906;0.005887036456197;0.002234769452877
0.126511627906976;0.017033802205226;0.005270496099042
0.083720930232558;0.022116598708389;0.004795854799316
0.103255813953488;-0.009892151422298;0.005102393972055
0.107906976744187;0.013229747227384;0.000781180472466
0.026046511627906;0.008404307509188;0.006209890338083
-0.038139534883722;0.008943148277721;0.003184052052329
-0.107906976744184;0.009409607450479;0.004993622007535
-0.22418604651163;0.029403012682863;0.008316111105618
0.075348837209302;0.020443779606085;0.004479427266165
0.087441860465118;0.017862169356849;0.000850398995343
0.089302325581395;0.001865836691034;0.003540033027124
-0.020465116279072;-0.019012232489686;0.001295375213836
-0.264186046511626;-0.053007455304365;0.00184912339685
-0.189767441860465;0.020282931615478;0.004232218255891
0.073488372093023;0.015570085490706;0.001631579467808
0.182325581395348;0.000812282352564;0.001938118640548
0.120930232558142;0.135956764060125;0.007712921120549
0.043720930232556;-0.106875447358475;0.005102393972055
-0.106976744186046;0.035965610699609;0.006328550663015
-0.170232558139535;0.017315286188788;0.001522807503288
0.037209302325581;0.044329706211144;0.003866348920686
0.089302325581395;0.007801127544413;0.002205104371644
0.017674418604653;-0.003498443795691;0.001611802746987
0.108837209302326;-0.054961758390233;0.002768740915069
-0.103255813953488;-0.010599882580966;0.002135885848767
-0.187906976744188;-0.064580468228502;0.001661244549041
0.059534883720932;0.014942778327343;0.003134610250274
0.0;-0.002670076644068;-0.00102838948274
0.094883720930233;0.034759250770061;0.006941629008494
0.213953488372091;0.004165962956706;0.003391707620959
-0.182325581395348;-0.010889408964058;0.002956619762877
-0.210232558139534;0.010101253810088;0.006249443779727
0.225116279069766;0.018594027714107;0.00504306380959
0.031627906976746;0.017065971803349;0.007287721622878
0.037209302325581;0.042841862298034;0.006031899850686
0.278139534883722;0.015377067901981;0.009295058786303
-0.022325581395349;0.041345975985394;0.007366828506165
-0.052093023255815;0.028542475933119;-0.000217543929041
0.069767441860465;0.02332295863794;0.001483254061644
0.053023255813954;0.044900716577798;-0.00123604505137
-0.132093023255813;0.01314932323208;-0.003579586468768
-0.020465116279072;-0.041788307959563;0.00165135618863
-0.103255813953488;0.038909128927708;0.00184912339685
-0.287441860465117;-0.140733949381137;-0.005992346409042
-0.349767441860464;-0.056337008709919;0.00350047958548
-0.106976744186046;-0.029419097481926;0.006733973439864
0.002790697674419;0.015964163067694;0.005962681327809
0.316279069767441;-0.02261522747927;0.00442998546411
0.17953488372093;0.019591285255869;0.008563320115892
0.143255813953491;0.022969093058605;0.003905902362329
-0.029767441860466;0.044619232594236;0.004627752672329
-0.066976744186047;-0.003763842980192;0.005883574444521
0.119069767441861;-0.000772070354911;0.005369379703151
0.020465116279069;0.038048592177962;0.002481978463151
-0.124651162790699;0.011026129756074;0.004390432022466
-0.018604651162789;0.020588542797628;0.006991070810549
0.066976744186047;0.020049702029097;0.00267974567137
0.084651162790697;0.047932701200731;0.010135569421234
0.060465116279071;0.033938926017968;0.002116109127945
-0.008372093023256;0.030335931028381;0.003955344164384
-0.08279069767442;0.074167008468647;0.00257097370685
0.00186046511628;-0.066985145688067;-0.000187878847808
-0.004651162790699;-0.0016969463009;0.004884850043014
-0.22046511627907;0.004865651715847;0.001433812259589
0.00186046511628;0.002396635060036;-0.000791068832877
-0.168372093023258;-0.095784978406157;-0.011134293822741
-0.032558139534882;0.015618339887891;0.005310049540686
0.233488372093022;-0.000522755969472;0.006565871312878
-0.056744186046511;0.0104229497913;0.002135885848767
0.103255813953489;-0.013245832026443;0.000118660324932
-0.08279069767442;-0.026885741629872;0.001987560442603
-0.048372093023255;-0.063856652270772;-0.00380701875822
-0.248372093023256;0.021223892360526;0.00329282401685
-0.111627906976744;-0.071657779815186;0.001779904873973
0.046511627906978;-0.028043847162241;0.003896014001918
0.056744186046511;0.006546513217685;0.009245616984248
0.184186046511628;-0.025349643319582;0.005082617251234
0.156279069767442;0.044024095028994;0.010412443512741
0.105116279069768;0.014355683161628;0.009482937634111
0.167441860465116;0.033231194859297;0.008573208476303
-0.080000000000001;0.056111821523071;0.004756301357672
0.058604651162791;0.009176377864099;0.007979906851645
-0.099534883720931;-0.014572827948947;0.004360766941234
