# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; CES275R
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
CES275R;MSONDQ;GDP252
0.024489089140142;0.017693278966713;0.003797130397809
-0.006826155766868;0.003828182176433;0.002561085346439
-0.003973189720806;-0.005669891668878;0.000326315893562
0.039423911233803;-0.009264844258932;0.002076555686302
-0.001990158725581;0.009618709838267;0.002867624519178
0.000934983131874;-0.010093211410556;-0.000969059320274
0.005258299388432;-0.004511786136512;0.000266985731096
-0.000337461061724;0.002050811880233;-1.97767208219082e-05
0.025788089896475;-0.001359165520625;0.003520256306302
0.012595788473635;0.020990662774145;0.001156938168082
0.014784516302104;-0.002074939078824;0.004815631520138
0.008191609447377;0.010294271398815;0.002610527148494
0.003857925152883;-0.001704988700429;0.002996173204521
0.011647260879601;-0.003997072566569;0.002037002244658
0.005241002959977;0.015763103079434;0.003589474829179
0.010906284511672;0.006988845191852;0.001710686351096
0.013710711009893;0.009345268254236;0.00247209010274
0.00959299990206;0.005179305297529;0.003530144666713
0.009129579127836;0.005887036456197;0.002234769452877
-0.00138991155552;0.017033802205226;0.005270496099042
0.014586179072275;0.022116598708389;0.004795854799316
0.012296673418094;-0.009892151422298;0.005102393972055
-0.004314505080525;0.013229747227384;0.000781180472466
0.022656034463805;0.008404307509188;0.006209890338083
0.013746411770406;0.008943148277721;0.003184052052329
0.005529871829242;0.009409607450479;0.004993622007535
0.014836698386279;0.029403012682863;0.008316111105618
0.007273036657636;0.020443779606085;0.004479427266165
0.006568754200369;0.017862169356849;0.000850398995343
0.014851230083465;0.001865836691034;0.003540033027124
0.001366449788228;-0.019012232489686;0.001295375213836
0.014416377607324;-0.053007455304365;0.00184912339685
0.009673499482875;0.020282931615478;0.004232218255891
0.018033642191559;0.015570085490706;0.001631579467808
0.008706586485148;0.000812282352564;0.001938118640548
0.026423125122647;0.135956764060125;0.007712921120549
0.01440776399661;-0.106875447358475;0.005102393972055
0.003642979424114;0.035965610699609;0.006328550663015
0.018353175680585;0.017315286188788;0.001522807503288
0.018434233058032;0.044329706211144;0.003866348920686
0.01322145176959;0.007801127544413;0.002205104371644
0.018051649026972;-0.003498443795691;0.001611802746987
0.012168098035574;-0.054961758390233;0.002768740915069
0.007086940787091;-0.010599882580966;0.002135885848767
0.015011450814125;-0.064580468228502;0.001661244549041
