# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; MSONDQ
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
MSONDQ;MSONDQ
0.017693278966713;0.017693278966713
0.003828182176433;0.003828182176433
-0.005669891668878;-0.005669891668878
-0.009264844258932;-0.009264844258932
0.009618709838267;0.009618709838267
-0.010093211410556;-0.010093211410556
-0.004511786136512;-0.004511786136512
0.002050811880233;0.002050811880233
-0.001359165520625;-0.001359165520625
0.020990662774145;0.020990662774145
-0.002074939078824;-0.002074939078824
0.010294271398815;0.010294271398815
-0.001704988700429;-0.001704988700429
-0.003997072566569;-0.003997072566569
0.015763103079434;0.015763103079434
0.006988845191852;0.006988845191852
0.009345268254236;0.009345268254236
0.005179305297529;0.005179305297529
0.005887036456197;0.005887036456197
0.017033802205226;0.017033802205226
0.022116598708389;0.022116598708389
-0.009892151422298;-0.009892151422298
0.013229747227384;0.013229747227384
0.008404307509188;0.008404307509188
0.008943148277721;0.008943148277721
0.009409607450479;0.009409607450479
0.029403012682863;0.029403012682863
0.020443779606085;0.020443779606085
0.017862169356849;0.017862169356849
0.001865836691034;0.001865836691034
-0.019012232489686;-0.019012232489686
-0.053007455304365;-0.053007455304365
0.020282931615478;0.020282931615478
0.015570085490706;0.015570085490706
0.000812282352564;0.000812282352564
0.135956764060125;0.135956764060125
-0.106875447358475;-0.106875447358475
0.035965610699609;0.035965610699609
0.017315286188788;0.017315286188788
0.044329706211144;0.044329706211144
0.007801127544413;0.007801127544413
-0.003498443795691;-0.003498443795691
-0.054961758390233;-0.054961758390233
-0.010599882580966;-0.010599882580966
-0.064580468228502;-0.064580468228502
0.014942778327343;0.014942778327343
-0.002670076644068;-0.002670076644068
0.034759250770061;0.034759250770061
0.004165962956706;0.004165962956706
-0.010889408964058;-0.010889408964058
0.010101253810088;0.010101253810088
0.018594027714107;0.018594027714107
0.017065971803349;0.017065971803349
0.042841862298034;0.042841862298034
0.015377067901981;0.015377067901981
0.041345975985394;0.041345975985394
0.028542475933119;0.028542475933119
0.02332295863794;0.02332295863794
0.044900716577798;0.044900716577798
0.01314932323208;0.01314932323208
-0.041788307959563;-0.041788307959563
0.038909128927708;0.038909128927708
-0.140733949381137;-0.140733949381137
-0.056337008709919;-0.056337008709919
-0.029419097481926;-0.029419097481926
0.015964163067694;0.015964163067694
-0.02261522747927;-0.02261522747927
