# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBMNU
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LBMNU;MSONDQ;GDP252
0.018435395960244;0.017693278966713;0.003797130397809
-0.002885540237256;0.003828182176433;0.002561085346439
0.000144277011863;-0.005669891668878;0.000326315893562
0.006043603719141;-0.009264844258932;0.002076555686302
0.001747354921449;0.009618709838267;0.002867624519178
-0.005594741904457;-0.010093211410556;-0.000969059320274
-0.009121513305547;-0.004511786136512;0.000266985731096
-0.005450464892594;0.002050811880233;-1.97767208219082e-05
-0.002260339852517;-0.001359165520625;0.003520256306302
0.005674895799936;0.020990662774145;0.001156938168082
0.012327669124719;-0.002074939078824;0.004815631520138
0.003606925296569;0.010294271398815;0.002610527148494
0.011766591856364;-0.001704988700429;0.002996173204521
-0.002084001282462;-0.003997072566569;0.002037002244658
-0.006348188521962;0.015763103079434;0.003589474829179
0.006027572940045;0.006988845191852;0.001710686351096
0.006300096184675;0.009345268254236;0.00247209010274
0.002709201667201;0.005179305297529;0.003530144666713
0.007806989419686;0.005887036456197;0.002234769452877
0.018804103879449;0.017033802205226;0.005270496099042
0.004488618146842;0.022116598708389;0.004795854799316
0.006636742545688;-0.009892151422298;0.005102393972055
0.01011542160949;0.013229747227384;0.000781180472466
0.016447579352357;0.008404307509188;0.006209890338083
0.010596344982366;0.008943148277721;0.003184052052329
0.002548893876242;0.009409607450479;0.004993622007535
0.010243667842257;0.029403012682863;0.008316111105618
0.01577428663033;0.020443779606085;0.004479427266165
0.010868868226996;0.017862169356849;0.000850398995343
0.005242064764348;0.001865836691034;0.003540033027124
-0.003029817249118;-0.019012232489686;0.001295375213836
-0.001250400769477;-0.053007455304365;0.00184912339685
-0.00686117345303;0.020282931615478;0.004232218255891
0.003655017633857;0.015570085490706;0.001631579467808
0.005081756973389;0.000812282352564;0.001938118640548
0.001987816607887;0.135956764060125;0.007712921120549
0.010788714331517;-0.106875447358475;0.005102393972055
0.007935235652453;0.035965610699609;0.006328550663015
0.00705354280218;0.017315286188788;0.001522807503288
0.010772683552421;0.044329706211144;0.003866348920686
0.010740621994229;0.007801127544413;0.002205104371644
0.005610772683552;-0.003498443795691;0.001611802746987
-0.003574863738378;-0.054961758390233;0.002768740915069
-0.004616864379609;-0.010599882580966;0.002135885848767
-0.015405578711125;-0.064580468228502;0.001661244549041
-0.005851234369991;0.014942778327343;0.003134610250274
-0.008768836165438;-0.002670076644068;-0.00102838948274
0.005370310997115;0.034759250770061;0.006941629008494
0.003687079192049;0.004165962956706;0.003391707620959
1.60307790959546e-05;-0.010889408964058;0.002956619762877
0.012279576787432;0.010101253810088;0.006249443779727
0.014139147162552;0.018594027714107;0.00504306380959
0.008416159025329;0.017065971803349;0.007287721622878
0.006652773324784;0.042841862298034;0.006031899850686
0.012423853799295;0.015377067901981;0.009295058786303
0.018146841936518;0.041345975985394;0.007366828506165
0.012760500160308;0.028542475933119;-0.000217543929041
0.008319974350754;0.02332295863794;0.001483254061644
0.006171849951908;0.044900716577798;-0.00123604505137
-0.005322218659827;0.01314932323208;-0.003579586468768
0.00325424815646;-0.041788307959563;0.00165135618863
-0.004328310355883;0.038909128927708;0.00184912339685
-0.02050336646361;-0.140733949381137;-0.005992346409042
-0.038281500480923;-0.056337008709919;0.00350047958548
-0.010900929785188;-0.029419097481926;0.006733973439864
0.010708560436037;0.015964163067694;0.005962681327809
0.020278935556268;-0.02261522747927;0.00442998546411
