# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP276A
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
GDP276A;MSONDQ;GDP252;GDP274_3
0.000314374787142;0.017693278966713;0.003797130397809;-0.000904498838067
0.000925659095474;0.003828182176433;0.002561085346439;0.000250476601311
0.00116144018583;-0.005669891668878;0.000326315893562;0.00026439196805
0.000681145372141;-0.009264844258932;0.002076555686302;0.002003812810487
0.000925659095474;0.009618709838267;0.002867624519178;0.001516774974604
0.001012985425236;-0.010093211410556;-0.000969059320274;0.001154975439378
0.000864530664641;-0.004511786136512;0.000266985731096;0.000918414204806
0.000261978989285;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.000532690611546;-0.001359165520625;0.003520256306302;0.00054269930284
0.000646214840236;0.020990662774145;0.001156938168082;0.000445291735664
0.000506492712618;-0.002074939078824;0.004815631520138;0.000654022236756
0.000899461196545;0.010294271398815;0.002610527148494;0.001182806172857
0.00063748220726;-0.001704988700429;0.002996173204521;0.000640106870017
0.000480294813689;-0.003997072566569;0.002037002244658;0.000918414204806
0.000401701116904;0.015763103079434;0.003589474829179;0.000180899767613
0.00063748220726;0.006988845191852;0.001710686351096;0.000333968801748
0.000375503217975;0.009345268254236;0.00247209010274;0.0021847125781
0.000506492712618;0.005179305297529;0.003530144666713;0.001683759375478
0.000716075904046;0.005887036456197;0.002234769452877;0.002769157981159
0.000724808537022;0.017033802205226;0.005270496099042;0.00356233388531
0.000742273802974;0.022116598708389;0.004795854799316;0.000250476601311
0.000812134866784;-0.009892151422298;0.005102393972055;0.000500953202622
0.000724808537022;0.013229747227384;0.000781180472466;0.000306138068269
0.000585086409403;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000654947473213;0.008943148277721;0.003184052052329;-0.001154975439378
0.000681145372141;0.009409607450479;0.004993622007535;-0.002087305010924
0.000890728563569;0.029403012682863;0.008316111105618;-0.003464926318133
0.000951856994402;0.020443779606085;0.004479427266165;0.00055661466958
0.001327360212378;0.017862169356849;0.000850398995343;0.00054269930284
0.001336092845354;0.001865836691034;0.003540033027124;0.002769157981159
0.001502012871901;-0.019012232489686;0.001295375213836;0.002685665780722
0.000847065398688;-0.053007455304365;0.00184912339685;0.001989897443747
0.001012985425236;0.020282931615478;0.004232218255891;0.004202440755326
0.001205103350711;0.015570085490706;0.001631579467808;0.002379527712453
