# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYGT1
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FYGT1;MSONDQ;GDP252
0.026968247063941;0.017693278966713;0.003797130397809
0.044802087864288;0.003828182176433;0.002561085346439
0.020443671161375;-0.005669891668878;0.000326315893562
-0.022618529795563;-0.009264844258932;0.002076555686302
-0.045672031317964;0.009618709838267;0.002867624519178
-0.051979121357112;-0.010093211410556;-0.000969059320274
-0.005219660722053;-0.004511786136512;0.000266985731096
-0.00782949108308;0.002050811880233;-1.97767208219082e-05
0.004132231404959;-0.001359165520625;0.003520256306302
0.005002174858634;0.020990662774145;0.001156938168082
0.005654632448891;-0.002074939078824;0.004815631520138
0.006959547629404;0.010294271398815;0.002610527148494
-0.012396694214876;-0.001704988700429;0.002996173204521
0.010874293170944;-0.003997072566569;0.002037002244658
-0.012179208351457;0.015763103079434;0.003589474829179
0.00195737277077;0.006988845191852;0.001710686351096
0.00761200521966;0.009345268254236;0.00247209010274
0.025010874293171;0.005179305297529;0.003530144666713
0.013266637668551;0.005887036456197;0.002234769452877
0.006307090039148;0.017033802205226;0.005270496099042
0.002174858634189;0.022116598708389;0.004795854799316
-0.006089604175728;-0.009892151422298;0.005102393972055
0.010656807307525;0.013229747227384;0.000781180472466
0.005219660722053;0.008404307509188;0.006209890338083
0.000652457590257;0.008943148277721;0.003184052052329
0.004132231404959;0.009409607450479;0.004993622007535
0.024793388429752;0.029403012682863;0.008316111105618
0.030448020878643;0.020443779606085;0.004479427266165
0.000217485863419;0.017862169356849;0.000850398995343
0.037625054371466;0.001865836691034;0.003540033027124
-0.004567203131796;-0.019012232489686;0.001295375213836
-0.054588951718139;-0.053007455304365;0.00184912339685
-0.02327098738582;0.020282931615478;0.004232218255891
0.057416267942584;0.015570085490706;0.001631579467808
0.028490648107873;0.000812282352564;0.001938118640548
-0.00587211831231;0.135956764060125;0.007712921120549
0.030665506742062;-0.106875447358475;0.005102393972055
-0.028273162244454;0.035965610699609;0.006328550663015
0.02131361461505;0.017315286188788;0.001522807503288
0.034362766420182;0.044329706211144;0.003866348920686
0.013701609395389;0.007801127544413;0.002205104371644
0.070465419747716;-0.003498443795691;0.001611802746987
0.016093953892997;-0.054961758390233;0.002768740915069
-0.022618529795564;-0.010599882580966;0.002135885848767
-0.006524575902566;-0.064580468228502;0.001661244549041
-0.033710308829926;0.014942778327343;0.003134610250274
-0.084167029143106;-0.002670076644068;-0.00102838948274
-0.104175728577643;0.034759250770061;0.006941629008494
0.061548499347542;0.004165962956706;0.003391707620959
0.049369290996086;-0.010889408964058;0.002956619762877
-0.066768160069595;0.010101253810088;0.006249443779727
-0.020878642888212;0.018594027714107;0.00504306380959
0.028490648107873;0.017065971803349;0.007287721622878
0.020226185297956;0.042841862298034;0.006031899850686
0.018486298390605;0.015377067901981;0.009295058786303
0.056981296215746;0.041345975985394;0.007366828506165
0.046107003044802;0.028542475933119;-0.000217543929041
0.097216180948238;0.02332295863794;0.001483254061644
-0.071335363201392;0.044900716577798;-0.00123604505137
-0.00391474554154;0.01314932323208;-0.003579586468768
0.08721183123097;-0.041788307959563;0.00165135618863
0.020878642888212;0.038909128927708;0.00184912339685
-0.08721183123097;-0.140733949381137;-0.005992346409042
-0.089169204001739;-0.056337008709919;0.00350047958548
0.014354066985646;-0.029419097481926;0.006733973439864
0.064810787298825;0.015964163067694;0.005962681327809
-0.054806437581557;-0.02261522747927;0.00442998546411
-0.045889517181383;0.019591285255869;0.008563320115892
0.019791213571118;0.022969093058605;0.003905902362329
-0.01739886907351;0.044619232594236;0.004627752672329
-0.051326663766855;-0.003763842980192;0.005883574444521
0.012614180078295;-0.000772070354911;0.005369379703151
0.017833840800348;0.038048592177962;0.002481978463151
0.038277511961723;0.011026129756074;0.004390432022466
0.044367116137451;0.020588542797628;0.006991070810549
0.022836015658982;0.020049702029097;0.00267974567137
0.0311004784689;0.047932701200731;0.010135569421234
0.043062200956938;0.033938926017968;0.002116109127945
0.089386689865159;0.030335931028381;0.003955344164384
