# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; CES151
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
CES151;MSONDQ
0.142857142857155;0.017693278966713
-0.103896103896116;0.003828182176433
-0.090909090909076;-0.005669891668878
0.012987012986998;-0.009264844258932
-0.025974025973999;0.009618709838267
-0.129870129870154;-0.010093211410556
-0.207792207792193;-0.004511786136512
0.168831168831154;0.002050811880233
0.038961038961039;-0.001359165520625
0.064935064935077;0.020990662774145
0.181818181818191;-0.002074939078824
-0.090909090909115;0.010294271398815
0.142857142857155;-0.001704988700429
0.0;-0.003997072566569
-0.090909090909076;0.015763103079434
0.051948051948037;0.006988845191852
0.077922077922078;0.009345268254236
0.0;0.005179305297529
-0.012987012987001;0.005887036456197
-0.064935064935077;0.017033802205226
0.142857142857155;0.022116598708389
0.0;-0.009892151422298
0.064935064935038;0.013229747227384
0.090909090909115;0.008404307509188
-0.025974025974038;0.008943148277721
-0.025974025974041;0.009409607450479
0.038961038961039;0.029403012682863
0.155844155844153;0.020443779606085
-0.064935064935038;0.017862169356849
-0.064935064935077;0.001865836691034
-0.038961038961036;-0.019012232489686
-0.142857142857155;-0.053007455304365
-0.116883116883114;0.020282931615478
0.077922077922075;0.015570085490706
0.025974025974038;0.000812282352564
-0.038961038961036;0.135956764060125
0.051948051948037;-0.106875447358475
0.025974025974038;0.035965610699609
-0.025974025974038;0.017315286188788
0.0;0.044329706211144
0.051948051948076;0.007801127544413
-0.077922077922075;-0.003498443795691
-0.025974025974038;-0.054961758390233
-0.090909090909079;-0.010599882580966
-0.129870129870154;-0.064580468228502
-0.064935064935038;0.014942778327343
-0.077922077922075;-0.002670076644068
0.103896103896077;0.034759250770061
0.025974025974038;0.004165962956706
-0.038961038961039;-0.010889408964058
0.090909090909076;0.010101253810088
0.038961038961039;0.018594027714107
0.025974025974038;0.017065971803349
0.025974025974038;0.042841862298034
-0.012987012987037;0.015377067901981
0.025974025974038;0.041345975985394
0.038961038961039;0.028542475933119
-0.025974025974038;0.02332295863794
0.012987012987037;0.044900716577798
-0.064935064935077;0.01314932323208
-0.155844155844153;-0.041788307959563
0.051948051948037;0.038909128927708
-0.142857142857113;-0.140733949381137
-0.246753246753271;-0.056337008709919
0.051948051948079;-0.029419097481926
0.20779220779219;0.015964163067694
0.116883116883117;-0.02261522747927
0.116883116883114;0.019591285255869
-0.077922077922075;0.022969093058605
0.051948051948037;0.044619232594236
-0.051948051948037;-0.003763842980192
-0.038961038961039;-0.000772070354911
0.168831168831154;0.038048592177962
-0.064935064935038;0.011026129756074
0.038961038961036;0.020588542797628
-0.246753246753268;0.020049702029097
0.27272727272727;0.047932701200731
0.025974025974038;0.033938926017968
0.012987012986998;0.030335931028381
-0.051948051948037;0.074167008468647
-0.168831168831154;-0.066985145688067
0.090909090909076;-0.0016969463009
0.012987012987001;0.004865651715847
-0.077922077922078;0.002396635060036
-0.155844155844153;-0.095784978406157
-0.012987012986998;0.015618339887891
0.20779220779219;-0.000522755969472
0.0;0.0104229497913
0.0;-0.013245832026443
-0.051948051948037;-0.026885741629872
-0.077922077922078;-0.063856652270772
-0.298701298701308;0.021223892360526
0.168831168831193;-0.071657779815186
-0.025974025974038;-0.028043847162241
-0.077922077922078;0.006546513217685
0.155844155844156;-0.025349643319582
0.155844155844153;0.044024095028994
0.142857142857152;0.014355683161628
0.038961038961039;0.033231194859297
0.116883116883117;0.056111821523071
-0.01298701298704;0.009176377864099
-0.051948051948037;-0.014572827948947
-0.025974025974041;-0.011379995335409
-0.064935064935038;0.036279264281292
0.064935064935038;-0.037348903418824
0.01298701298704;0.0287757055195
0.025974025973999;0.005983545250561
-0.038961038961039;-0.015980247866755
-0.025974025973999;-0.037099589033383
0.025974025973999;-0.00299177262528
-0.038961038961036;0.032949710875735
0.181818181818191;-0.020588542797628
-0.064935064935077;0.05188956176965
-0.025974025973999;0.00402119976516
0.077922077922075;0.032225894918009
-0.038961038961036;0.055203030376143
0.025974025973999;-0.024135240990501
-0.025974025973999;0.07652343153103
0.025974025973999;-0.020081871627218
0.0;0.015948078268632
-0.038961038961039;-0.007117523584337
0.01298701298704;-0.037541921007552
-0.038961038961039;0.027513048793237
-0.025974025974038;-0.003450189398509
-0.025974025974041;-0.050980770622723
-0.012987012986998;0.034855759564425
-0.05194805194804;0.023314916238408
-0.090909090909115;-0.064379408240242
0.064935064935077;-0.106143589001214
0.090909090909076;0.095406985628231
0.038961038961039;-0.043766738244023
0.01298701298704;0.029949895850925
0.064935064935038;0.049050594735445
-0.05194805194804;-0.03477533556912
0.0;0.011733860914742
0.05194805194804;-0.011339783337757
0.090909090909115;0.032129386123645
0.038961038961039;0.007495516362263
0.0;0.010382737793647
-0.025974025974038;0.003804054977844
0.181818181818191;0.036753765853579
-0.025974025974038;0.016181307855012
0.038961038961039;0.026950080826116
-0.064935064935077;0.013639909603428
-0.142857142857116;0.011814284910047
0.012987012987001;0.024842972149169
0.0;0.05710907906483
-0.168831168831154;-0.018055186945576
0.233766233766231;-0.012353125678578
0.038961038961036;0.013865096790279
0.025974025974002;0.004439404540739
-0.012987012987001;0.040413057639878
0.077922077922078;0.027810617575858
-0.038961038961039;0.076249989947002
0.012987012986998;0.052725971320802
-0.025974025973999;-0.064701104221456
-0.090909090909115;0.028317288746271
0.0;-0.000731858357259
0.038961038961039;-0.044241239816313
-0.090909090909076;0.034968353157847
0.025974025974038;-0.002034727081171
0.038961038961039;0.076105226755454
0.012987012986998;-0.009441777048599
0.025974025974038;-0.008790342686643
-0.064935064935077;0.080914581674587
-0.051948051948037;-0.003176747814476
-0.103896103896116;-0.040573905630485
-0.116883116883114;-0.071891009401566
-0.025974025974038;-0.07826058982958
-0.05194805194804;-0.080118384121087
-0.051948051948037;-0.050522353849495
0.038961038961039;-0.029193910295076
0.038961038961036;0.015369025502449
-0.038961038961036;0.037694726598627
-0.038961038961039;-0.036013865096789
-0.025974025974038;-0.005267771692364
-0.012987012987001;0.016486919037166
0.038961038961039;0.010061041812435
0.077922077922075;0.021344528353478
0.077922077922078;-0.025800017693278
-0.064935064935077;0.019422394865732
0.012987012987001;0.051286381804876
-0.05194805194804;-0.004149878157647
-0.025974025974038;0.003586910190523
0.051948051948076;0.123844910367457
0.0;-0.045125903764646
0.103896103896077;0.156883087638027
0.103896103896116;-0.069100296764543
0.0;0.008669706693691
-0.012987012987001;0.045117861365117
0.077922077922078;-0.006441962023789
-0.103896103896116;-0.049710071496933
0.064935064935077;0.073314514118433
0.0;-0.012320956080457
0.038961038961039;0.002163405473658
-0.051948051948076;-0.027159183213905
-0.090909090909079;-0.03181573254196
-0.064935064935077;-0.055323666369098
