# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; CES278.R
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
CES278.R;MSONDQ;GDP252
0.025325828339604;0.017693278966713;0.003797130397809
-0.014220290036919;0.003828182176433;0.002561085346439
-0.007485360082961;-0.005669891668878;0.000326315893562
0.049406462452151;-0.009264844258932;0.002076555686302
-0.008445497367872;0.009618709838267;0.002867624519178
0.001481954842263;-0.010093211410556;-0.000969059320274
-0.003296707499089;-0.004511786136512;0.000266985731096
-0.000214305658936;0.002050811880233;-1.97767208219082e-05
0.029986783182354;-0.001359165520625;0.003520256306302
0.011780824445826;0.020990662774145;0.001156938168082
0.020589865793567;-0.002074939078824;0.004815631520138
0.013257551682858;0.010294271398815;0.002610527148494
-0.001618258023619;-0.001704988700429;0.002996173204521
0.007359921647951;-0.003997072566569;0.002037002244658
0.006440030384459;0.015763103079434;0.003589474829179
0.013020365700981;0.006988845191852;0.001710686351096
0.016117918992614;0.009345268254236;0.00247209010274
0.008515837050329;0.005179305297529;0.003530144666713
0.011041248738716;0.005887036456197;0.002234769452877
-0.001059077715188;0.017033802205226;0.005270496099042
0.017223430506819;0.022116598708389;0.004795854799316
0.011530581496071;-0.009892151422298;0.005102393972055
-0.010904388037928;0.013229747227384;0.000781180472466
0.029925065090809;0.008404307509188;0.006209890338083
0.01037146896053;0.008943148277721;0.003184052052329
0.006903609184638;0.009409607450479;0.004993622007535
0.014555183711641;0.029403012682863;0.008316111105618
0.009471448791541;0.020443779606085;0.004479427266165
0.005630722759936;0.017862169356849;0.000850398995343
0.01222396912568;0.001865836691034;0.003540033027124
0.008655737264589;-0.019012232489686;0.001295375213836
0.011151326480425;-0.053007455304365;0.00184912339685
0.00895608056415;0.020282931615478;0.004232218255891
0.010427636636186;0.015570085490706;0.001631579467808
0.005552897174338;0.000812282352564;0.001938118640548
0.035247158848521;0.135956764060125;0.007712921120549
0.01251392948584;-0.106875447358475;0.005102393972055
0.002976750527572;0.035965610699609;0.006328550663015
0.020260991952319;0.017315286188788;0.001522807503288
0.011859679033388;0.044329706211144;0.003866348920686
0.00101361716619;0.007801127544413;0.002205104371644
0.017792441741551;-0.003498443795691;0.001611802746987
0.002896285328304;-0.054961758390233;0.002768740915069
-0.002762494425941;-0.010599882580966;0.002135885848767
0.006584802355101;-0.064580468228502;0.001661244549041
0.014381656814933;0.014942778327343;0.003134610250274
-0.022660716730983;-0.002670076644068;-0.00102838948274
0.052510823675747;0.034759250770061;0.006941629008494
0.008740330860992;0.004165962956706;0.003391707620959
0.007107860909453;-0.010889408964058;0.002956619762877
0.013636823217619;0.010101253810088;0.006249443779727
0.038355997435088;0.018594027714107;0.00504306380959
0.030299995545089;0.017065971803349;0.007287721622878
0.017242675252316;0.042841862298034;0.006031899850686
0.032609895680615;0.015377067901981;0.009295058786303
0.01660130694069;0.041345975985394;0.007366828506165
-0.010238236265948;0.028542475933119;-0.000217543929041
0.00119340204667;0.02332295863794;0.001483254061644
-0.010380412673812;0.044900716577798;-0.00123604505137
-0.041230633801307;0.01314932323208;-0.003579586468768
-0.003250135352631;-0.041788307959563;0.00165135618863
0.016658401750523;0.038909128927708;0.00184912339685
0.005881419296512;-0.140733949381137;-0.005992346409042
0.001269449076376;-0.056337008709919;0.00350047958548
0.006845393141201;-0.029419097481926;0.006733973439864
0.003303712971902;0.015964163067694;0.005962681327809
0.001637582611415;-0.02261522747927;0.00442998546411
0.031308358950788;0.019591285255869;0.008563320115892
0.025997957959052;0.022969093058605;0.003905902362329
0.026981124238778;0.044619232594236;0.004627752672329
