# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; MOCMQ
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
MOCMQ;MSONDQ;GDP252
0.003632830521888;0.017693278966713;0.003797130397809
-0.022786921810121;0.003828182176433;0.002561085346439
-0.003446453178039;-0.005669891668878;0.000326315893562
0.002163199335152;-0.009264844258932;0.002076555686302
-0.006501819470628;0.009618709838267;0.002867624519178
0.006758470239205;-0.010093211410556;-0.000969059320274
-0.009587739426141;-0.004511786136512;0.000266985731096
-0.012065641489431;0.002050811880233;-1.97767208219082e-05
0.032652699568888;-0.001359165520625;0.003520256306302
0.01180593535456;0.020990662774145;0.001156938168082
0.024284051293489;-0.002074939078824;0.004815631520138
0.003843650796075;0.010294271398815;0.002610527148494
-0.013251123610954;-0.001704988700429;0.002996173204521
0.013303064837928;-0.003997072566569;0.002037002244658
0.006660698517842;0.015763103079434;0.003589474829179
0.017430864699214;0.006988845191852;0.001710686351096
0.014549654285305;0.009345268254236;0.00247209010274
-0.003367013654433;0.005179305297529;0.003530144666713
0.015793188366387;0.005887036456197;0.002234769452877
0.0100582658352;0.017033802205226;0.005270496099042
0.014470214761696;0.022116598708389;0.004795854799316
0.014057740312198;-0.009892151422298;0.005102393972055
0.002300690818319;0.013229747227384;0.000781180472466
0.027366915882711;0.008404307509188;0.006209890338083
0.00687151879203;0.008943148277721;0.003184052052329
0.005765476194114;0.009409607450479;0.004993622007535
0.019190755683745;0.029403012682863;0.008316111105618
0.025833122003831;0.020443779606085;0.004479427266165
0.000384976152866;0.017862169356849;0.000850398995343
-0.008231156792232;0.001865836691034;0.003540033027124
-0.001726281955312;-0.019012232489686;0.001295375213836
-0.014849080181978;-0.053007455304365;0.00184912339685
0.00694179221676;0.020282931615478;0.004232218255891
0.013526106577287;0.015570085490706;0.001631579467808
0.013000583574962;0.000812282352564;0.001938118640548
0.011494287992716;0.135956764060125;0.007712921120549
0.005407998337881;-0.106875447358475;0.005102393972055
0.000125270017996;0.035965610699609;0.006328550663015
0.033657915079149;0.017315286188788;0.001522807503288
-0.00433250940289;0.044329706211144;0.003866348920686
-0.001237423348498;0.007801127544413;0.002205104371644
0.009676345048626;-0.003498443795691;0.001611802746987
-0.012395621049029;-0.054961758390233;0.002768740915069
-0.042014341889378;-0.010599882580966;0.002135885848767
-0.001494074117076;-0.064580468228502;0.001661244549041
-0.000146657582044;0.014942778327343;0.003134610250274
-0.022511938843788;-0.002670076644068;-0.00102838948274
0.04852227209259;0.034759250770061;0.006941629008494
-0.013639155130113;0.004165962956706;0.003391707620959
0.012557555462537;-0.010889408964058;0.002956619762877
0.018766059769075;0.010101253810088;0.006249443779727
0.03228911098007;0.018594027714107;0.00504306380959
0.013440556321094;0.017065971803349;0.007287721622878
0.024119061513689;0.042841862298034;0.006031899850686
