# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HSFR
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
HSFR;MSONDQ;GDP252
-0.066704459561604;0.017693278966713;0.003797130397809
-0.013983371126225;0.003828182176433;0.002561085346439
-0.027399848828424;-0.005669891668878;0.000326315893562
-0.056689342403628;-0.009264844258932;0.002076555686302
-0.05007558578987;0.009618709838267;0.002867624519178
-0.031934996220709;-0.010093211410556;-0.000969059320274
-0.015684051398339;-0.004511786136512;0.000266985731096
0.031368102796672;0.002050811880233;-1.97767208219082e-05
0.010393046107336;-0.001359165520625;0.003520256306302
0.056689342403628;0.020990662774145;0.001156938168082
0.016817838246406;-0.002074939078824;0.004815631520138
-0.015684051398333;0.010294271398815;0.002610527148494
0.062169312169309;-0.001704988700429;0.002996173204521
-0.022675736961451;-0.003997072566569;0.002037002244658
0.080876795162511;0.015763103079434;0.003589474829179
-0.091647770219201;0.006988845191852;0.001710686351096
0.129251700680272;0.009345268254236;0.00247209010274
0.01851851851852;0.005179305297529;0.003530144666713
-0.023431594860164;0.005887036456197;0.002234769452877
0.00907029478458;0.017033802205226;0.005270496099042
-0.089758125472415;0.022116598708389;0.004795854799316
0.022864701436134;-0.009892151422298;0.005102393972055
-0.017384731670448;0.013229747227384;0.000781180472466
-0.052343159486015;0.008404307509188;0.006209890338083
0.035336356764926;0.008943148277721;0.003184052052329
0.007369614512472;0.009409607450479;0.004993622007535
0.023620559334847;0.029403012682863;0.008316111105618
-0.080498866213152;0.020443779606085;0.004479427266165
-0.062547241118673;0.017862169356849;0.000850398995343
-0.105820105820102;0.001865836691034;0.003540033027124
-0.086356764928196;-0.019012232489686;0.001295375213836
0.0854119425548;-0.053007455304365;0.00184912339685
0.075018896447466;0.020282931615478;0.004232218255891
0.103741496598639;0.015570085490706;0.001631579467808
0.027399848828424;0.000812282352564;0.001938118640548
0.00547996976568;0.135956764060125;0.007712921120549
0.000188964474682;-0.106875447358475;0.005102393972055
0.037037037037035;0.035965610699609;0.006328550663015
0.03476946334089;0.017315286188788;0.001522807503288
0.054421768707483;0.044329706211144;0.003866348920686
-0.075585789871502;0.007801127544413;0.002205104371644
-0.075963718820862;-0.003498443795691;0.001611802746987
-0.055933484504915;-0.054961758390233;0.002768740915069
-0.043083900226757;-0.010599882580966;0.002135885848767
0.043461829176117;-0.064580468228502;0.001661244549041
