# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HSWST
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
HSWST;MSONDQ;GDP252
0.076134699853588;0.017693278966713;0.003797130397809
-0.035139092240117;0.003828182176433;0.002561085346439
-0.050512445095168;-0.005669891668878;0.000326315893562
-0.029282576866766;-0.009264844258932;0.002076555686302
-0.06588579795022;0.009618709838267;0.002867624519178
-0.033674963396778;-0.010093211410556;-0.000969059320274
0.013177159590044;-0.004511786136512;0.000266985731096
0.020497803806734;0.002050811880233;-1.97767208219082e-05
-0.027086383601756;-0.001359165520625;0.003520256306302
0.059297218155198;0.020990662774145;0.001156938168082
0.038067349926793;-0.002074939078824;0.004815631520138
0.003660322108346;0.010294271398815;0.002610527148494
0.090775988286968;-0.001704988700429;0.002996173204521
0.011713030746707;-0.003997072566569;0.002037002244658
0.019033674963395;0.015763103079434;0.003589474829179
0.060029282576868;0.006988845191852;0.001710686351096
0.036603221083454;0.009345268254236;0.00247209010274
-0.019765739385066;0.005179305297529;0.003530144666713
0.018301610541729;0.005887036456197;0.002234769452877
-0.073206442166912;0.017033802205226;0.005270496099042
-0.13762811127379;0.022116598708389;0.004795854799316
0.04758418740849;-0.009892151422298;0.005102393972055
-0.107613469985359;0.013229747227384;0.000781180472466
-0.067349926793556;0.008404307509188;0.006209890338083
-0.037335285505124;0.008943148277721;0.003184052052329
-0.036603221083456;0.009409607450479;0.004993622007535
0.000732064421668;0.029403012682863;0.008316111105618
-0.018301610541727;0.020443779606085;0.004479427266165
-0.060761346998537;0.017862169356849;0.000850398995343
-0.106881405563688;0.001865836691034;0.003540033027124
-0.04245973645681;-0.019012232489686;0.001295375213836
0.038067349926795;-0.053007455304365;0.00184912339685
0.083455344070278;0.020282931615478;0.004232218255891
0.117130307467056;0.015570085490706;0.001631579467808
-0.01610541727672;0.000812282352564;0.001938118640548
0.087115666178622;0.135956764060125;0.007712921120549
-0.000732064421668;-0.106875447358475;0.005102393972055
-0.01610541727672;0.035965610699609;0.006328550663015
0.069546120058564;0.017315286188788;0.001522807503288
-0.060761346998534;0.044329706211144;0.003866348920686
0.132503660322107;0.007801127544413;0.002205104371644
-0.046852122986822;-0.003498443795691;0.001611802746987
0.001464128843337;-0.054961758390233;0.002768740915069
-0.1303074670571;-0.010599882580966;0.002135885848767
0.021961932650073;-0.064580468228502;0.001661244549041
0.125183016105417;0.014942778327343;0.003134610250274
0.085651537335285;-0.002670076644068;-0.00102838948274
0.185212298682283;0.034759250770061;0.006941629008494
0.071742313323573;0.004165962956706;0.003391707620959
0.004392386530015;-0.010889408964058;0.002956619762877
0.027086383601756;0.010101253810088;0.006249443779727
0.209370424597366;0.018594027714107;0.00504306380959
-0.258418740849195;0.017065971803349;0.007287721622878
0.068081991215227;0.042841862298034;0.006031899850686
0.032210834553441;0.015377067901981;0.009295058786303
-0.173499267935578;0.041345975985394;0.007366828506165
0.05636896046852;0.028542475933119;-0.000217543929041
-0.117130307467056;0.02332295863794;0.001483254061644
-0.162518301610541;0.044900716577798;-0.00123604505137
-0.071010248901903;0.01314932323208;-0.003579586468768
0.010980966325037;-0.041788307959563;0.00165135618863
-0.130307467057102;0.038909128927708;0.00184912339685
-0.082723279648608;-0.140733949381137;-0.005992346409042
-0.058565153733529;-0.056337008709919;0.00350047958548
0.171303074670571;-0.029419097481926;0.006733973439864
0.0497803806735;0.015964163067694;0.005962681327809
0.066617862371888;-0.02261522747927;0.00442998546411
0.024158125915081;0.019591285255869;0.008563320115892
0.074670571010249;0.022969093058605;0.003905902362329
0.070278184480234;0.044619232594236;0.004627752672329
0.202781844802342;-0.003763842980192;0.005883574444521
0.163250366032212;-0.000772070354911;0.005369379703151
-0.172035139092241;0.038048592177962;0.002481978463151
0.112005856515373;0.011026129756074;0.004390432022466
0.035871156661788;0.020588542797628;0.006991070810549
-0.070278184480234;0.020049702029097;0.00267974567137
0.050512445095168;0.047932701200731;0.010135569421234
-0.008784773060029;0.033938926017968;0.002116109127945
0.035871156661786;0.030335931028381;0.003955344164384
-0.243777452415812;0.074167008468647;0.00257097370685
0.136896046852122;-0.066985145688067;-0.000187878847808
-0.062225475841873;-0.0016969463009;0.004884850043014
-0.176427525622254;0.004865651715847;0.001433812259589
-0.197657393850659;0.002396635060036;-0.000791068832877
-0.165446559297219;-0.095784978406157;-0.011134293822741
0.215226939970717;0.015618339887891;0.005310049540686
0.010248901903368;-0.000522755969472;0.006565871312878
-0.142752562225476;0.0104229497913;0.002135885848767
-0.008052708638361;-0.013245832026443;0.000118660324932
-0.132503660322107;-0.026885741629872;0.001987560442603
-0.055636896046851;-0.063856652270772;-0.00380701875822
-0.047584187408493;0.021223892360526;0.00329282401685
0.032210834553441;-0.071657779815186;0.001779904873973
0.055636896046851;-0.028043847162241;0.003896014001918
0.134699853587115;0.006546513217685;0.009245616984248
0.128111273792095;-0.025349643319582;0.005082617251234
0.117862371888725;0.044024095028994;0.010412443512741
0.079062957540264;0.014355683161628;0.009482937634111
-0.041727672035139;0.033231194859297;0.008573208476303
0.211566617862373;0.056111821523071;0.004756301357672
-0.094436310395315;0.009176377864099;0.007979906851645
-0.068081991215227;-0.014572827948947;0.004360766941234
-0.053440702781846;-0.011379995335409;0.007505265551919
0.173499267935578;0.036279264281292;0.009690593202741
-0.037335285505124;-0.037348903418824;0.005329826261508
0.051244509516839;0.0287757055195;0.01122328906644
-0.030014641288434;0.005983545250561;0.001364593736713
0.030014641288434;-0.015980247866755;0.00504306380959
