# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; Sfygt1
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
Sfygt1;MSONDQ;GDP252
0.066825775656325;0.017693278966713;0.003797130397809
0.052505966587111;0.003828182176433;0.002561085346439
-0.134844868735082;-0.005669891668878;0.000326315893562
0.003579952267303;-0.009264844258932;0.002076555686302
0.064439140811456;0.009618709838267;0.002867624519178
-0.058472553699284;-0.010093211410556;-0.000969059320274
-0.009546539379475;-0.004511786136512;0.000266985731096
-0.058472553699284;0.002050811880233;-1.97767208219082e-05
0.039379474940334;-0.001359165520625;0.003520256306302
0.027446300715991;0.020990662774145;0.001156938168082
-0.025059665871122;-0.002074939078824;0.004815631520138
-0.056085918854416;0.010294271398815;0.002610527148494
-0.06563245823389;-0.001704988700429;0.002996173204521
0.015513126491647;-0.003997072566569;0.002037002244658
-0.05727923627685;0.015763103079434;0.003589474829179
-0.022673031026253;0.006988845191852;0.001710686351096
0.029832935560859;0.009345268254236;0.00247209010274
0.010739856801909;0.005179305297529;0.003530144666713
0.0;0.005887036456197;0.002234769452877
0.022673031026253;0.017033802205226;0.005270496099042
0.031026252983293;0.022116598708389;0.004795854799316
-0.040572792362769;-0.009892151422298;0.005102393972055
-0.00835322195704;0.013229747227384;0.000781180472466
-0.045346062052506;0.008404307509188;0.006209890338083
0.009546539379475;0.008943148277721;0.003184052052329
0.025059665871122;0.009409607450479;0.004993622007535
0.028639618138425;0.029403012682863;0.008316111105618
0.00835322195704;0.020443779606085;0.004479427266165
0.009546539379475;0.017862169356849;0.000850398995343
0.042959427207637;0.001865836691034;0.003540033027124
-0.08472553699284;-0.019012232489686;0.001295375213836
-0.050119331742244;-0.053007455304365;0.00184912339685
0.177804295942721;0.020282931615478;0.004232218255891
0.085918854415275;0.015570085490706;0.001631579467808
-0.005966587112172;0.000812282352564;0.001938118640548
-0.138424821002387;0.135956764060125;0.007712921120549
0.0;-0.106875447358475;0.005102393972055
-0.039379474940334;0.035965610699609;0.006328550663015
-0.022673031026253;0.017315286188788;0.001522807503288
0.007159904534606;0.044329706211144;0.003866348920686
0.0381861575179;0.007801127544413;0.002205104371644
0.090692124105012;-0.003498443795691;0.001611802746987
-0.029832935560859;-0.054961758390233;0.002768740915069
-0.072792362768497;-0.010599882580966;0.002135885848767
0.155131264916468;-0.064580468228502;0.001661244549041
-0.059665871121719;0.014942778327343;0.003134610250274
-0.113365155131265;-0.002670076644068;-0.00102838948274
-0.029832935560859;0.034759250770061;0.006941629008494
0.190930787589499;0.004165962956706;0.003391707620959
-0.001193317422434;-0.010889408964058;0.002956619762877
-0.087112171837709;0.010101253810088;0.006249443779727
0.16945107398568;0.018594027714107;0.00504306380959
0.036992840095464;0.017065971803349;0.007287721622878
-0.050119331742242;0.042841862298034;0.006031899850686
-0.128878281622912;0.015377067901981;0.009295058786303
0.013126491646778;0.041345975985394;0.007366828506165
-0.070405727923628;0.028542475933119;-0.000217543929041
-0.082338902147972;0.02332295863794;0.001483254061644
-0.096658711217184;0.044900716577798;-0.00123604505137
-0.063245823389021;0.01314932323208;-0.003579586468768
0.286396181384248;-0.041788307959563;0.00165135618863
0.101431980906921;0.038909128927708;0.00184912339685
-0.181384248210024;-0.140733949381137;-0.005992346409042
0.087112171837709;-0.056337008709919;0.00350047958548
0.206443914081144;-0.029419097481926;0.006733973439864
0.020286396181386;0.015964163067694;0.005962681327809
-0.04892601431981;-0.02261522747927;0.00442998546411
0.00238663484487;0.019591285255869;0.008563320115892
0.022673031026252;0.022969093058605;0.003905902362329
-0.09307875894988;0.044619232594236;0.004627752672329
-0.110978520286396;-0.003763842980192;0.005883574444521
0.08472553699284;-0.000772070354911;0.005369379703151
0.022673031026253;0.038048592177962;0.002481978463151
-0.025059665871122;0.011026129756074;0.004390432022466
0.023866348448688;0.020588542797628;0.006991070810549
0.023866348448688;0.020049702029097;0.00267974567137
0.140811455847255;0.047932701200731;0.010135569421234
-0.063245823389023;0.033938926017968;0.002116109127945
0.040572792362771;0.030335931028381;0.003955344164384
-0.118138424821004;0.074167008468647;0.00257097370685
-0.127684964200478;-0.066985145688067;-0.000187878847808
-0.028639618138425;-0.0016969463009;0.004884850043014
-0.01909307875895;0.004865651715847;0.001433812259589
0.054892601431981;0.002396635060036;-0.000791068832877
0.031026252983294;-0.095784978406157;-0.011134293822741
0.113365155131265;0.015618339887891;0.005310049540686
-0.270883054892602;-0.000522755969472;0.006565871312878
-0.177804295942721;0.0104229497913;0.002135885848767
0.175417661097852;-0.013245832026443;0.000118660324932
0.374701670644393;-0.026885741629872;0.001987560442603
0.189737470167065;-0.063856652270772;-0.00380701875822
-0.099045346062054;0.021223892360526;0.00329282401685
-0.051312649164677;-0.071657779815186;0.001779904873973
0.410501193317421;-0.028043847162241;0.003896014001918
-0.465393794749404;0.006546513217685;0.009245616984248
-0.168257756563245;-0.025349643319582;0.005082617251234
0.010739856801909;0.044024095028994;0.010412443512741
0.133651551312651;0.014355683161628;0.009482937634111
-0.001193317422437;0.033231194859297;0.008573208476303
-0.05250596658711;0.056111821523071;0.004756301357672
0.266109785202863;0.009176377864099;0.007979906851645
-0.093078758949881;-0.014572827948947;0.004360766941234
-0.099045346062054;-0.011379995335409;0.007505265551919
-0.002386634844866;0.036279264281292;0.009690593202741
-0.071599045346062;-0.037348903418824;0.005329826261508
-0.042959427207638;0.0287757055195;0.01122328906644
-0.071599045346062;0.005983545250561;0.001364593736713
-0.045346062052506;-0.015980247866755;0.00504306380959
-0.033412887828162;-0.037099589033383;0.006457099348357
0.0;-0.00299177262528;0.010679429243837
-0.008353221957041;0.032949710875735;0.003985009245617
-0.020286396181384;-0.020588542797628;0.000276874091507
0.258949880668258;0.05188956176965;0.008622650278357
-0.009546539379476;0.00402119976516;0.007178949658357
0.105011933174227;0.032225894918009;0.001582137665754
-0.114558472553699;0.055203030376143;0.010788201208358
0.011933174224343;-0.024135240990501;0.004716747916028
-0.034606205250597;0.07652343153103;0.005537481830138
-0.069212410501193;-0.020081871627218;0.007851358166302
-0.017899761336516;0.015948078268632;0.002521531904795
-0.083532219570406;-0.007117523584337;0.003203828773151
-0.094272076372315;-0.037541921007552;0.006496652790001
-0.028639618138425;0.027513048793237;0.003154386971096
0.069212410501194;-0.003450189398509;0.005626477073836
0.05727923627685;-0.050980770622723;0.002323764696576
-0.063245823389022;0.034855759564425;0.002877512879589
-0.013126491646778;0.023314916238408;-0.005033175449179
0.035799522673031;-0.064379408240242;-0.002966508123288
0.096658711217184;-0.106143589001214;0.00607145329233
-0.062052505966587;0.095406985628231;0.003035726646165
-0.06563245823389;-0.043766738244023;-0.00061307834548
0.048926014319809;0.029949895850925;0.011599046762056
0.027446300715991;0.049050594735445;0.004113557930959
-0.073985680190931;-0.03477533556912;0.007159172937535
0.05727923627685;0.011733860914742;0.00844465979096
-0.016706443914081;-0.011339783337757;0.002630303869316
-0.011933174224344;0.032129386123645;0.006536206231645
0.002386634844869;0.007495516362263;0.008128232257809
0.016706443914081;0.010382737793647;0.006704308358631
0.071599045346062;0.003804054977844;0.008414994709727
0.17183770883055;0.036753765853579;0.005527593469727
-0.008353221957043;0.016181307855012;0.005537481830138
0.069212410501196;0.026950080826116;0.007782139643426
-0.116945107398569;0.013639909603428;0.001245933411781
-0.220763723150358;0.011814284910047;0.006516429510823
-0.031026252983293;0.024842972149169;0.006921852287672
-0.036992840095466;0.05710907906483;0.005468263307261
0.003579952267303;-0.018055186945576;0.00710973113548
0.16109785202864;-0.012353125678578;0.00885997092822
0.015513126491647;0.013865096790279;0.005240831017809
-0.065632458233891;0.004439404540739;0.006892187206439
0.02983293556086;0.040413057639878;0.009018184694796
0.077565632458234;0.027810617575858;0.003925679083151
-0.110978520286396;0.076249989947002;0.013912923098221
-0.035799522673031;0.052725971320802;0.008909412730275
-0.047732696897375;-0.064701104221456;0.009601597959042
0.062052505966587;0.028317288746271;0.013972253260687
-0.058472553699284;-0.000731858357259;0.010798089568769
-0.047732696897375;-0.044241239816313;0.012202236747125
0.042959427207637;0.034968353157847;0.00916651010096
0.060859188544153;-0.002034727081171;0.014437006200002
0.029832935560859;0.076105226755454;0.009838918608905
0.01909307875895;-0.009441777048599;0.011747372168221
0.036992840095466;-0.008790342686643;0.015326958636988
-0.058472553699284;0.080914581674587;0.006170336896439
-0.139618138424821;-0.003176747814476;0.009482937634111
-0.082338902147972;-0.040573905630485;0.008365552907672
-0.036992840095465;-0.071891009401566;0.004123446291371
0.121718377088306;-0.07826058982958;0.002521531904795
0.004773269689737;-0.080118384121087;0.004439873824521
0.072792362768497;-0.050522353849495;0.017176082033838
0.093078758949881;-0.029193910295076;0.003619139910412
0.010739856801909;0.015369025502449;0.006051676571508
-0.163484486873509;0.037694726598627;0.005824244282056
