# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; IPS299
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=4)
IPS299;MSONDQ;GDP252;GDP274_3;LBPUR7
0.007968914325536;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098
0.003711492560682;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317
-0.003056302422251;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058
0.010260390207968;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121
0.0;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356
-0.003711492560682;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553
-0.003165938823639;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964
-0.004038148962077;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671
0.007204463252844;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435
0.005348153771811;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236
0.009933733806572;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601
0.004584453633377;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049
0.006658534048673;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233
0.004147785363466;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106
0.002183341349556;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873
0.007531870588496;0.006988845191852;0.001710686351096;0.000333968801748;0.007029707737493
0.003165187889383;0.009345268254236;0.00247209010274;0.0021847125781;0.003643250357103
0.003602231626422;0.005179305297529;0.003530144666713;0.001683759375478;0.004493877092462
0.005021497370416;0.005887036456197;0.002234769452877;0.002769157981159;0.009661835748792
0.003601856159293;0.017033802205226;0.005270496099042;0.00356233388531;-0.005312404705731
0.007641131522756;0.022116598708389;0.004795854799316;0.000250476601311;0.010368016434751
0.003602231626422;-0.009892151422298;0.005102393972055;0.000500953202622;0.012133468149646
0.003929638962074;0.013229747227384;0.000781180472466;0.000306138068269;0.003161763525768
0.014845594775599;0.008404307509188;0.006209890338083;5.56614669580298e-05;0.000995072784759
0.007968163391279;0.008943148277721;0.003184052052329;-0.001154975439378;0.00032099122089
0.007313724187104;0.009409607450479;0.004993622007535;-0.002087305010924;0.008426019548365
0.010697433945007;0.029403012682863;0.008316111105618;-0.003464926318133;0.010817404143997
0.010806694879267;0.020443779606085;0.004479427266165;0.00055661466958;0.009292695844769
0.008732238996843;0.017862169356849;0.000850398995343;0.00054269930284;0.007751937984496
0.006331126713021;0.001865836691034;0.003540033027124;0.002769157981159;0.006500072223025
0.007204463252844;-0.019012232489686;0.001295375213836;0.002685665780722;0.006307477490491
0.002191226159246;-0.053007455304365;0.00184912339685;0.001989897443747;0.012229765515913
0.001891978858196;0.020282931615478;0.004232218255891;0.004202440755326;0.012454459370536
-0.000639045051925;0.015570085490706;0.001631579467808;0.002379527712453;0.004798818752307
0.012141480519451;0.000812282352564;0.001938118640548;0.004619901757511;0.004044489383215
0.00541348505209;0.135956764060125;0.007712921120549;0.004884293725561;0.022116295119329
0.002811497854769;-0.106875447358475;0.005102393972055;0.00164201327526;0.0086186142809
0.004347909342711;0.035965610699609;0.006328550663015;0.007444721205627;0.00388399377277
0.006570299273584;0.017315286188788;0.001522807503288;0.008140489542602;0.009324794966858
0.00639270332202;0.044329706211144;0.003866348920686;0.006512391634082;0.001027171906848
-0.001423020415274;0.007801127544413;0.002205104371644;0.006303661132989;0.000369139904024
0.005634259723378;-0.003498443795691;0.001611802746987;0.004299848322503;0.005248206461553
-0.005906473391208;-0.054961758390233;0.002768740915069;0.001544605708083;0.005248206461553
-0.008640249550471;-0.010599882580966;0.002135885848767;0.001822913042873;0.003209912208901
-0.000304879307969;-0.064580468228502;0.001661244549041;-0.001447198140907;0.003450655624569
-0.006135508339313;0.014942778327343;0.003134610250274;0.002045558910705;0.008634663841944
-0.010663266436356;-0.002670076644068;-0.00102838948274;0.008488373711089;-0.00470252138604
0.008399575121398;0.034759250770061;0.006941629008494;0.008210066376299;0.015118686503924
0.001523645605589;0.004165962956706;0.003391707620959;0.007611705606501;0.008345771743143
0.006190702007135;-0.010889408964058;0.002956619762877;0.004258102222284;0.005713643731844
0.00991683778581;0.010101253810088;0.006249443779727;0.000793175904151;0.000577784197602
0.013911057093907;0.018594027714107;0.00504306380959;0.003882387320318;0.02108912321248
0.007866411799581;0.017065971803349;0.007287721622878;0.004439001989897;0.008811209013434
0.007829616021032;0.042841862298034;0.006031899850686;0.003687572185965;0.008056879644342
0.016977872595742;0.015377067901981;0.009295058786303;0.004355509789461;0.013738424254097
0.013447355190778;0.041345975985394;0.007366828506165;0.004258102222284;0.0144606545011
0.002862185917054;0.028542475933119;-0.000217543929041;0.005023447392956;-0.007158104225849
0.004181201937861;0.02332295863794;0.001483254061644;0.005580062062536;-0.000481486831335
0.008172042041805;0.044900716577798;-0.00123604505137;0.004772970791645;-0.004654372702907
-0.00895489100377;0.01314932323208;-0.003579586468768;0.009058903747408;-0.007784037106585
0.002445792872056;-0.041788307959563;0.00165135618863;0.009796418184601;-0.000529635514469
0.001745922145389;0.038909128927708;0.00184912339685;0.014597219709725;0.000674081563869
-0.013119947855126;-0.140733949381137;-0.005992346409042;0.015501718547792;-0.006644518272425
-0.033208941073813;-0.056337008709919;0.00350047958548;0.012593406899239;0.008843308135523
0.002662437404937;-0.029419097481926;0.006733973439864;0.023433477589302;0.010849503266086
0.014703292734072;0.015964163067694;0.005962681327809;0.007486467305846;-0.002728425377566
0.008109339031422;-0.02261522747927;0.00442998546411;0.010436525054618;-0.000128396488356
0.011969516574809;0.019591285255869;0.008563320115892;0.006261915032771;0.014300158890654
0.004561550138565;0.022969093058605;0.003905902362329;0.008349220043694;0.01638660182644
0.005335387889458;0.044619232594236;0.004627752672329;0.007041175570182;0.008281573498965
0.013769505986635;-0.003763842980192;0.005883574444521;0.008780596412618;0.009292695844769
0.013647103702895;-0.000772070354911;0.005369379703151;0.0043694251562;-0.001235816200427
0.013288908062744;0.038048592177962;0.002481978463151;0.006484560900602;0.003322259136213
0.009502322076453;0.011026129756074;0.004390432022466;0.010339117487441;0.008217375254787
0.004181577404989;0.020588542797628;0.006991070810549;0.006206253565813;0.004975363923796
0.003456925847871;0.020049702029097;0.00267974567137;0.013289175236213;0.01884218466625
0.019973349343252;0.047932701200731;0.010135569421234;0.011619331227475;-0.006692666955559
0.006587195294346;0.033938926017968;0.002116109127945;0.01038086358766;0.001653104787584
0.010199940000353;0.030335931028381;0.003955344164384;0.012704729833155;0.005761792414977
0.00656541820092;0.074167008468647;0.00257097370685;0.01230118419771;0.006724766077648
-0.003904107197367;-0.066985145688067;-0.000187878847808;0.016754101554347;-0.007575392813007
0.000298496366792;-0.0016969463009;0.004884850043014;0.016573201786733;-0.006419824417802
0.003588714809813;0.004865651715847;0.001433812259589;0.025854751401973;8.02478052224775e-05
0.005221245882533;0.002396635060036;-0.000791068832877;0.043262875193076;-0.003306209575168
-0.017887629446985;-0.095784978406157;-0.011134293822741;0.042386207088488;0.002359285473542
-0.001202996678242;0.015618339887891;0.005310049540686;0.022250671416445;0.003225961769946
0.017529433806835;-0.000522755969472;0.006565871312878;0.01884140656527;0.004028439822171
0.001706873564074;0.0104229497913;0.002135885848767;0.009615518416988;-0.001877798642207
0.00516830501748;-0.013245832026443;0.000118660324932;0.009267634248501;-0.000834577174314
0.004354667751016;-0.026885741629872;0.001987560442603;0.005037362759695;0.00309756528159
-0.002410123494893;-0.063856652270772;-0.00380701875822;0.012774306666852;-0.004317331920972
