# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMNO
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
PMNO;MSONDQ;GDP252
-0.064973861090366;0.017693278966713;0.003797130397809
-0.310679611650486;0.003828182176433;0.002561085346439
0.0336071695295;-0.005669891668878;0.000326315893562
0.046303211351756;-0.009264844258932;0.002076555686302
-0.172516803584765;0.009618709838267;0.002867624519178
0.035847647498133;-0.010093211410556;-0.000969059320274
-0.044809559372666;-0.004511786136512;0.000266985731096
0.039581777445856;0.002050811880233;-1.97767208219082e-05
0.339058999253173;-0.001359165520625;0.003520256306302
0.002987303958177;0.020990662774145;0.001156938168082
0.073935772964899;-0.002074939078824;0.004815631520138
-0.190440627333831;0.010294271398815;0.002610527148494
-0.133681852128453;-0.001704988700429;0.002996173204521
-0.032113517550412;-0.003997072566569;0.002037002244658
0.089619118745332;0.015763103079434;0.003589474829179
0.057505601194922;0.006988845191852;0.001710686351096
0.07916355489171;0.009345268254236;0.00247209010274
-0.056011949215833;0.005179305297529;0.003530144666713
0.032860343539956;0.005887036456197;0.002234769452877
-0.011202389843167;0.017033802205226;0.005270496099042
0.02539208364451;0.022116598708389;0.004795854799316
0.097087378640778;-0.009892151422298;0.005102393972055
-0.128454070201645;0.013229747227384;0.000781180472466
0.076176250933533;0.008404307509188;0.006209890338083
-0.125466766243466;0.008943148277721;0.003184052052329
-0.008961911874533;0.009409607450479;0.004993622007535
0.079163554891712;0.029403012682863;0.008316111105618
0.075429424943987;0.020443779606085;0.004479427266165
-0.179238237490665;0.017862169356849;0.000850398995343
-0.060492905153099;0.001865836691034;0.003540033027124
-0.131441374159819;-0.019012232489686;0.001295375213836
-0.079163554891712;-0.053007455304365;0.00184912339685
0.068707991038089;0.020282931615478;0.004232218255891
0.188946975354742;0.015570085490706;0.001631579467808
0.008215085884989;0.000812282352564;0.001938118640548
0.00149365197909;0.135956764060125;0.007712921120549
0.019417475728154;-0.106875447358475;0.005102393972055
-0.08439133681852;0.035965610699609;0.006328550663015
0.095593726661687;0.017315286188788;0.001522807503288
-0.036594473487677;0.044329706211144;0.003866348920686
-0.051530993278566;0.007801127544413;0.002205104371644
-0.097087378640776;-0.003498443795691;0.001611802746987
-0.008961911874533;-0.054961758390233;0.002768740915069
-0.102315160567589;-0.010599882580966;0.002135885848767
0.055265123226289;-0.064580468228502;0.001661244549041
