# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMCP
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
PMCP;MSONDQ
0.017629774730656;0.017693278966713
-0.073947110675809;0.003828182176433
0.042605288932419;-0.005669891668878
-0.047992164544563;-0.009264844258932
-0.058765915768854;0.009618709838267
-0.103330068560236;-0.010093211410556
-0.050930460333006;-0.004511786136512
0.05435847208619;0.002050811880233
0.035259549461312;-0.001359165520625
0.00097943192948;0.020990662774145
0.032810969637611;-0.002074939078824
0.023996082272282;0.010294271398815
-0.055337904015671;-0.001704988700429
-0.061704211557297;-0.003997072566569
-0.031341821743388;0.015763103079434
0.046033300685602;0.006988845191852
0.16209598432909;0.009345268254236
-0.010773751224291;0.005179305297529
0.141527913809991;0.005887036456197
-0.131243878550442;0.017033802205226
0.019098922624878;0.022116598708389
0.013712047012733;-0.009892151422298
0.095494613124388;0.013229747227384
-0.033790401567091;0.008404307509188
0.058276199804113;0.008943148277721
-0.016160626836435;0.009409607450479
-0.011753183153771;0.029403012682863
0.177766895200783;0.020443779606085
0.030362389813909;0.017862169356849
-0.077375122428992;0.001865836691034
-0.113124387855044;-0.019012232489686
-0.103330068560234;-0.053007455304365
-0.087659157688541;0.020282931615478
0.175318315377082;0.015570085490706
0.173849167482859;0.000812282352564
-0.057296767874633;0.135956764060125
-0.094515181194906;-0.106875447358475
0.013222331047992;0.035965610699609
0.016160626836435;0.017315286188788
0.093046033300685;0.044329706211144
0.014201762977474;0.007801127544413
0.046523016650342;-0.003498443795691
0.003917727717924;-0.054961758390233
-0.129285014691479;-0.010599882580966
0.021057786483839;-0.064580468228502
-0.07639569049951;0.014942778327343
-0.05484818805093;-0.002670076644068
-0.018119490695396;0.034759250770061
0.116552399608227;0.004165962956706
-0.113614103819784;-0.010889408964058
-0.13026444662096;0.010101253810088
0.277179236043095;0.018594027714107
-0.060235063663075;0.017065971803349
-0.03183153770813;0.042841862298034
0.078354554358472;0.015377067901981
0.177277179236044;0.041345975985394
0.02203721841332;0.028542475933119
-0.085210577864839;0.02332295863794
0.180705190989226;0.044900716577798
-0.008814887365328;0.01314932323208
-0.041625857002938;-0.041788307959563
-0.082761998041137;0.038909128927708
-0.225759059745347;-0.140733949381137
-0.332027424094025;-0.056337008709919
-0.056807051909893;-0.029419097481926
0.310479921645445;0.015964163067694
