# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRJAN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
EXRJAN;MSONDQ
0.0;0.017693278966713
0.000311407080919;0.003828182176433
0.001089924783212;-0.005669891668878
0.001089924783212;-0.009264844258932
0.000467110621377;0.009618709838267
-0.006048483687059;-0.010093211410556
0.001700761749627;-0.004511786136512
-0.001844488094667;0.002050811880233
0.009330235232119;-0.001359165520625
0.001880419680926;0.020990662774145
0.0;-0.002074939078824
-0.000515019403055;0.010294271398815
0.000251521103818;-0.001704988700429
-0.003665021798496;-0.003997072566569
-0.009138600105402;0.015763103079434
0.000431179035117;0.006988845191852
0.012623963972599;0.009345268254236
0.002623005796962;0.005179305297529
-0.000946198438176;0.005887036456197
-9.58175633570812e-05;0.017033802205226
0.000263498299237;0.022116598708389
-0.001233651128251;-0.009892151422298
-0.005629281847364;0.013229747227384
-0.003341637522158;0.008404307509188
0.008803238633642;0.008943148277721
0.000598859770997;0.009409607450479
-0.002491256647346;0.029403012682863
0.000179657931299;0.020443779606085
0.002563119819866;0.017862169356849
0.000826426483974;0.001865836691034
-4.79087816820378e-05;-0.019012232489686
-0.000503042207637;-0.053007455304365
-0.001892396876345;0.020282931615478
0.000682700138935;0.015570085490706
-0.000611316054235;0.000812282352564
0.00043980261582;0.135956764060125
7.89297178184212e-05;-0.106875447358475
-0.008408829588462;0.035965610699609
-0.005759354189624;0.017315286188788
-0.000906673693287;0.044329706211144
0.001813586930483;0.007801127544413
0.002608992478321;-0.003498443795691
-0.004437311359171;-0.054961758390233
-0.000706055670004;-0.010599882580966
0.003212762899438;-0.064580468228502
-0.000367340583528;0.014942778327343
-0.002876083936188;-0.002670076644068
-0.000137617975375;0.034759250770061
-0.000888588128204;0.004165962956706
-0.025373448953193;-0.010889408964058
-0.085362190389496;0.010101253810088
-0.071204546543381;0.018594027714107
-0.012092535811817;0.017065971803349
-0.008379485459682;0.042841862298034
-9.76141426736188e-05;0.015377067901981
-0.074432999568821;0.041345975985394
-0.055649762851531;0.028542475933119
0.000731088008433;0.02332295863794
0.035329253102091;0.044900716577798
0.055422794998326;0.01314932323208
-0.037507904948977;-0.041788307959563
0.062960163848032;0.038909128927708
0.009082546830833;-0.140733949381137
-0.024739016911799;-0.056337008709919
-0.002541441096153;-0.029419097481926
0.020567479518997;0.015964163067694
0.019528218272408;-0.02261522747927
-0.004550974943708;0.019591285255869
-0.011318090355962;0.022969093058605
-0.029574210702822;0.044619232594236
0.01009809323049;-0.003763842980192
-0.029671944617448;-0.000772070354911
-0.036911799932928;0.038048592177962
-0.032511617879557;0.011026129756074
-0.069376467206438;0.020588542797628
-0.03255102285249;0.020049702029097
-0.061436544818665;0.047932701200731
-0.100279188425239;0.033938926017968
-0.007929502227757;0.030335931028381
0.039510611795143;0.074167008468647
0.058262108944568;-0.066985145688067
0.004344009006852;-0.0016969463009
0.070392852009773;0.004865651715847
0.018018971877545;0.002396635060036
-0.040873856177839;-0.095784978406157
-0.044499592775355;0.015618339887891
-0.032963038374937;-0.000522755969472
