# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP259
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=8)
GDP259;MSONDQ;GDP252;GDP274_3;LBPUR7;CES006;FYAAAC;GDP276_4;GDP276_8
0.014274437574003;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098;0.004405068303307;0.020526960784313;0.001583180292572;-0.001833519841611
0.014182344428365;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317;-0.042268857651951;0.011029411764706;0.004749540877715;0.000421795644314
-0.003657413498224;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058;-0.004306078004356;0.008884803921569;0.00243809765056;0.001299819230438
0.020326272858834;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121;0.014848544842606;-0.001531862745098;0.001878707280518;0.001032968924852
0.00599921063018;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356;-0.002672738071669;-0.009191176470588;0.001752052857113;0.001273995007317
0.001065649256677;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553;-0.018065729558504;-0.012867647058824;0.0011082262048;0.001454764569166
0.019655308512038;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964;-0.011235398930904;0.00061274509804;0.000844362822705;0.001162090040458
-0.002420734113932;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671;-0.028806176994655;-0.004595588235294;0.000316636058514;-0.000301282603082
-0.008959347454282;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435;-0.010690952286676;0.001225490196078;0.000601608511177;0.00027545837996
0.000131561636627;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236;0.005988913086517;0.014093137254903;0.000295526987947;0.000972712404235
-0.002736482041837;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601;-0.005098000395961;-0.002450980392157;0.001002680851962;0.000929672032366
0.009709248783055;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049;-0.005691942189666;0.0;0.00088658096384;0.001342859602307
0.019300092093146;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233;-0.011581864977232;-0.010416666666666;0.001097671669516;0.00107600929672
0.01455071701092;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106;-0.013858641853098;0.003676470588235;0.001076562598949;0.00034432297495
-0.013735034863834;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873;-0.012225301920411;-0.007352941176471;0.001203217022355;0.000602565206163
-0.019286935929483;0.006988845191852;0.001710686351096;0.000333968801748;0.007029707737493;-0.008760641457137;-0.005514705882353;0.002269225086019;0.000740294396144
0.025062491777398;0.009345268254236;0.00247209010274;0.0021847125781;0.003643250357103;0.009107107503464;0.002144607843137;0.001562071222004;8.60807437377473e-06
0.003907380607815;0.005179305297529;0.003530144666713;0.001683759375478;0.004493877092462;0.000148485448426;0.006127450980392;0.000496063158339;0.000697254024275
0.011340613077227;0.005887036456197;0.002234769452877;0.002769157981159;0.009661835748792;-0.003464660463274;0.004289215686274;0.000675490258164;0.000946888181114
0.014774371793185;0.017033802205226;0.005270496099042;0.00356233388531;-0.005312404705731;-0.003860621659077;0.003982843137255;0.001139889810652;0.001325643453559
0.019957900276279;0.022116598708389;0.004795854799316;0.000250476601311;0.010368016434751;0.000395961195802;0.002757352941177;0.001984252633357;0.00100714470173
0.020036837258256;-0.009892151422298;0.005102393972055;0.000500953202622;0.012133468149646;0.000940407840033;0.000306372549019;0.00146708040445;0.001179306189205
0.004946717537166;0.013229747227384;0.000781180472466;0.000306138068269;0.003161763525768;0.008067709364482;0.001838235294118;0.00102378992253;0.001067401222347
0.032429943428496;0.008404307509188;0.006209890338083;5.56614669580298e-05;0.000995072784759;-0.00074242724213;-0.000919117647059;0.000306081523231;0.000766118619265
0.046257071437969;0.008943148277721;0.003184052052329;-0.001154975439378;0.00032099122089;-0.00564244704019;0.002144607843137;0.000749372005151;0.000671429801153
0.007327983160111;0.009409607450479;0.004993622007535;-0.002087305010924;0.008426019548365;-0.003464660463274;0.004901960784314;0.002163679733181;0.000714470173022
0.033100907775293;0.029403012682863;0.008316111105618;-0.003464926318133;0.010817404143997;0.004009107107504;0.010723039215686;0.001667616574842;0.001170698114832
0.018010788054203;0.020443779606085;0.004479427266165;0.00055661466958;0.009292695844769;0.001187883587408;0.018382352941177;-0.003852405378591;0.002065937849703
-0.014984870411788;0.017862169356849;0.000850398995343;0.00054269930284;0.007751937984496;-0.019204117996437;0.017463235294118;0.003957950731429;0.00201428940346
0.016589922378634;0.001865836691034;0.003540033027124;0.002769157981159;0.006500072223025;0.023510196000793;0.029105392156863;0.004538450172039;0.001781871395369
-0.026167609525063;-0.019012232489686;0.001295375213836;0.002685665780722;0.006307477490491;-0.001385864185311;0.005821078431372;0.002068688915627;0.001592493759146
0.007630574924352;-0.053007455304365;0.00184912339685;0.001989897443747;0.012229765515913;-0.003860621659077;-0.024203431372549;0.000569944905326;0.000318498751829
-0.02133929746086;0.020282931615478;0.004232218255891;0.004202440755326;0.012454459370536;-0.00851316570976;0.013174019607843;0.001234880628206;0.001101833519842
0.007748980397316;0.015570085490706;0.001631579467808;0.002379527712453;0.004798818752307;-0.015096020589983;0.032475490196079;0.00155151668672;0.000946888181114
0.001118273911327;0.000812282352564;0.001938118640548;0.004619901757511;0.004044489383215;-0.012819243714116;0.037683823529412;0.001741498321829;0.001523629164156
0.014905933429812;0.135956764060125;0.007712921120549;0.004884293725561;0.022116295119329;-0.00351415561275;0.009191176470588;0.005425031135879;0.002108978221572
-0.006512301013025;-0.106875447358475;0.005102393972055;0.00164201327526;0.0086186142809;0.020490991882796;0.011642156862745;0.004475122960336;0.002246707411552
-0.004894092882515;0.035965610699609;0.006328550663015;0.007444721205627;0.00388399377277;0.006434369431797;-0.016237745098039;0.002258670550736;0.002711543427735
0.015208525194053;0.017315286188788;0.001522807503288;0.008140489542602;0.009324794966858;-0.021926351217581;0.01531862745098;0.00448567749562;0.002737367650856
0.011616892514143;0.044329706211144;0.003866348920686;0.006512391634082;0.001027171906848;0.019649574341714;0.041973039215687;0.00337745129082;0.00340879745201
0.00634127088541;0.007801127544413;0.002205104371644;0.006303661132989;0.000369139904024;-0.004009107107503;0.017156862745098;0.002469761256412;0.00313333907205
0.036745165109854;-0.003498443795691;0.001611802746987;0.004299848322503;0.005248206461553;0.016877845971095;0.016237745098039;0.002659742891521;0.002857880692089
-0.005841336666228;-0.054961758390233;0.002768740915069;0.001544605708083;0.005248206461553;0.006879825777074;0.037071078431373;0.002913051738332;0.002375828527158
-0.006367583212735;-0.010599882580966;0.002135885848767;0.001822913042873;0.003209912208901;-0.009156602652939;0.039215686274509;0.001973698098073;0.001936816734097
-0.00820944612551;-0.064580468228502;0.001661244549041;-0.001447198140907;0.003450655624569;-0.005295980993863;0.022671568627451;0.004770649948283;0.001885168287854
0.003012761478753;0.014942778327343;0.003134610250274;0.002045558910705;0.008634663841944;0.007869728766581;0.007352941176471;0.004770649948283;0.00194542480847
