# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSDXP
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FSDXP;MSONDQ
-0.007333333333334;0.017693278966713
-0.012666666666666;0.003828182176433
0.011333333333334;-0.005669891668878
0.036;-0.009264844258932
0.010666666666666;0.009618709838267
0.006;-0.010093211410556
0.003333333333334;-0.004511786136512
-0.072;0.002050811880233
-0.038666666666668;-0.001359165520625
-0.002;0.020990662774145
-0.016;-0.002074939078824
0.018666666666668;0.010294271398815
0.085333333333332;-0.001704988700429
0.046666666666668;-0.003997072566569
-0.016;0.015763103079434
-0.05;0.006988845191852
-0.028;0.009345268254236
-0.003333333333334;0.005179305297529
-0.004666666666666;0.005887036456197
-0.012;0.017033802205226
-0.005333333333334;0.022116598708389
-0.004666666666666;-0.009892151422298
-0.002;0.013229747227384
0.000666666666666;0.008404307509188
-0.002;0.008943148277721
0.012666666666666;0.009409607450479
-0.013333333333332;0.029403012682863
0.025333333333332;0.020443779606085
0.033333333333334;0.017862169356849
0.060666666666666;0.001865836691034
0.019333333333334;-0.019012232489686
-0.056666666666666;-0.053007455304365
-0.036;0.020282931615478
-0.019333333333334;0.015570085490706
0.000666666666666;0.000812282352564
0.027333333333334;0.135956764060125
-0.037333333333334;-0.106875447358475
-0.006;0.035965610699609
-0.020666666666666;0.017315286188788
0.036;0.044329706211144
-0.001333333333334;0.007801127544413
0.048666666666668;-0.003498443795691
0.008;-0.054961758390233
0.045333333333332;-0.010599882580966
0.082;-0.064580468228502
0.001333333333334;0.014942778327343
-0.078;-0.002670076644068
-0.088;0.034759250770061
-0.031333333333334;0.004165962956706
0.018;-0.010889408964058
0.011333333333334;0.010101253810088
-0.055333333333334;0.018594027714107
-0.010666666666666;0.017065971803349
-0.003333333333334;0.042841862298034
-0.018666666666666;0.015377067901981
0.004666666666666;0.041345975985394
0.043333333333334;0.028542475933119
0.024;0.02332295863794
0.052;0.044900716577798
0.066;0.01314932323208
0.052;-0.041788307959563
0.192666666666666;0.038909128927708
0.078;-0.140733949381137
-0.122666666666666;-0.056337008709919
-0.110666666666666;-0.029419097481926
0.022;0.015964163067694
-0.022666666666668;-0.02261522747927
-0.087333333333332;0.019591285255869
0.003333333333332;0.022969093058605
-0.005333333333332;0.044619232594236
0.048666666666666;-0.003763842980192
0.05;-0.000772070354911
0.059333333333334;0.038048592177962
0.044666666666666;0.011026129756074
0.064666666666666;0.020588542797628
0.092666666666668;0.020049702029097
-0.045333333333334;0.047932701200731
-0.044;0.033938926017968
0.053333333333334;0.030335931028381
0.008666666666666;0.074167008468647
0.025333333333334;-0.066985145688067
-0.023333333333334;-0.0016969463009
0.046;0.004865651715847
-0.018666666666666;0.002396635060036
0.046;-0.095784978406157
-0.136666666666668;0.015618339887891
-0.066;-0.000522755969472
0.034;0.0104229497913
0.012666666666668;-0.013245832026443
0.077333333333332;-0.026885741629872
0.048666666666668;-0.063856652270772
0.102;0.021223892360526
-0.024;-0.071657779815186
0.022;-0.028043847162241
-0.219333333333334;0.006546513217685
-0.056666666666666;-0.025349643319582
-0.076666666666668;0.044024095028994
-0.011333333333332;0.014355683161628
0.005333333333332;0.033231194859297
0.040666666666668;0.056111821523071
0.048666666666666;0.009176377864099
-0.008666666666666;-0.014572827948947
-0.012;-0.011379995335409
-0.048666666666668;0.036279264281292
-0.019333333333332;-0.037348903418824
-0.013333333333334;0.0287757055195
-0.031333333333334;0.005983545250561
-0.073333333333332;-0.015980247866755
-0.060666666666668;-0.037099589033383
-0.000666666666666;-0.00299177262528
0.004666666666666;0.032949710875735
-0.078666666666666;-0.020588542797628
-0.010666666666666;0.05188956176965
-0.042;0.00402119976516
0.154666666666666;0.032225894918009
0.005333333333334;0.055203030376143
0.016666666666666;-0.024135240990501
0.009333333333334;0.07652343153103
-0.006666666666668;-0.020081871627218
-0.005333333333332;0.015948078268632
-0.024;-0.007117523584337
-0.04;-0.037541921007552
0.004;0.027513048793237
0.028666666666666;-0.003450189398509
-0.008666666666666;-0.050980770622723
0.037333333333332;0.034855759564425
0.052666666666668;0.023314916238408
-0.082;-0.064379408240242
-0.052;-0.106143589001214
-0.013333333333334;0.095406985628231
-0.003333333333334;-0.043766738244023
-0.036666666666666;0.029949895850925
0.014666666666666;0.049050594735445
-0.006666666666666;-0.03477533556912
-0.001333333333334;0.011733860914742
-0.033333333333332;-0.011339783337757
-0.003333333333334;0.032129386123645
-0.006666666666666;0.007495516362263
-0.009333333333334;0.010382737793647
0.000666666666666;0.003804054977844
0.030666666666668;0.036753765853579
-0.012;0.016181307855012
0.009333333333332;0.026950080826116
-0.01;0.013639909603428
-0.040666666666666;0.011814284910047
-0.028;0.024842972149169
-0.022;0.05710907906483
-0.022;-0.018055186945576
-0.006;-0.012353125678578
0.002666666666666;0.013865096790279
-0.038;0.004439404540739
-0.025333333333332;0.040413057639878
-0.01;0.027810617575858
-0.042666666666668;0.076249989947002
-0.005333333333332;0.052725971320802
-0.015333333333334;-0.064701104221456
-0.021333333333334;0.028317288746271
0.008666666666668;-0.000731858357259
-0.004666666666668;-0.044241239816313
-0.032666666666666;0.034968353157847
-0.011333333333334;-0.002034727081171
-0.000666666666666;0.076105226755454
-0.003333333333334;-0.009441777048599
-0.006666666666666;-0.008790342686643
-0.009333333333334;0.080914581674587
-0.009333333333332;-0.003176747814476
0.014;-0.040573905630485
0.014;-0.071891009401566
0.007333333333332;-0.07826058982958
0.02;-0.080118384121087
0.004666666666668;-0.050522353849495
