# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HHSNTN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
HHSNTN;MSONDQ;GDP252
0.023890784982935;0.017693278966713;0.003797130397809
-0.00910125142207;0.003828182176433;0.002561085346439
0.003412969283277;-0.005669891668878;0.000326315893562
0.104095563139936;-0.009264844258932;0.002076555686302
-0.065415244596138;0.009618709838267;0.002867624519178
-0.033560864618884;-0.010093211410556;-0.000969059320274
-0.053469852104665;-0.004511786136512;0.000266985731096
0.018202502844142;0.002050811880233;-1.97767208219082e-05
0.045506257110353;-0.001359165520625;0.003520256306302
0.008532423208191;0.020990662774145;0.001156938168082
-0.009101251422072;-0.002074939078824;0.004815631520138
0.071103526734926;0.010294271398815;0.002610527148494
-0.084755403868032;-0.001704988700429;0.002996173204521
-0.043799772468713;-0.003997072566569;0.002037002244658
0.072810011376563;0.015763103079434;0.003589474829179
0.009670079635951;0.006988845191852;0.001710686351096
-0.070534698521046;0.009345268254236;0.00247209010274
0.027303754266211;0.005179305297529;0.003530144666713
0.010238907849829;0.005887036456197;0.002234769452877
0.027872582480091;0.017033802205226;0.005270496099042
-0.021615472127418;0.022116598708389;0.004795854799316
0.025597269624573;-0.009892151422298;0.005102393972055
0.032992036405012;0.013229747227384;0.000781180472466
0.030716723549488;0.008404307509188;0.006209890338083
0.013651877133106;0.008943148277721;0.003184052052329
0.015358361774744;0.009409607450479;0.004993622007535
0.027303754266211;0.029403012682863;0.008316111105618
-0.098976109215017;0.020443779606085;0.004479427266165
-0.077360637087605;0.017862169356849;0.000850398995343
-0.078498293515358;0.001865836691034;0.003540033027124
-0.004550625711034;-0.019012232489686;0.001295375213836
0.07679180887372;-0.053007455304365;0.00184912339685
-0.013651877133106;0.020282931615478;0.004232218255891
0.003412969283277;0.015570085490706;0.001631579467808
-0.049488054607508;0.000812282352564;0.001938118640548
0.025028441410693;0.135956764060125;0.007712921120549
-0.052332195676904;-0.106875447358475;0.005102393972055
-0.008532423208191;0.035965610699609;0.006328550663015
0.037542662116041;0.017315286188788;0.001522807503288
0.076222980659839;0.044329706211144;0.003866348920686
-0.088168373151307;0.007801127544413;0.002205104371644
-0.085893060295791;-0.003498443795691;0.001611802746987
-0.109215017064846;-0.054961758390233;0.002768740915069
-0.071672354948805;-0.010599882580966;0.002135885848767
-0.060295790671217;-0.064580468228502;0.001661244549041
0.042662116040955;0.014942778327343;0.003134610250274
-0.040955631399317;-0.002670076644068;-0.00102838948274
0.052901023890785;0.034759250770061;0.006941629008494
0.013083048919227;0.004165962956706;0.003391707620959
0.031285551763367;-0.010889408964058;0.002956619762877
0.014789533560865;0.010101253810088;0.006249443779727
0.16268486916951;0.018594027714107;0.00504306380959
-0.072241183162684;0.017065971803349;0.007287721622878
0.097838452787257;0.042841862298034;0.006031899850686
-0.056313993174061;0.015377067901981;0.009295058786303
-0.21103526734926;0.041345975985394;0.007366828506165
-0.114903299203639;0.028542475933119;-0.000217543929041
-0.060864618885097;0.02332295863794;0.001483254061644
0.012514220705348;0.044900716577798;-0.00123604505137
-0.199658703071671;0.01314932323208;-0.003579586468768
0.147326507394766;-0.041788307959563;0.00165135618863
-0.068259385665529;0.038909128927708;0.00184912339685
-0.099544937428895;-0.140733949381137;-0.005992346409042
0.009670079635949;-0.056337008709919;0.00350047958548
0.262229806598407;-0.029419097481926;0.006733973439864
0.04778156996587;0.015964163067694;0.005962681327809
0.013083048919227;-0.02261522747927;0.00442998546411
0.144482366325368;0.019591285255869;0.008563320115892
0.01080773606371;0.022969093058605;0.003905902362329
0.07679180887372;0.044619232594236;0.004627752672329
0.013651877133106;-0.003763842980192;0.005883574444521
-0.022753128555177;-0.000772070354911;0.005369379703151
-0.015358361774744;0.038048592177962;0.002481978463151
-0.039817974971558;0.011026129756074;0.004390432022466
-0.078498293515358;0.020588542797628;0.006991070810549
-0.040386803185438;0.020049702029097;0.00267974567137
-0.058020477815699;0.047932701200731;0.010135569421234
-0.019340159271899;0.033938926017968;0.002116109127945
-0.116609783845277;0.030335931028381;0.003955344164384
-0.079635949943117;0.074167008468647;0.00257097370685
-0.083617747440273;-0.066985145688067;-0.000187878847808
-0.071103526734926;-0.0016969463009;0.004884850043014
0.033560864618885;0.004865651715847;0.001433812259589
0.001706484641638;0.002396635060036;-0.000791068832877
-0.060295790671217;-0.095784978406157;-0.011134293822741
0.213310580204777;0.015618339887891;0.005310049540686
0.139931740614334;-0.000522755969472;0.006565871312878
-0.084186575654153;0.0104229497913;0.002135885848767
0.122298065984073;-0.013245832026443;0.000118660324932
-0.03811149032992;-0.026885741629872;0.001987560442603
-0.175767918088736;-0.063856652270772;-0.00380701875822
0.004550625711034;0.021223892360526;0.00329282401685
0.048350398179751;-0.071657779815186;0.001779904873973
0.012514220705346;-0.028043847162241;0.003896014001918
0.135949943117178;0.006546513217685;0.009245616984248
0.045506257110351;-0.025349643319582;0.005082617251234
0.29692832764505;0.044024095028994;0.010412443512741
-0.025028441410693;0.014355683161628;0.009482937634111
-0.000568828213881;0.033231194859297;0.008573208476303
0.130261660978385;0.056111821523071;0.004756301357672
-0.091581342434585;0.009176377864099;0.007979906851645
0.0580204778157;-0.014572827948947;0.004360766941234
-0.062571103526735;-0.011379995335409;0.007505265551919
-0.039249146757679;0.036279264281292;0.009690593202741
-0.01023890784983;-0.037348903418824;0.005329826261508
-0.025028441410693;0.0287757055195;0.01122328906644
-0.025597269624573;0.005983545250561;0.001364593736713
0.037542662116041;-0.015980247866755;0.00504306380959
0.035836177474403;-0.037099589033383;0.006457099348357
-0.060295790671218;-0.00299177262528;0.010679429243837
-0.049488054607508;0.032949710875735;0.003985009245617
-0.006825938566553;-0.020588542797628;0.000276874091507
0.001706484641638;0.05188956176965;0.008622650278357
0.040955631399317;0.00402119976516;0.007178949658357
-0.13367463026166;0.032225894918009;0.001582137665754
0.103526734926052;0.055203030376143;0.010788201208358
0.042093287827075;-0.024135240990501;0.004716747916028
0.02957906712173;0.07652343153103;0.005537481830138
