# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSDJ
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FSDJ;MSONDQ
0.002250850428403;0.017693278966713
0.002054357183544;0.003828182176433
-9.65746856113276e-05;-0.005669891668878
-0.00155316604153;-0.009264844258932
-0.000386546628058;0.009618709838267
-0.000815946481496;-0.010093211410556
-0.001427157521495;-0.004511786136512
0.004122136340186;0.002050811880233
0.003010769597036;-0.001359165520625
0.001315601249137;0.020990662774145
0.000926216847236;-0.002074939078824
-0.000642178666654;0.010294271398815
-0.005801814419403;-0.001704988700429
-0.003235937526628;-0.003997072566569
0.001976368754638;0.015763103079434
0.004354268306223;0.006988845191852
0.003114582026124;0.009345268254236
0.000163186197729;0.005179305297529
0.002511907546929;0.005887036456197
0.003385965129724;0.017033802205226
0.002062095862531;0.022116598708389
0.002101866010596;-0.009892151422298
0.002038342740076;0.013229747227384
0.001515967706702;0.008404307509188
0.000839981057408;0.008943148277721
-0.000773617430903;0.009409607450479
0.004388613374358;0.029403012682863
0.000935760443343;0.020443779606085
-0.004296159787066;0.017862169356849
-0.006147046778597;0.001865836691034
-0.002570775215777;-0.019012232489686
0.00398373095735;-0.053007455304365
0.00220177940556;0.020282931615478
0.002565621260736;0.015570085490706
-0.00165902869121;0.000812282352564
-0.002412750719514;0.135956764060125
0.003580919418068;-0.106875447358475
0.000166029135855;0.035965610699609
0.00454818199142;0.017315286188788
-0.002715896749445;0.044329706211144
-0.000101992019116;0.007801127544413
-0.007298684605322;-0.003498443795691
-0.000861916352033;-0.054961758390233
-0.003790844964591;-0.010599882580966
-0.003953522480385;-0.064580468228502
0.001083732661563;0.014942778327343
0.003861587903595;-0.002670076644068
0.007116641025999;0.034759250770061
0.003316502933055;0.004165962956706
-0.002427985356157;-0.010889408964058
-0.00258911616901;0.010101253810088
0.005011681609521;0.018594027714107
0.002364203871457;0.017065971803349
-0.000386538881633;0.042841862298034
0.003376666837088;0.015377067901981
-0.000191078493496;0.041345975985394
-0.005107481652591;0.028542475933119
-0.001629068099859;0.02332295863794
-0.000687879994443;0.044900716577798
-0.002791816882766;0.01314932323208
-0.001371375512103;-0.041788307959563
-0.008931370285848;0.038909128927708
-0.007393704841568;-0.140733949381137
0.007017744994905;-0.056337008709919
0.00837027087184;-0.029419097481926
0.000436640179056;0.015964163067694
0.000709830781919;-0.02261522747927
0.009606342153413;0.019591285255869
0.001997544899573;0.022969093058605
5.8098190589953e-05;0.044619232594236
-0.002474208276591;-0.003763842980192
-0.000384480914615;-0.000772070354911
-0.002234327302999;0.038048592177962
-0.003568778187305;0.011026129756074
-0.004195464003136;0.020588542797628
-0.004396354635487;0.020049702029097
0.004452903540994;0.047932701200731
0.00322302939975;0.033938926017968
-0.003314437219612;0.030335931028381
0.001045251002258;0.074167008468647
0.000790135392023;-0.066985145688067
0.001239428065919;-0.0016969463009
-0.002496672910286;0.004865651715847
0.001296493399787;0.002396635060036
-0.001501257244844;-0.095784978406157
0.008247360921969;0.015618339887891
0.001612289342416;-0.000522755969472
0.000738234341763;0.0104229497913
0.002216510524552;-0.013245832026443
-0.006534884477558;-0.026885741629872
-0.003501642500402;-0.063856652270772
-0.002403199376981;0.021223892360526
-7.33328272334924e-05;-0.071657779815186
0.001852428530188;-0.028043847162241
0.01243972635494;0.006546513217685
0.005984113630765;-0.025349643319582
0.008300553043131;0.044024095028994
0.000966237463056;0.014355683161628
0.003089790882664;0.033231194859297
-0.004506612090518;0.056111821523071
-0.004339031087438;0.009176377864099
0.003158734068831;-0.014572827948947
0.001548252225677;-0.011379995335409
0.004923111563503;0.036279264281292
0.0017956214105;-0.037348903418824
0.003293263656819;0.0287757055195
0.00811231490562;0.005983545250561
0.016615307866185;-0.015980247866755
0.013726924044234;-0.037099589033383
-0.000250725969168;-0.00299177262528
0.004077718336873;0.032949710875735
0.024151288721153;-0.020588542797628
0.010785348101119;0.05188956176965
0.018843438028855;0.00402119976516
-0.042373205217786;0.032225894918009
-0.002432894007726;0.055203030376143
0.004071521196544;-0.024135240990501
0.002726483530841;0.07652343153103
0.004037436924731;-0.020081871627218
0.011107082969897;0.015948078268632
0.01191038728512;-0.007117523584337
0.016918451313974;-0.037541921007552
0.003212442618354;0.027513048793237
-0.001745527859502;-0.003450189398509
0.010368073985592;-0.050980770622723
-0.005941250076818;0.034855759564425
-0.01489353571128;0.023314916238408
0.020160072134713;-0.064379408240242
0.011653980603984;-0.106143589001214
0.004455227468618;0.095406985628231
-0.000776708254643;-0.043766738244023
0.019809933706091;0.029949895850925
0.00714995065527;0.049050594735445
-0.002010972036954;-0.03477533556912
-0.004917430851534;0.011733860914742
0.008917943148468;-0.011339783337757
0.008518744025569;0.032129386123645
0.007826988236278;0.007495516362263
0.008414425496688;0.010382737793647
0.014107531746143;0.003804054977844
-0.012494725975366;0.036753765853579
0.007470136238966;0.016181307855012
