# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBMNU
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
LBMNU;MSONDQ;GDP252;GDP274_3
0.018435395960244;0.017693278966713;0.003797130397809;-0.000904498838067
-0.002885540237256;0.003828182176433;0.002561085346439;0.000250476601311
0.000144277011863;-0.005669891668878;0.000326315893562;0.00026439196805
0.006043603719141;-0.009264844258932;0.002076555686302;0.002003812810487
0.001747354921449;0.009618709838267;0.002867624519178;0.001516774974604
-0.005594741904457;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.009121513305547;-0.004511786136512;0.000266985731096;0.000918414204806
-0.005450464892594;0.002050811880233;-1.97767208219082e-05;0.000570530036319
-0.002260339852517;-0.001359165520625;0.003520256306302;0.00054269930284
0.005674895799936;0.020990662774145;0.001156938168082;0.000445291735664
0.012327669124719;-0.002074939078824;0.004815631520138;0.000654022236756
0.003606925296569;0.010294271398815;0.002610527148494;0.001182806172857
0.011766591856364;-0.001704988700429;0.002996173204521;0.000640106870017
-0.002084001282462;-0.003997072566569;0.002037002244658;0.000918414204806
-0.006348188521962;0.015763103079434;0.003589474829179;0.000180899767613
0.006027572940045;0.006988845191852;0.001710686351096;0.000333968801748
0.006300096184675;0.009345268254236;0.00247209010274;0.0021847125781
0.002709201667201;0.005179305297529;0.003530144666713;0.001683759375478
0.007806989419686;0.005887036456197;0.002234769452877;0.002769157981159
0.018804103879449;0.017033802205226;0.005270496099042;0.00356233388531
0.004488618146842;0.022116598708389;0.004795854799316;0.000250476601311
0.006636742545688;-0.009892151422298;0.005102393972055;0.000500953202622
0.01011542160949;0.013229747227384;0.000781180472466;0.000306138068269
0.016447579352357;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.010596344982366;0.008943148277721;0.003184052052329;-0.001154975439378
0.002548893876242;0.009409607450479;0.004993622007535;-0.002087305010924
0.010243667842257;0.029403012682863;0.008316111105618;-0.003464926318133
0.01577428663033;0.020443779606085;0.004479427266165;0.00055661466958
0.010868868226996;0.017862169356849;0.000850398995343;0.00054269930284
0.005242064764348;0.001865836691034;0.003540033027124;0.002769157981159
-0.003029817249118;-0.019012232489686;0.001295375213836;0.002685665780722
-0.001250400769477;-0.053007455304365;0.00184912339685;0.001989897443747
-0.00686117345303;0.020282931615478;0.004232218255891;0.004202440755326
0.003655017633857;0.015570085490706;0.001631579467808;0.002379527712453
0.005081756973389;0.000812282352564;0.001938118640548;0.004619901757511
0.001987816607887;0.135956764060125;0.007712921120549;0.004884293725561
0.010788714331517;-0.106875447358475;0.005102393972055;0.00164201327526
0.007935235652453;0.035965610699609;0.006328550663015;0.007444721205627
0.00705354280218;0.017315286188788;0.001522807503288;0.008140489542602
0.010772683552421;0.044329706211144;0.003866348920686;0.006512391634082
0.010740621994229;0.007801127544413;0.002205104371644;0.006303661132989
0.005610772683552;-0.003498443795691;0.001611802746987;0.004299848322503
-0.003574863738378;-0.054961758390233;0.002768740915069;0.001544605708083
-0.004616864379609;-0.010599882580966;0.002135885848767;0.001822913042873
-0.015405578711125;-0.064580468228502;0.001661244549041;-0.001447198140907
-0.005851234369991;0.014942778327343;0.003134610250274;0.002045558910705
-0.008768836165438;-0.002670076644068;-0.00102838948274;0.008488373711089
0.005370310997115;0.034759250770061;0.006941629008494;0.008210066376299
0.003687079192049;0.004165962956706;0.003391707620959;0.007611705606501
1.60307790959546e-05;-0.010889408964058;0.002956619762877;0.004258102222284
0.012279576787432;0.010101253810088;0.006249443779727;0.000793175904151
0.014139147162552;0.018594027714107;0.00504306380959;0.003882387320318
0.008416159025329;0.017065971803349;0.007287721622878;0.004439001989897
0.006652773324784;0.042841862298034;0.006031899850686;0.003687572185965
0.012423853799295;0.015377067901981;0.009295058786303;0.004355509789461
0.018146841936518;0.041345975985394;0.007366828506165;0.004258102222284
0.012760500160308;0.028542475933119;-0.000217543929041;0.005023447392956
0.008319974350754;0.02332295863794;0.001483254061644;0.005580062062536
0.006171849951908;0.044900716577798;-0.00123604505137;0.004772970791645
-0.005322218659827;0.01314932323208;-0.003579586468768;0.009058903747408
0.00325424815646;-0.041788307959563;0.00165135618863;0.009796418184601
-0.004328310355883;0.038909128927708;0.00184912339685;0.014597219709725
-0.02050336646361;-0.140733949381137;-0.005992346409042;0.015501718547792
-0.038281500480923;-0.056337008709919;0.00350047958548;0.012593406899239
-0.010900929785188;-0.029419097481926;0.006733973439864;0.023433477589302
0.010708560436037;0.015964163067694;0.005962681327809;0.007486467305846
0.020278935556268;-0.02261522747927;0.00442998546411;0.010436525054618
0.019894196857967;0.019591285255869;0.008563320115892;0.006261915032771
0.000416800256492;0.022969093058605;0.003905902362329;0.008349220043694
0.004873356845143;0.044619232594236;0.004627752672329;0.007041175570182
0.006572619429304;-0.003763842980192;0.005883574444521;0.008780596412618
0.013129208079513;-0.000772070354911;0.005369379703151;0.0043694251562
0.023789676178262;0.038048592177962;0.002481978463151;0.006484560900602
0.013594100673293;0.011026129756074;0.004390432022466;0.010339117487441
0.012552100032062;0.020588542797628;0.006991070810549;0.006206253565813
0.005979480602757;0.020049702029097;0.00267974567137;0.013289175236213
0.038105161910869;0.047932701200731;0.010135569421234;0.011619331227475
0.011285668483488;0.033938926017968;0.002116109127945;0.01038086358766
0.016399487015069;0.030335931028381;0.003955344164384;0.012704729833155
0.009714652132094;0.074167008468647;0.00257097370685;0.01230118419771
0.005594741904457;-0.066985145688067;-0.000187878847808;0.016754101554347
0.01159025328631;-0.0016969463009;0.004884850043014;0.016573201786733
0.002725232446297;0.004865651715847;0.001433812259589;0.025854751401973
-0.003318371272844;0.002396635060036;-0.000791068832877;0.043262875193076
-0.024334722667522;-0.095784978406157;-0.011134293822741;0.042386207088488
-0.006284065405579;0.015618339887891;0.005310049540686;0.022250671416445
0.016832318050657;-0.000522755969472;0.006565871312878;0.01884140656527
0.007614620070535;0.0104229497913;0.002135885848767;0.009615518416988
