# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRUK
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
EXRUK;MSONDQ;GDP252
0.002959921021697;0.017693278966713;0.003797130397809
-0.003677834271492;0.003828182176433;0.002561085346439
-0.003427349238706;-0.005669891668878;0.000326315893562
0.000297365160296;-0.009264844258932;0.002076555686302
0.001819302019633;0.009618709838267;0.002867624519178
0.002587822269004;-0.010093211410556;-0.000969059320274
0.000215570126098;-0.004511786136512;0.000266985731096
-0.005623653790064;0.002050811880233;-1.97767208219082e-05
-0.004295906580262;-0.001359165520625;0.003520256306302
0.004040713919614;0.020990662774145;0.001156938168082
0.007336053426865;-0.002074939078824;0.004815631520138
0.000196347312309;0.010294271398815;0.002610527148494
-0.001275178698612;-0.001704988700429;0.002996173204521
-0.004531287973637;-0.003997072566569;0.002037002244658
-0.000941525573502;0.015763103079434;0.003589474829179
0.00045212842644;0.006988845191852;0.001710686351096
-0.001628643090999;0.009345268254236;0.00247209010274
-0.000470762786751;0.005179305297529;0.003530144666713
-0.001178083873844;0.005887036456197;0.002234769452877
0.000236558300342;0.017033802205226;0.005270496099042
-0.000138875022092;0.022116598708389;0.004795854799316
-0.006452000143581;-0.009892151422298;0.005102393972055
-0.00015613632427;0.013229747227384;0.000781180472466
0.003902427351;0.008404307509188;0.006209890338083
0.001334220198121;0.008943148277721;0.003184052052329
-0.00139267324414;0.009409607450479;0.004993622007535
0.005963191450008;0.029403012682863;0.008316111105618
-0.001432491929855;0.020443779606085;0.004479427266165
-0.005118760701268;0.017862169356849;0.000850398995343
-0.001688076892826;0.001865836691034;0.003540033027124
0.0011570956996;-0.019012232489686;0.001295375213836
0.001698080602045;-0.053007455304365;0.00184912339685
0.001139245943937;0.020282931615478;0.004232218255891
-0.006064601600319;0.015570085490706;0.001631579467808
-0.099066143936899;0.000812282352564;0.001938118640548
-0.124212526644684;0.135956764060125;0.007712921120549
-0.008317986139565;-0.106875447358475;0.005102393972055
-0.001397577023167;0.035965610699609;0.006328550663015
-0.001725737915766;0.017315286188788;0.001522807503288
0.001376000395439;0.044329706211144;0.003866348920686
0.000470566635592;0.007801127544413;0.002205104371644
-0.001849116996123;-0.003498443795691;0.001611802746987
0.004727242983622;-0.054961758390233;0.002768740915069
0.005315696467061;-0.010599882580966;0.002135885848767
-0.000666913947895;-0.064580468228502;0.001661244549041
-0.008611035974317;0.014942778327343;0.003134610250274
0.000921910457383;-0.002670076644068;-0.00102838948274
0.014515185924822;0.034759250770061;0.006941629008494
0.002549965094899;0.004165962956706;0.003391707620959
0.013181358029026;-0.010889408964058;0.002956619762877
0.036876418295492;0.010101253810088;0.006249443779727
0.055275397211004;0.018594027714107;0.00504306380959
-0.000117690696688;0.017065971803349;0.007287721622878
-0.089405699250446;0.042841862298034;0.006031899850686
-0.048213955409739;0.015377067901981;0.009295058786303
0.032561092750271;0.041345975985394;0.007366828506165
0.06557333317118;0.028542475933119;-0.000217543929041
-0.031168419506131;0.02332295863794;0.001483254061644
-0.058433430905459;0.044900716577798;-0.00123604505137
-0.057688056493108;0.01314932323208;-0.003579586468768
0.069241359884618;-0.041788307959563;0.00165135618863
-0.027618083489386;0.038909128927708;0.00184912339685
-0.012592904545588;-0.140733949381137;-0.005992346409042
0.036994108992174;-0.056337008709919;0.00350047958548
-0.040132527570517;-0.029419097481926;0.006733973439864
-0.115572264147354;0.015964163067694;0.005962681327809
-0.050018546092287;-0.02261522747927;0.00442998546411
-0.025443159414597;0.019591285255869;0.008563320115892
-0.113647628954185;0.022969093058605;0.003905902362329
-0.024165823053217;0.044619232594236;0.004627752672329
-0.066848315718633;-0.003763842980192;0.005883574444521
0.03646607006637;-0.000772070354911;0.005369379703151
0.00323943642633;0.038048592177962;0.002481978463151
0.009575118931355;0.011026129756074;0.004390432022466
0.04668378020164;0.020588542797628;0.006991070810549
0.066088818422672;0.020049702029097;0.00267974567137
-0.054007868407676;0.047932701200731;0.010135569421234
0.05687657913944;0.033938926017968;0.002116109127945
0.031269241202964;0.030335931028381;0.003955344164384
0.018221658265843;0.074167008468647;0.00257097370685
0.038586856420683;-0.066985145688067;-0.000187878847808
0.088107178563662;-0.0016969463009;0.004884850043014
-0.04187827290472;0.004865651715847;0.001433812259589
0.054534534275354;0.002396635060036;-0.000791068832877
0.017574947887544;-0.095784978406157;-0.011134293822741
0.058338886045785;0.015618339887891;0.005310049540686
0.002300264666762;-0.000522755969472;0.006565871312878
-0.044639688951333;0.0104229497913;0.002135885848767
-0.135616755153725;-0.013245832026443;0.000118660324932
-0.142974581359483;-0.026885741629872;0.001987560442603
0.027056895017351;-0.063856652270772;-0.00380701875822
-0.021290050879652;0.021223892360526;0.00329282401685
-0.039112541532559;-0.071657779815186;0.001779904873973
-0.032600322982502;-0.028043847162241;0.003896014001918
-0.044742079857451;0.006546513217685;0.009245616984248
-0.067829071524366;-0.025349643319582;0.005082617251234
0.011337537114254;0.044024095028994;0.010412443512741
-0.025068118394487;0.014355683161628;0.009482937634111
-0.023773520730922;0.033231194859297;0.008573208476303
-0.020066263785259;0.056111821523071;0.004756301357672
-0.023067376550796;0.009176377864099;0.007979906851645
-0.05843343090546;-0.014572827948947;0.004360766941234
-0.047978574016364;-0.011379995335409;0.007505265551919
-0.058727657647179;0.036279264281292;0.009690593202741
0.082638484190901;-0.037348903418824;0.005329826261508
0.071026335451047;0.0287757055195;0.01122328906644
0.034699140406769;0.005983545250561;0.001364593736713
0.003079573229994;-0.015980247866755;0.00504306380959
0.040524829892811;-0.037099589033383;0.006457099348357
-0.012769440590619;-0.00299177262528;0.010679429243837
-0.034032226458873;0.032949710875735;0.003985009245617
0.065946020377362;-0.020588542797628;0.000276874091507
0.05876688787941;0.05188956176965;0.008622650278357
-0.014142498718647;0.00402119976516;0.007178949658357
0.081010429553392;0.032225894918009;0.001582137665754
0.024695431188311;0.055203030376143;0.010788201208358
0.025970413735758;-0.024135240990501;0.004716747916028
-0.086090744627077;0.07652343153103;0.005537481830138
0.056393458829537;-0.020081871627218;0.007851358166302
-0.026009643967989;0.015948078268632;0.002521531904795
-0.081441962107911;-0.007117523584337;0.003203828773151
-0.006335682505019;-0.037541921007552;0.006496652790001
-0.007159517381839;0.027513048793237;0.003154386971096
0.042231344994783;-0.003450189398509;0.005626477073836
0.010415626656865;-0.050980770622723;0.002323764696576
0.110943096744301;0.034855759564425;0.002877512879589
0.047311660068469;0.023314916238408;-0.005033175449179
-0.021890469583918;-0.064379408240242;-0.002966508123288
-0.117082628088182;-0.106143589001214;0.00607145329233
-0.012024066178262;0.095406985628231;0.003035726646165
0.052568511187185;-0.043766738244023;-0.00061307834548
-0.00378571741012;0.029949895850925;0.011599046762056
0.021694318422774;0.049050594735445;0.004113557930959
0.056177692552274;-0.03477533556912;0.007159172937535
