# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBPUR7
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LBPUR7;MSONDQ;GDP252
0.008329722182098;0.017693278966713;0.003797130397809
0.001556807421317;0.003828182176433;0.002561085346439
0.003627200796058;-0.005669891668878;0.000326315893562
0.020238496477121;-0.009264844258932;0.002076555686302
-0.000128396488356;0.009618709838267;0.002867624519178
0.005248206461553;-0.010093211410556;-0.000969059320274
-0.002150641179964;-0.004511786136512;0.000266985731096
0.007093905981671;0.002050811880233;-1.97767208219082e-05
0.014942141332435;-0.001359165520625;0.003520256306302
0.003691399040236;0.020990662774145;0.001156938168082
0.005986486269601;-0.002074939078824;0.004815631520138
0.013000144446049;0.010294271398815;0.002610527148494
0.002969168793233;-0.001704988700429;0.002996173204521
0.004365480604106;-0.003997072566569;0.002037002244658
0.007527244129873;0.015763103079434;0.003589474829179
0.007029707737493;0.006988845191852;0.001710686351096
0.003643250357103;0.009345268254236;0.00247209010274
0.004493877092462;0.005179305297529;0.003530144666713
0.009661835748792;0.005887036456197;0.002234769452877
-0.005312404705731;0.017033802205226;0.005270496099042
0.010368016434751;0.022116598708389;0.004795854799316
0.012133468149646;-0.009892151422298;0.005102393972055
0.003161763525768;0.013229747227384;0.000781180472466
0.000995072784759;0.008404307509188;0.006209890338083
0.00032099122089;0.008943148277721;0.003184052052329
0.008426019548365;0.009409607450479;0.004993622007535
0.010817404143997;0.029403012682863;0.008316111105618
0.009292695844769;0.020443779606085;0.004479427266165
0.007751937984496;0.017862169356849;0.000850398995343
0.006500072223025;0.001865836691034;0.003540033027124
0.006307477490491;-0.019012232489686;0.001295375213836
0.012229765515913;-0.053007455304365;0.00184912339685
0.012454459370536;0.020282931615478;0.004232218255891
0.004798818752307;0.015570085490706;0.001631579467808
0.004044489383215;0.000812282352564;0.001938118640548
0.022116295119329;0.135956764060125;0.007712921120549
0.0086186142809;-0.106875447358475;0.005102393972055
0.00388399377277;0.035965610699609;0.006328550663015
0.009324794966858;0.017315286188788;0.001522807503288
0.001027171906848;0.044329706211144;0.003866348920686
0.000369139904024;0.007801127544413;0.002205104371644
0.005248206461553;-0.003498443795691;0.001611802746987
0.005248206461553;-0.054961758390233;0.002768740915069
0.003209912208901;-0.010599882580966;0.002135885848767
0.003450655624569;-0.064580468228502;0.001661244549041
0.008634663841944;0.014942778327343;0.003134610250274
