# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRJAN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
EXRJAN;MSONDQ;GDP252
0.0;0.017693278966713;0.003797130397809
0.000311407080919;0.003828182176433;0.002561085346439
0.001089924783212;-0.005669891668878;0.000326315893562
0.001089924783212;-0.009264844258932;0.002076555686302
0.000467110621377;0.009618709838267;0.002867624519178
-0.006048483687059;-0.010093211410556;-0.000969059320274
0.001700761749627;-0.004511786136512;0.000266985731096
-0.001844488094667;0.002050811880233;-1.97767208219082e-05
0.009330235232119;-0.001359165520625;0.003520256306302
0.001880419680926;0.020990662774145;0.001156938168082
0.0;-0.002074939078824;0.004815631520138
-0.000515019403055;0.010294271398815;0.002610527148494
0.000251521103818;-0.001704988700429;0.002996173204521
-0.003665021798496;-0.003997072566569;0.002037002244658
-0.009138600105402;0.015763103079434;0.003589474829179
0.000431179035117;0.006988845191852;0.001710686351096
0.012623963972599;0.009345268254236;0.00247209010274
0.002623005796962;0.005179305297529;0.003530144666713
-0.000946198438176;0.005887036456197;0.002234769452877
-9.58175633570812e-05;0.017033802205226;0.005270496099042
0.000263498299237;0.022116598708389;0.004795854799316
-0.001233651128251;-0.009892151422298;0.005102393972055
-0.005629281847364;0.013229747227384;0.000781180472466
-0.003341637522158;0.008404307509188;0.006209890338083
0.008803238633642;0.008943148277721;0.003184052052329
0.000598859770997;0.009409607450479;0.004993622007535
-0.002491256647346;0.029403012682863;0.008316111105618
0.000179657931299;0.020443779606085;0.004479427266165
0.002563119819866;0.017862169356849;0.000850398995343
0.000826426483974;0.001865836691034;0.003540033027124
-4.79087816820378e-05;-0.019012232489686;0.001295375213836
-0.000503042207637;-0.053007455304365;0.00184912339685
-0.001892396876345;0.020282931615478;0.004232218255891
0.000682700138935;0.015570085490706;0.001631579467808
-0.000611316054235;0.000812282352564;0.001938118640548
0.00043980261582;0.135956764060125;0.007712921120549
7.89297178184212e-05;-0.106875447358475;0.005102393972055
-0.008408829588462;0.035965610699609;0.006328550663015
-0.005759354189624;0.017315286188788;0.001522807503288
-0.000906673693287;0.044329706211144;0.003866348920686
0.001813586930483;0.007801127544413;0.002205104371644
0.002608992478321;-0.003498443795691;0.001611802746987
-0.004437311359171;-0.054961758390233;0.002768740915069
-0.000706055670004;-0.010599882580966;0.002135885848767
0.003212762899438;-0.064580468228502;0.001661244549041
