# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBPUR7
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
LBPUR7;MSONDQ
0.008329722182098;0.017693278966713
0.001556807421317;0.003828182176433
0.003627200796058;-0.005669891668878
0.020238496477121;-0.009264844258932
-0.000128396488356;0.009618709838267
0.005248206461553;-0.010093211410556
-0.002150641179964;-0.004511786136512
0.007093905981671;0.002050811880233
0.014942141332435;-0.001359165520625
0.003691399040236;0.020990662774145
0.005986486269601;-0.002074939078824
0.013000144446049;0.010294271398815
0.002969168793233;-0.001704988700429
0.004365480604106;-0.003997072566569
0.007527244129873;0.015763103079434
0.007029707737493;0.006988845191852
0.003643250357103;0.009345268254236
0.004493877092462;0.005179305297529
0.009661835748792;0.005887036456197
-0.005312404705731;0.017033802205226
0.010368016434751;0.022116598708389
0.012133468149646;-0.009892151422298
0.003161763525768;0.013229747227384
0.000995072784759;0.008404307509188
0.00032099122089;0.008943148277721
0.008426019548365;0.009409607450479
0.010817404143997;0.029403012682863
0.009292695844769;0.020443779606085
0.007751937984496;0.017862169356849
0.006500072223025;0.001865836691034
0.006307477490491;-0.019012232489686
0.012229765515913;-0.053007455304365
0.012454459370536;0.020282931615478
0.004798818752307;0.015570085490706
0.004044489383215;0.000812282352564
0.022116295119329;0.135956764060125
0.0086186142809;-0.106875447358475
0.00388399377277;0.035965610699609
0.009324794966858;0.017315286188788
0.001027171906848;0.044329706211144
0.000369139904024;0.007801127544413
0.005248206461553;-0.003498443795691
0.005248206461553;-0.054961758390233
0.003209912208901;-0.010599882580966
0.003450655624569;-0.064580468228502
0.008634663841944;0.014942778327343
-0.00470252138604;-0.002670076644068
0.015118686503924;0.034759250770061
0.008345771743143;0.004165962956706
0.005713643731844;-0.010889408964058
0.000577784197602;0.010101253810088
0.02108912321248;0.018594027714107
0.008811209013434;0.017065971803349
0.008056879644342;0.042841862298034
0.013738424254097;0.015377067901981
0.0144606545011;0.041345975985394
-0.007158104225849;0.028542475933119
-0.000481486831335;0.02332295863794
-0.004654372702907;0.044900716577798
-0.007784037106585;0.01314932323208
-0.000529635514469;-0.041788307959563
0.000674081563869;0.038909128927708
-0.006644518272425;-0.140733949381137
0.008843308135523;-0.056337008709919
0.010849503266086;-0.029419097481926
-0.002728425377566;0.015964163067694
-0.000128396488356;-0.02261522747927
0.014300158890654;0.019591285255869
