# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FMRRA
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FMRRA;MSONDQ;GDP252
-0.00010268156405;0.017693278966713;0.003797130397809
0.000151105256188;0.003828182176433;0.002561085346439
-0.000109099161803;-0.005669891668878;0.000326315893562
-0.000266622015744;-0.009264844258932;0.002076555686302
-0.000156939435963;0.009618709838267;0.002867624519178
0.000424144869685;-0.010093211410556;-0.000969059320274
0.000316795961814;-0.004511786136512;0.000266985731096
-5.89252157334421e-05;0.002050811880233;-1.97767208219082e-05
-0.000242701878664;-0.001359165520625;0.003520256306302
0.000234534026978;0.020990662774145;0.001156938168082
0.000435813229236;-0.002074939078824;0.004815631520138
-0.00020069578428;0.010294271398815;0.002610527148494
-4.66734382052541e-06;-0.001704988700429;0.002996173204521
5.25076179802421e-05;-0.003997072566569;0.002037002244658
0.000241535042709;0.015763103079434;0.003589474829179
-6.94267393293122e-05;0.006988845191852;0.001710686351096
-8.98463685440885e-05;0.009345268254236;0.00247209010274
0.000142353986524;0.005179305297529;0.003530144666713
0.00012660170113;0.005887036456197;0.002234769452877
1.10849415735472e-05;0.017033802205226;0.005270496099042
-5.71749618005892e-05;0.022116598708389;0.004795854799316
0.000381555357323;-0.009892151422298;0.005102393972055
0.000343049770804;0.013229747227384;0.000781180472466
-0.000103848400005;0.008404307509188;0.006209890338083
0.000140603732592;0.008943148277721;0.003184052052329
0.000153438928098;0.009409607450479;0.004993622007535
0.000173858557312;0.029403012682863;0.008316111105618
7.6427755060011e-05;0.020443779606085;0.004479427266165
7.29272471948401e-05;0.017862169356849;0.000850398995343
-7.00101573069883e-06;0.001865836691034;0.003540033027124
-8.05116809030376e-05;-0.019012232489686;0.001295375213836
0.000247952640462;-0.053007455304365;0.00184912339685
0.00018144299102;0.020282931615478;0.004232218255891
0.000515158074184;0.015570085490706;0.001631579467808
0.000672680928125;0.000812282352564;0.001938118640548
0.000124851447197;0.135956764060125;0.007712921120549
-6.70930674191387e-05;-0.106875447358475;0.005102393972055
0.000485403757328;0.035965610699609;0.006328550663015
0.000358802056198;0.017315286188788;0.001522807503288
2.97543168554706e-05;0.044329706211144;0.003866348920686
6.65096494416404e-05;0.007801127544413;0.002205104371644
-7.58443370819841e-06;-0.003498443795691;0.001611802746987
0.000669180420259;-0.054961758390233;0.002768740915069
