# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBOUT
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
LBOUT;MSONDQ
0.003225975936531;0.017693278966713
0.003036830767614;0.003828182176433
0.00131350811748;-0.005669891668878
0.013828613460831;-0.009264844258932
-0.010466032680082;0.009618709838267
0.001029790364104;-0.010093211410556
-0.003930016287501;-0.004511786136512
0.005380129249199;0.002050811880233
0.017800662008091;-0.001359165520625
0.005453685703778;0.020990662774145
0.005874008301371;-0.002074939078824
0.005369621184259;0.010294271398815
0.003120895287133;-0.001704988700429
0.007775968055483;-0.003997072566569
0.00464456470341;0.015763103079434
0.004150685651237;0.006988845191852
0.0039825566122;0.009345268254236
0.012073766615878;0.005179305297529
0.001471129091578;0.005887036456197
0.008143750328377;0.017033802205226
0.001523669416277;0.022116598708389
0.005884516366311;-0.009892151422298
-0.00328902432617;0.013229747227384
0.00995113749803;0.008404307509188
0.000704040350969;0.008943148277721
0.014354016707823;0.009409607450479
0.010192822991646;0.029403012682863
0.011043976251773;0.020443779606085
-0.003572742079546;0.017862169356849
0.000882677454947;0.001865836691034
0.005359113119319;-0.019012232489686
0.00597908895077;-0.053007455304365
0.005243524404981;0.020282931615478
0.000294225818316;0.015570085490706
0.001775862974833;0.000812282352564
0.014658750591079;0.135956764060125
0.006882782535596;-0.106875447358475
0.000147112909158;0.035965610699609
-0.001082330688804;0.017315286188788
0.002469395260863;0.044329706211144
-0.00068302422109;0.007801127544413
0.001702306520254;-0.003498443795691
-0.001817895234593;-0.054961758390233
0.002921242053276;-0.010599882580966
0.008469500341512;-0.064580468228502
0.012168339200336;0.014942778327343
-0.004192717910997;-0.002670076644068
0.020301581463773;0.034759250770061
0.000714548415909;0.004165962956706
0.008395943886933;-0.010889408964058
-0.005874008301371;0.010101253810088
0.007177008353912;0.018594027714107
0.017695581358693;0.017065971803349
0.001933483948931;0.042841862298034
0.007775968055483;0.015377067901981
0.014364524772763;0.041345975985394
0.002301266221825;0.028542475933119
-0.010518573004781;0.02332295863794
0.003362580780749;0.044900716577798
-0.0106026375243;0.01314932323208
0.003057846897494;-0.041788307959563
-0.006525508327641;0.038909128927708
0.006357379288604;-0.140733949381137
0.010865339147796;-0.056337008709919
0.012346976304314;-0.029419097481926
0.007628855146325;0.015964163067694
0.001565701676036;-0.02261522747927
0.011138548836232;0.019591285255869
0.005495717963537;0.022969093058605
0.000220669363737;0.044619232594236
0.005190984080282;-0.003763842980192
0.004108653391478;-0.000772070354911
0.001880943624232;0.038048592177962
0.01058162139442;0.011026129756074
-0.009740976199233;0.020588542797628
-0.00328902432617;0.020049702029097
0.016371565176273;0.047932701200731
0.001733830715074;0.033938926017968
0.00262701623496;0.030335931028381
-0.005148951820522;0.074167008468647
-0.001618242000736;-0.066985145688067
-0.000210161298797;-0.0016969463009
-0.001817895234593;0.004865651715847
0.004760153417748;0.002396635060036
-0.009635895549834;-0.095784978406157
0.000987758104345;0.015618339887891
0.008732201965008;-0.000522755969472
0.01588819418904;0.0104229497913
