# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSDJ
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FSDJ;MSONDQ;GDP252
0.002250850428403;0.017693278966713;0.003797130397809
0.002054357183544;0.003828182176433;0.002561085346439
-9.65746856113276e-05;-0.005669891668878;0.000326315893562
-0.00155316604153;-0.009264844258932;0.002076555686302
-0.000386546628058;0.009618709838267;0.002867624519178
-0.000815946481496;-0.010093211410556;-0.000969059320274
-0.001427157521495;-0.004511786136512;0.000266985731096
0.004122136340186;0.002050811880233;-1.97767208219082e-05
0.003010769597036;-0.001359165520625;0.003520256306302
0.001315601249137;0.020990662774145;0.001156938168082
0.000926216847236;-0.002074939078824;0.004815631520138
-0.000642178666654;0.010294271398815;0.002610527148494
-0.005801814419403;-0.001704988700429;0.002996173204521
-0.003235937526628;-0.003997072566569;0.002037002244658
0.001976368754638;0.015763103079434;0.003589474829179
0.004354268306223;0.006988845191852;0.001710686351096
0.003114582026124;0.009345268254236;0.00247209010274
0.000163186197729;0.005179305297529;0.003530144666713
0.002511907546929;0.005887036456197;0.002234769452877
0.003385965129724;0.017033802205226;0.005270496099042
0.002062095862531;0.022116598708389;0.004795854799316
0.002101866010596;-0.009892151422298;0.005102393972055
0.002038342740076;0.013229747227384;0.000781180472466
0.001515967706702;0.008404307509188;0.006209890338083
0.000839981057408;0.008943148277721;0.003184052052329
-0.000773617430903;0.009409607450479;0.004993622007535
0.004388613374358;0.029403012682863;0.008316111105618
0.000935760443343;0.020443779606085;0.004479427266165
-0.004296159787066;0.017862169356849;0.000850398995343
-0.006147046778597;0.001865836691034;0.003540033027124
-0.002570775215777;-0.019012232489686;0.001295375213836
0.00398373095735;-0.053007455304365;0.00184912339685
0.00220177940556;0.020282931615478;0.004232218255891
0.002565621260736;0.015570085490706;0.001631579467808
-0.00165902869121;0.000812282352564;0.001938118640548
-0.002412750719514;0.135956764060125;0.007712921120549
0.003580919418068;-0.106875447358475;0.005102393972055
0.000166029135855;0.035965610699609;0.006328550663015
0.00454818199142;0.017315286188788;0.001522807503288
-0.002715896749445;0.044329706211144;0.003866348920686
-0.000101992019116;0.007801127544413;0.002205104371644
-0.007298684605322;-0.003498443795691;0.001611802746987
-0.000861916352033;-0.054961758390233;0.002768740915069
-0.003790844964591;-0.010599882580966;0.002135885848767
-0.003953522480385;-0.064580468228502;0.001661244549041
0.001083732661563;0.014942778327343;0.003134610250274
0.003861587903595;-0.002670076644068;-0.00102838948274
0.007116641025999;0.034759250770061;0.006941629008494
0.003316502933055;0.004165962956706;0.003391707620959
-0.002427985356157;-0.010889408964058;0.002956619762877
-0.00258911616901;0.010101253810088;0.006249443779727
0.005011681609521;0.018594027714107;0.00504306380959
0.002364203871457;0.017065971803349;0.007287721622878
-0.000386538881633;0.042841862298034;0.006031899850686
0.003376666837088;0.015377067901981;0.009295058786303
-0.000191078493496;0.041345975985394;0.007366828506165
-0.005107481652591;0.028542475933119;-0.000217543929041
-0.001629068099859;0.02332295863794;0.001483254061644
-0.000687879994443;0.044900716577798;-0.00123604505137
-0.002791816882766;0.01314932323208;-0.003579586468768
-0.001371375512103;-0.041788307959563;0.00165135618863
-0.008931370285848;0.038909128927708;0.00184912339685
-0.007393704841568;-0.140733949381137;-0.005992346409042
0.007017744994905;-0.056337008709919;0.00350047958548
0.00837027087184;-0.029419097481926;0.006733973439864
0.000436640179056;0.015964163067694;0.005962681327809
0.000709830781919;-0.02261522747927;0.00442998546411
0.009606342153413;0.019591285255869;0.008563320115892
0.001997544899573;0.022969093058605;0.003905902362329
5.8098190589953e-05;0.044619232594236;0.004627752672329
-0.002474208276591;-0.003763842980192;0.005883574444521
-0.000384480914615;-0.000772070354911;0.005369379703151
-0.002234327302999;0.038048592177962;0.002481978463151
-0.003568778187305;0.011026129756074;0.004390432022466
-0.004195464003136;0.020588542797628;0.006991070810549
-0.004396354635487;0.020049702029097;0.00267974567137
0.004452903540994;0.047932701200731;0.010135569421234
0.00322302939975;0.033938926017968;0.002116109127945
-0.003314437219612;0.030335931028381;0.003955344164384
0.001045251002258;0.074167008468647;0.00257097370685
