# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMP
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
PMP;MSONDQ;GDP252
0.000775193798451;0.017693278966713;0.003797130397809
-0.303875968992249;0.003828182176433;0.002561085346439
-0.070542635658914;-0.005669891668878;0.000326315893562
0.146511627906977;-0.009264844258932;0.002076555686302
-0.306976744186046;0.009618709838267;0.002867624519178
0.040310077519379;-0.010093211410556;-0.000969059320274
-0.032558139534884;-0.004511786136512;0.000266985731096
0.05891472868217;0.002050811880233;-1.97767208219082e-05
0.323255813953489;-0.001359165520625;0.003520256306302
0.045736434108528;0.020990662774145;0.001156938168082
-0.068217054263565;-0.002074939078824;0.004815631520138
0.056589147286821;0.010294271398815;0.002610527148494
-0.236434108527133;-0.001704988700429;0.002996173204521
-0.061240310077519;-0.003997072566569;0.002037002244658
0.113178294573644;0.015763103079434;0.003589474829179
-0.028682170542637;0.006988845191852;0.001710686351096
0.089147286821707;0.009345268254236;0.00247209010274
-0.012403100775196;0.005179305297529;0.003530144666713
0.059689922480621;0.005887036456197;0.002234769452877
0.027906976744186;0.017033802205226;0.005270496099042
-0.06201550387597;0.022116598708389;0.004795854799316
0.068217054263568;-0.009892151422298;0.005102393972055
-0.03953488372093;0.013229747227384;0.000781180472466
-0.028682170542637;0.008404307509188;0.006209890338083
-0.009302325581395;0.008943148277721;0.003184052052329
-0.024031007751937;0.009409607450479;0.004993622007535
0.049612403100775;0.029403012682863;0.008316111105618
0.096899224806202;0.020443779606085;0.004479427266165
-0.171317829457365;0.017862169356849;0.000850398995343
-0.010077519379844;0.001865836691034;0.003540033027124
-0.074418604651163;-0.019012232489686;0.001295375213836
-0.093798449612402;-0.053007455304365;0.00184912339685
-0.079069767441861;0.020282931615478;0.004232218255891
0.187596899224805;0.015570085490706;0.001631579467808
0.06046511627907;0.000812282352564;0.001938118640548
-0.013953488372093;0.135956764060125;0.007712921120549
0.013953488372093;-0.106875447358475;0.005102393972055
-0.041860465116279;0.035965610699609;0.006328550663015
0.092248062015505;0.017315286188788;0.001522807503288
-0.050387596899226;0.044329706211144;0.003866348920686
-0.051937984496123;0.007801127544413;0.002205104371644
-0.063565891472867;-0.003498443795691;0.001611802746987
-0.041860465116279;-0.054961758390233;0.002768740915069
-0.103875968992249;-0.010599882580966;0.002135885848767
-0.006976744186047;-0.064580468228502;0.001661244549041
0.068992248062016;0.014942778327343;0.003134610250274
-0.154263565891474;-0.002670076644068;-0.00102838948274
0.275193798449614;0.034759250770061;0.006941629008494
0.058139534883721;0.004165962956706;0.003391707620959
-0.005426356589149;-0.010889408964058;0.002956619762877
0.070542635658916;0.010101253810088;0.006249443779727
0.124031007751937;0.018594027714107;0.00504306380959
-0.048837209302325;0.017065971803349;0.007287721622878
0.048837209302325;0.042841862298034;0.006031899850686
0.113178294573644;0.015377067901981;0.009295058786303
-0.031782945736435;0.041345975985394;0.007366828506165
-0.153488372093023;0.028542475933119;-0.000217543929041
-0.154263565891472;0.02332295863794;0.001483254061644
0.068217054263565;0.044900716577798;-0.00123604505137
-0.116279069767442;0.01314932323208;-0.003579586468768
-0.03798449612403;-0.041788307959563;0.00165135618863
-0.066666666666668;0.038909128927708;0.00184912339685
-0.227131782945737;-0.140733949381137;-0.005992346409042
-0.082170542635658;-0.056337008709919;0.00350047958548
0.318604651162791;-0.029419097481926;0.006733973439864
0.233333333333332;0.015964163067694;0.005962681327809
0.04263565891473;-0.02261522747927;0.00442998546411
0.069767441860465;0.019591285255869;0.008563320115892
-0.066666666666668;0.022969093058605;0.003905902362329
-0.172868217054263;0.044619232594236;0.004627752672329
0.056589147286821;-0.003763842980192;0.005883574444521
0.000775193798449;-0.000772070354911;0.005369379703151
0.112403100775195;0.038048592177962;0.002481978463151
-0.118604651162791;0.011026129756074;0.004390432022466
0.085271317829456;0.020588542797628;0.006991070810549
-0.086046511627907;0.020049702029097;0.00267974567137
0.116279069767442;0.047932701200731;0.010135569421234
0.082945736434109;0.033938926017968;0.002116109127945
-0.087596899224807;0.030335931028381;0.003955344164384
-0.065891472868216;0.074167008468647;0.00257097370685
-0.134883720930232;-0.066985145688067;-0.000187878847808
