# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSPIN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FSPIN;MSONDQ;GDP252
0.001406780028093;0.017693278966713;0.003797130397809
0.000847134567326;0.003828182176433;0.002561085346439
-0.000597977341642;-0.005669891668878;0.000326315893562
-0.001050293535961;-0.009264844258932;0.002076555686302
-0.000233824473334;0.009618709838267;0.002867624519178
-0.000419734095576;-0.010093211410556;-0.000969059320274
-0.000222324909072;-0.004511786136512;0.000266985731096
0.00397309945264;0.002050811880233;-1.97767208219082e-05
0.002437907623617;-0.001359165520625;0.003520256306302
0.000435066847925;0.020990662774145;0.001156938168082
0.001958759112686;-0.002074939078824;0.004815631520138
-9.9662890273633e-05;0.010294271398815;0.002610527148494
-0.004820234019966;-0.001704988700429;0.002996173204521
-0.002819309838318;-0.003997072566569;0.002037002244658
0.001069459476398;0.015763103079434;0.003589474829179
0.003539949198758;0.006988845191852;0.001710686351096
0.002637233404164;0.009345268254236;0.00247209010274
0.000791553340058;0.005179305297529;0.003530144666713
0.001657853847821;0.005887036456197;0.002234769452877
0.002738812888482;0.017033802205226;0.005270496099042
0.001799681807057;0.022116598708389;0.004795854799316
0.001402946840006;-0.009892151422298;0.005102393972055
0.001084792228748;0.013229747227384;0.000781180472466
0.001075209258529;0.008404307509188;0.006209890338083
0.000676557697435;0.008943148277721;0.003184052052329
-0.000274072948252;0.009409607450479;0.004993622007535
0.003133631261489;0.029403012682863;0.008316111105618
0.000159077305629;0.020443779606085;0.004479427266165
-0.002022006716129;0.017862169356849;0.000850398995343
-0.004159009074881;0.001865836691034;0.003540033027124
-0.001312866919951;-0.019012232489686;0.001295375213836
0.004691822219036;-0.053007455304365;0.00184912339685
0.003191129082801;0.020282931615478;0.004232218255891
0.002029673092304;0.015570085490706;0.001631579467808
0.000505980827543;0.000812282352564;0.001938118640548
-0.002062255191047;0.135956764060125;0.007712921120549
0.004400499924391;-0.106875447358475;0.005102393972055
0.00101387824913;0.035965610699609;0.006328550663015
0.003375122110998;0.017315286188788;0.001522807503288
-0.002826976214493;0.044329706211144;0.003866348920686
0.000858634131589;0.007801127544413;0.002205104371644
-0.004362168043516;-0.003498443795691;0.001611802746987
7.09139796175942e-05;-0.054961758390233;0.002768740915069
-0.003704776286518;-0.010599882580966;0.002135885848767
-0.006123517969698;-0.064580468228502;0.001661244549041
-0.000205075562678;0.014942778327343;0.003134610250274
0.004808734455704;-0.002670076644068;-0.00102838948274
0.006570084381886;0.034759250770061;0.006941629008494
0.003434536526354;0.004165962956706;0.003391707620959
-0.00194534295438;-0.010889408964058;0.002956619762877
-0.001349282206781;0.010101253810088;0.006249443779727
0.006046854207949;0.018594027714107;0.00504306380959
0.002228998872851;0.017065971803349;0.007287721622878
0.000827968626889;0.042841862298034;0.006031899850686
0.002894057006023;0.015377067901981;0.009295058786303
0.000902715794594;0.041345975985394;0.007366828506165
-0.004937146256633;0.028542475933119;-0.000217543929041
-0.001301367355689;0.02332295863794;0.001483254061644
-0.001859096222412;0.044900716577798;-0.00123604505137
-0.004586409546632;0.01314932323208;-0.003579586468768
-0.002652566156514;-0.041788307959563;0.00165135618863
-0.00974779730638;0.038909128927708;0.00184912339685
-0.004417749270784;-0.140733949381137;-0.005992346409042
0.0059701904462;-0.056337008709919;0.00350047958548
0.007056899268992;-0.029419097481926;0.006733973439864
-0.001054126724048;0.015964163067694;0.005962681327809
0.000852884349457;-0.02261522747927;0.00442998546411
0.006838407548007;0.019591285255869;0.008563320115892
0.001493026760061;0.022969093058605;0.003905902362329
0.001502609730279;0.044619232594236;0.004627752672329
-0.001427862562574;-0.003763842980192;0.005883574444521
-0.000791553340058;-0.000772070354911;0.005369379703151
-0.002056505408916;0.038048592177962;0.002481978463151
-0.000939131081425;0.011026129756074;0.004390432022466
-0.002595068335202;0.020588542797628;0.006991070810549
-0.002890223817936;0.020049702029097;0.00267974567137
0.004367917825647;0.047932701200731;0.010135569421234
0.003789106424442;0.033938926017968;0.002116109127945
-0.002642983186296;0.030335931028381;0.003955344164384
0.001646354283559;0.074167008468647;0.00257097370685
0.001125040703666;-0.066985145688067;-0.000187878847808
0.002961137797554;-0.0016969463009;0.004884850043014
4.4081663005846e-05;0.004865651715847;0.001433812259589
0.003930934383678;0.002396635060036;-0.000791068832877
-0.001759433332139;-0.095784978406157;-0.011134293822741
0.010341941459935;0.015618339887891;0.005310049540686
0.006993651665549;-0.000522755969472;0.006565871312878
-0.00150260973028;0.0104229497913;0.002135885848767
0.000433150253882;-0.013245832026443;0.000118660324932
-0.005008060236251;-0.026885741629872;0.001987560442603
-0.002842308966843;-0.063856652270772;-0.00380701875822
-0.005289799560678;0.021223892360526;0.00329282401685
-1.91659404353423e-06;-0.071657779815186;0.001779904873973
7.47471677052455e-05;-0.028043847162241;0.003896014001918
0.014596780237002;0.006546513217685;0.009245616984248
0.007570163153901;-0.025349643319582;0.005082617251234
0.009700150778453;0.044024095028994;0.010412443512741
0.002290004061263;0.014355683161628;0.009482937634111
-1.09820838705282e-05;0.033231194859297;0.008573208476303
-0.003364446682174;0.056111821523071;0.004756301357672
-0.002320037089928;0.009176377864099;0.007979906851645
0.003120330098825;-0.014572827948947;0.004360766941234
0.001722136412048;-0.011379995335409;0.007505265551919
0.007331278872291;0.036279264281292;0.009690593202741
0.003943085589915;-0.037348903418824;0.005329826261508
0.002488160719443;0.0287757055195;0.01122328906644
0.00573830173285;0.005983545250561;0.001364593736713
0.013594784870943;-0.015980247866755;0.00504306380959
0.014663075224975;-0.037099589033383;0.006457099348357
-0.000921210927116;-0.00299177262528;0.010679429243837
0.002405095533589;0.032949710875735;0.003985009245617
0.026134388891114;-0.020588542797628;0.000276874091507
0.013835183261848;0.05188956176965;0.008622650278357
0.018911991726447;0.00402119976516;0.007178949658357
-0.045782314398471;0.032225894918009;0.001582137665754
0.002287665816529;0.055203030376143;0.010788201208358
0.004426373943981;-0.024135240990501;0.004716747916028
0.001043757950272;0.07652343153103;0.005537481830138
0.005474789217778;-0.020081871627218;0.007851358166302
0.011050774601066;0.015948078268632;0.002521531904795
0.013817550596645;-0.007117523584337;0.003203828773151
0.017912181277598;-0.037541921007552;0.006496652790001
0.001615784608562;0.027513048793237;0.003154386971096
-0.003488009500174;-0.003450189398509;0.005626477073836
0.011379125492637;-0.050980770622723;0.002323764696576
-0.006403609023248;0.034855759564425;0.002877512879589
-0.014248803422423;0.023314916238408;-0.005033175449179
0.026370091626611;-0.064379408240242;-0.002966508123288
0.018876649732281;-0.106143589001214;0.00607145329233
0.004725458444504;0.095406985628231;0.003035726646165
-0.001032641704818;-0.043766738244023;-0.00061307834548
0.01892701782375;0.029949895850925;0.011599046762056
-0.002282203523505;0.049050594735445;0.004113557930959
0.002758592139013;-0.03477533556912;0.007159172937535
0.003318889241755;0.011733860914742;0.00844465979096
0.008088352685503;-0.011339783337757;0.002630303869316
