# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; CES277R
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
CES277R;MSONDQ;GDP252
0.015144850034237;0.017693278966713;0.003797130397809
0.019146872844621;0.003828182176433;0.002561085346439
0.01474303684944;-0.005669891668878;0.000326315893562
0.030151176572487;-0.009264844258932;0.002076555686302
-0.000685959089213;0.009618709838267;0.002867624519178
0.02031551555537;-0.010093211410556;-0.000969059320274
0.006688941024957;-0.004511786136512;0.000266985731096
0.015697992268587;0.002050811880233;-1.97767208219082e-05
0.028966521670379;-0.001359165520625;0.003520256306302
-9.63851128525095e-05;0.020990662774145;0.001156938168082
0.022638337467714;-0.002074939078824;0.004815631520138
0.002645908132581;0.010294271398815;0.002610527148494
0.013837421999928;-0.001704988700429;0.002996173204521
0.013717984919464;-0.003997072566569;0.002037002244658
0.010938486447955;0.015763103079434;0.003589474829179
0.009017017915173;0.006988845191852;0.001710686351096
-0.000528135344694;0.009345268254236;0.00247209010274
0.019450891504315;0.005179305297529;0.003530144666713
0.011426455043958;0.005887036456197;0.002234769452877
-0.000518762689101;0.017033802205226;0.005270496099042
0.009862037894875;0.022116598708389;0.004795854799316
0.00787183941119;-0.009892151422298;0.005102393972055
0.013411647950197;0.013229747227384;0.000781180472466
0.019166352215748;0.008404307509188;0.006209890338083
0.016028098552997;0.008943148277721;0.003184052052329
0.004679048051566;0.009409607450479;0.004993622007535
0.019334315672092;0.029403012682863;0.008316111105618
0.008230905710136;0.020443779606085;0.004479427266165
0.030391529994902;0.017862169356849;0.000850398995343
0.011599088544206;0.001865836691034;0.003540033027124
0.003623517421433;-0.019012232489686;0.001295375213836
0.020529571805297;-0.053007455304365;0.00184912339685
0.021701979519347;0.020282931615478;0.004232218255891
0.029507651975826;0.015570085490706;0.001631579467808
0.020836349296238;0.000812282352564;0.001938118640548
0.025310585625068;0.135956764060125;0.007712921120549
0.007658580642596;-0.106875447358475;0.005102393972055
0.013949340643925;0.035965610699609;0.006328550663015
0.020434601675464;0.017315286188788;0.001522807503288
0.017438604801293;0.044329706211144;0.003866348920686
0.049672713525651;0.007801127544413;0.002205104371644
0.020302017080072;-0.003498443795691;0.001611802746987
0.032807223559842;-0.054961758390233;0.002768740915069
0.02690540648277;-0.010599882580966;0.002135885848767
0.024320934839224;-0.064580468228502;0.001661244549041
