# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HHSNTN
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=6)
HHSNTN;MSONDQ;GDP252;GDP274_3;LBPUR7;CES006;FYAAAC
0.023890784982935;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098;0.004405068303307;0.020526960784313
-0.00910125142207;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317;-0.042268857651951;0.011029411764706
0.003412969283277;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058;-0.004306078004356;0.008884803921569
0.104095563139936;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121;0.014848544842606;-0.001531862745098
-0.065415244596138;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356;-0.002672738071669;-0.009191176470588
-0.033560864618884;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553;-0.018065729558504;-0.012867647058824
-0.053469852104665;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964;-0.011235398930904;0.00061274509804
0.018202502844142;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671;-0.028806176994655;-0.004595588235294
0.045506257110353;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435;-0.010690952286676;0.001225490196078
0.008532423208191;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236;0.005988913086517;0.014093137254903
-0.009101251422072;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601;-0.005098000395961;-0.002450980392157
0.071103526734926;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049;-0.005691942189666;0.0
-0.084755403868032;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233;-0.011581864977232;-0.010416666666666
-0.043799772468713;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106;-0.013858641853098;0.003676470588235
0.072810011376563;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873;-0.012225301920411;-0.007352941176471
0.009670079635951;0.006988845191852;0.001710686351096;0.000333968801748;0.007029707737493;-0.008760641457137;-0.005514705882353
-0.070534698521046;0.009345268254236;0.00247209010274;0.0021847125781;0.003643250357103;0.009107107503464;0.002144607843137
0.027303754266211;0.005179305297529;0.003530144666713;0.001683759375478;0.004493877092462;0.000148485448426;0.006127450980392
0.010238907849829;0.005887036456197;0.002234769452877;0.002769157981159;0.009661835748792;-0.003464660463274;0.004289215686274
