# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHU27
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LHU27;MSONDQ;GDP252
-0.057636887608069;0.017693278966713;0.003797130397809
-0.041473499561459;0.003828182176433;0.002561085346439
-0.004009522616213;-0.005669891668878;0.000326315893562
-0.00714196216013;-0.009264844258932;0.002076555686302
-0.014785114647288;0.009618709838267;0.002867624519178
0.0075178549054;-0.010093211410556;-0.000969059320274
0.049367247212129;-0.004511786136512;0.000266985731096
0.041222904397945;0.002050811880233;-1.97767208219082e-05
0.073925573236437;-0.001359165520625;0.003520256306302
0.018418744518231;0.020990662774145;0.001156938168082
-0.051372008520236;-0.002074939078824;0.004815631520138
-0.041348201979702;0.010294271398815;0.002610527148494
-0.021676481643904;-0.001704988700429;0.002996173204521
-0.016664578373638;-0.003997072566569;0.002037002244658
-0.029319634131061;0.015763103079434;0.003589474829179
0.035584513218895;0.006988845191852;0.001710686351096
-0.005513093597294;0.009345268254236;0.00247209010274
-0.008520235559453;0.005179305297529;0.003530144666713
-0.010900889612831;0.005887036456197;0.002234769452877
-0.00563839117905;0.017033802205226;0.005270496099042
-0.001754166144594;0.022116598708389;0.004795854799316
0.00112767823581;-0.009892151422298;0.005102393972055
-0.023931838115525;0.013229747227384;0.000781180472466
-0.017541661445934;0.008404307509188;0.006209890338083
-0.00902142588648;0.008943148277721;0.003184052052329
-0.01014910412229;0.009409607450479;0.004993622007535
-0.008394937977697;0.029403012682863;0.008316111105618
-0.014033329156747;0.020443779606085;0.004479427266165
-0.007768450068914;0.017862169356849;0.000850398995343
-0.018794637263501;0.001865836691034;0.003540033027124
0.00187946372635;-0.019012232489686;0.001295375213836
-0.005888986342563;-0.053007455304365;0.00184912339685
-0.013406841247964;0.020282931615478;0.004232218255891
0.00451071294324;0.015570085490706;0.001631579467808
0.00526249843378;0.000812282352564;0.001938118640548
-0.000877083072297;0.135956764060125;0.007712921120549
-0.012655055757424;-0.106875447358475;0.005102393972055
-0.00037589274527;0.035965610699609;0.006328550663015
-0.002380654053377;0.017315286188788;0.001522807503288
-0.007643152487157;0.044329706211144;0.003866348920686
0.002380654053377;0.007801127544413;0.002205104371644
0.00714196216013;-0.003498443795691;0.001611802746987
-0.003257737125674;-0.054961758390233;0.002768740915069
0.008896128304724;-0.010599882580966;0.002135885848767
