# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBLCPU
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LBLCPU;MSONDQ;GDP252
-0.000915001203949;0.017693278966713;0.003797130397809
0.001762581266554;0.003828182176433;0.002561085346439
0.00298579340236;-0.005669891668878;0.000326315893562
-0.000443053214544;-0.009264844258932;0.002076555686302
0.005432217673971;0.009618709838267;0.002867624519178
0.000876474837467;-0.010093211410556;-0.000969059320274
0.004729111485673;-0.004511786136512;0.000266985731096
-0.000905369612328;0.002050811880233;-1.97767208219082e-05
-0.003881531423068;-0.001359165520625;0.003520256306302
-0.001550686250903;0.020990662774145;0.001156938168082
-0.000722369371539;-0.002074939078824;0.004815631520138
-0.00018300024079;0.010294271398815;0.002610527148494
0.002186371297857;-0.001704988700429;0.002996173204521
-0.001473633517939;-0.003997072566569;0.002037002244658
0.000654948230195;0.015763103079434;0.003589474829179
0.000963159162052;0.006988845191852;0.001710686351096
-0.001184685769323;0.009345268254236;0.00247209010274
-0.002629424512401;0.005179305297529;0.003530144666713
0.002918372261016;0.005887036456197;0.002234769452877
-0.002889477486155;0.017033802205226;0.005270496099042
0.001223212135805;0.022116598708389;0.004795854799316
0.001290633277149;-0.009892151422298;0.005102393972055
0.004709848302432;0.013229747227384;0.000781180472466
-0.002639056104021;0.008404307509188;0.006209890338083
0.000115579099446;0.008943148277721;0.003184052052329
-0.001964844690585;0.009409607450479;0.004993622007535
-0.0011268962196;0.029403012682863;0.008316111105618
0.00111726462798;0.020443779606085;0.004479427266165
0.005952323621478;0.017862169356849;0.000850398995343
0.003582952082832;0.001865836691034;0.003540033027124
0.001878160366;-0.019012232489686;0.001295375213836
0.001367686010113;-0.053007455304365;0.00184912339685
0.003660004815796;0.020282931615478;0.004232218255891
0.003033951360462;0.015570085490706;0.001631579467808
0.003149530459908;0.000812282352564;0.001938118640548
0.001541054659282;0.135956764060125;0.007712921120549
0.002167108114616;-0.106875447358475;0.005102393972055
0.005220322658319;0.035965610699609;0.006328550663015
0.006607271851673;0.017315286188788;0.001522807503288
0.001367686010113;0.044329706211144;0.003866348920686
0.007560799422105;0.007801127544413;0.002205104371644
0.005557428365037;-0.003498443795691;0.001611802746987
0.007791957620997;-0.054961758390233;0.002768740915069
0.005124006742114;-0.010599882580966;0.002135885848767
0.000394895256441;-0.064580468228502;0.001661244549041
