# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP266
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
GDP266;MSONDQ;GDP252
0.020891908778507;0.017693278966713;0.003797130397809
0.018392689784442;0.003828182176433;0.002561085346439
-0.013199000312402;-0.005669891668878;0.000326315893562
-0.040703426012705;-0.009264844258932;0.002076555686302
-0.003293241695304;0.009618709838267;0.002867624519178
0.026671352702281;-0.010093211410556;-0.000969059320274
0.003032906383422;-0.004511786136512;0.000266985731096
-0.00114547537228;0.002050811880233;-1.97767208219082e-05
0.008018327605956;-0.001359165520625;0.003520256306302
0.025239508486931;0.020990662774145;0.001156938168082
0.01593252108716;-0.002074939078824;0.004815631520138
0.034481412058732;0.010294271398815;0.002610527148494
0.003878996147037;-0.001704988700429;0.002996173204521
0.029001353743622;-0.003997072566569;0.002037002244658
-0.005245756534416;0.015763103079434;0.003589474829179
-0.024028949286681;0.006988845191852;0.001710686351096
-0.009020618556701;0.009345268254236;0.00247209010274
0.053251588045403;0.005179305297529;0.003530144666713
-0.026983755076539;0.005887036456197;0.002234769452877
-0.00519368947204;0.017033802205226;0.005270496099042
-0.006495366031448;0.022116598708389;0.004795854799316
-0.007549724044569;-0.009892151422298;0.005102393972055
-0.01373268770176;0.013229747227384;0.000781180472466
-0.011715089034677;0.008404307509188;0.006209890338083
0.001614078933667;0.008943148277721;0.003184052052329
0.038074039362699;0.009409607450479;0.004993622007535
0.02753045923149;0.029403012682863;0.008316111105618
0.022857440383214;0.020443779606085;0.004479427266165
0.027374258044361;0.017862169356849;0.000850398995343
0.042786108507758;0.001865836691034;0.003540033027124
0.008981568259919;-0.019012232489686;0.001295375213836
0.076239196084557;-0.053007455304365;0.00184912339685
-0.01714308028741;0.020282931615478;0.004232218255891
0.018496823909195;0.015570085490706;0.001631579467808
-0.002277933978965;0.000812282352564;0.001938118640548
0.020475372279496;0.135956764060125;0.007712921120549
-0.009840674789128;-0.106875447358475;0.005102393972055
-0.010127043632198;0.035965610699609;0.006328550663015
-0.007601791106946;0.017315286188788;0.001522807503288
-0.006326148078725;0.044329706211144;0.003866348920686
-0.018874310111424;0.007801127544413;0.002205104371644
0.000794022701239;-0.003498443795691;0.001611802746987
-0.03109705300427;-0.054961758390233;0.002768740915069
-0.022128501509945;-0.010599882580966;0.002135885848767
-0.034676663542643;-0.064580468228502;0.001661244549041
