# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRUK
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
EXRUK;MSONDQ
0.002959921021697;0.017693278966713
-0.003677834271492;0.003828182176433
-0.003427349238706;-0.005669891668878
0.000297365160296;-0.009264844258932
0.001819302019633;0.009618709838267
0.002587822269004;-0.010093211410556
0.000215570126098;-0.004511786136512
-0.005623653790064;0.002050811880233
-0.004295906580262;-0.001359165520625
0.004040713919614;0.020990662774145
0.007336053426865;-0.002074939078824
0.000196347312309;0.010294271398815
-0.001275178698612;-0.001704988700429
-0.004531287973637;-0.003997072566569
-0.000941525573502;0.015763103079434
0.00045212842644;0.006988845191852
-0.001628643090999;0.009345268254236
-0.000470762786751;0.005179305297529
-0.001178083873844;0.005887036456197
0.000236558300342;0.017033802205226
-0.000138875022092;0.022116598708389
-0.006452000143581;-0.009892151422298
-0.00015613632427;0.013229747227384
0.003902427351;0.008404307509188
0.001334220198121;0.008943148277721
-0.00139267324414;0.009409607450479
0.005963191450008;0.029403012682863
-0.001432491929855;0.020443779606085
-0.005118760701268;0.017862169356849
-0.001688076892826;0.001865836691034
0.0011570956996;-0.019012232489686
0.001698080602045;-0.053007455304365
0.001139245943937;0.020282931615478
-0.006064601600319;0.015570085490706
-0.099066143936899;0.000812282352564
-0.124212526644684;0.135956764060125
-0.008317986139565;-0.106875447358475
-0.001397577023167;0.035965610699609
-0.001725737915766;0.017315286188788
0.001376000395439;0.044329706211144
0.000470566635592;0.007801127544413
-0.001849116996123;-0.003498443795691
0.004727242983622;-0.054961758390233
0.005315696467061;-0.010599882580966
-0.000666913947895;-0.064580468228502
-0.008611035974317;0.014942778327343
0.000921910457383;-0.002670076644068
0.014515185924822;0.034759250770061
0.002549965094899;0.004165962956706
0.013181358029026;-0.010889408964058
0.036876418295492;0.010101253810088
0.055275397211004;0.018594027714107
-0.000117690696688;0.017065971803349
-0.089405699250446;0.042841862298034
-0.048213955409739;0.015377067901981
0.032561092750271;0.041345975985394
0.06557333317118;0.028542475933119
-0.031168419506131;0.02332295863794
-0.058433430905459;0.044900716577798
-0.057688056493108;0.01314932323208
0.069241359884618;-0.041788307959563
-0.027618083489386;0.038909128927708
-0.012592904545588;-0.140733949381137
0.036994108992174;-0.056337008709919
-0.040132527570517;-0.029419097481926
-0.115572264147354;0.015964163067694
-0.050018546092287;-0.02261522747927
-0.025443159414597;0.019591285255869
-0.113647628954185;0.022969093058605
-0.024165823053217;0.044619232594236
-0.066848315718633;-0.003763842980192
0.03646607006637;-0.000772070354911
0.00323943642633;0.038048592177962
0.009575118931355;0.011026129756074
0.04668378020164;0.020588542797628
0.066088818422672;0.020049702029097
-0.054007868407676;0.047932701200731
0.05687657913944;0.033938926017968
0.031269241202964;0.030335931028381
0.018221658265843;0.074167008468647
0.038586856420683;-0.066985145688067
0.088107178563662;-0.0016969463009
-0.04187827290472;0.004865651715847
0.054534534275354;0.002396635060036
0.017574947887544;-0.095784978406157
0.058338886045785;0.015618339887891
0.002300264666762;-0.000522755969472
-0.044639688951333;0.0104229497913
-0.135616755153725;-0.013245832026443
-0.142974581359483;-0.026885741629872
