# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; PMCP
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
PMCP;MSONDQ;GDP252;GDP274_3
0.017629774730656;0.017693278966713;0.003797130397809;-0.000904498838067
-0.073947110675809;0.003828182176433;0.002561085346439;0.000250476601311
0.042605288932419;-0.005669891668878;0.000326315893562;0.00026439196805
-0.047992164544563;-0.009264844258932;0.002076555686302;0.002003812810487
-0.058765915768854;0.009618709838267;0.002867624519178;0.001516774974604
-0.103330068560236;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.050930460333006;-0.004511786136512;0.000266985731096;0.000918414204806
0.05435847208619;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.035259549461312;-0.001359165520625;0.003520256306302;0.00054269930284
0.00097943192948;0.020990662774145;0.001156938168082;0.000445291735664
0.032810969637611;-0.002074939078824;0.004815631520138;0.000654022236756
0.023996082272282;0.010294271398815;0.002610527148494;0.001182806172857
-0.055337904015671;-0.001704988700429;0.002996173204521;0.000640106870017
-0.061704211557297;-0.003997072566569;0.002037002244658;0.000918414204806
-0.031341821743388;0.015763103079434;0.003589474829179;0.000180899767613
0.046033300685602;0.006988845191852;0.001710686351096;0.000333968801748
0.16209598432909;0.009345268254236;0.00247209010274;0.0021847125781
-0.010773751224291;0.005179305297529;0.003530144666713;0.001683759375478
0.141527913809991;0.005887036456197;0.002234769452877;0.002769157981159
-0.131243878550442;0.017033802205226;0.005270496099042;0.00356233388531
0.019098922624878;0.022116598708389;0.004795854799316;0.000250476601311
0.013712047012733;-0.009892151422298;0.005102393972055;0.000500953202622
0.095494613124388;0.013229747227384;0.000781180472466;0.000306138068269
-0.033790401567091;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.058276199804113;0.008943148277721;0.003184052052329;-0.001154975439378
-0.016160626836435;0.009409607450479;0.004993622007535;-0.002087305010924
-0.011753183153771;0.029403012682863;0.008316111105618;-0.003464926318133
0.177766895200783;0.020443779606085;0.004479427266165;0.00055661466958
0.030362389813909;0.017862169356849;0.000850398995343;0.00054269930284
-0.077375122428992;0.001865836691034;0.003540033027124;0.002769157981159
-0.113124387855044;-0.019012232489686;0.001295375213836;0.002685665780722
-0.103330068560234;-0.053007455304365;0.00184912339685;0.001989897443747
-0.087659157688541;0.020282931615478;0.004232218255891;0.004202440755326
0.175318315377082;0.015570085490706;0.001631579467808;0.002379527712453
