# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FSDJ
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
FSDJ;MSONDQ;GDP252;GDP274_3
0.002250850428403;0.017693278966713;0.003797130397809;-0.000904498838067
0.002054357183544;0.003828182176433;0.002561085346439;0.000250476601311
-9.65746856113276e-05;-0.005669891668878;0.000326315893562;0.00026439196805
-0.00155316604153;-0.009264844258932;0.002076555686302;0.002003812810487
-0.000386546628058;0.009618709838267;0.002867624519178;0.001516774974604
-0.000815946481496;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.001427157521495;-0.004511786136512;0.000266985731096;0.000918414204806
0.004122136340186;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.003010769597036;-0.001359165520625;0.003520256306302;0.00054269930284
0.001315601249137;0.020990662774145;0.001156938168082;0.000445291735664
0.000926216847236;-0.002074939078824;0.004815631520138;0.000654022236756
-0.000642178666654;0.010294271398815;0.002610527148494;0.001182806172857
-0.005801814419403;-0.001704988700429;0.002996173204521;0.000640106870017
-0.003235937526628;-0.003997072566569;0.002037002244658;0.000918414204806
0.001976368754638;0.015763103079434;0.003589474829179;0.000180899767613
0.004354268306223;0.006988845191852;0.001710686351096;0.000333968801748
0.003114582026124;0.009345268254236;0.00247209010274;0.0021847125781
0.000163186197729;0.005179305297529;0.003530144666713;0.001683759375478
0.002511907546929;0.005887036456197;0.002234769452877;0.002769157981159
0.003385965129724;0.017033802205226;0.005270496099042;0.00356233388531
0.002062095862531;0.022116598708389;0.004795854799316;0.000250476601311
0.002101866010596;-0.009892151422298;0.005102393972055;0.000500953202622
0.002038342740076;0.013229747227384;0.000781180472466;0.000306138068269
0.001515967706702;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000839981057408;0.008943148277721;0.003184052052329;-0.001154975439378
-0.000773617430903;0.009409607450479;0.004993622007535;-0.002087305010924
0.004388613374358;0.029403012682863;0.008316111105618;-0.003464926318133
0.000935760443343;0.020443779606085;0.004479427266165;0.00055661466958
-0.004296159787066;0.017862169356849;0.000850398995343;0.00054269930284
-0.006147046778597;0.001865836691034;0.003540033027124;0.002769157981159
-0.002570775215777;-0.019012232489686;0.001295375213836;0.002685665780722
0.00398373095735;-0.053007455304365;0.00184912339685;0.001989897443747
0.00220177940556;0.020282931615478;0.004232218255891;0.004202440755326
0.002565621260736;0.015570085490706;0.001631579467808;0.002379527712453
-0.00165902869121;0.000812282352564;0.001938118640548;0.004619901757511
-0.002412750719514;0.135956764060125;0.007712921120549;0.004884293725561
0.003580919418068;-0.106875447358475;0.005102393972055;0.00164201327526
0.000166029135855;0.035965610699609;0.006328550663015;0.007444721205627
0.00454818199142;0.017315286188788;0.001522807503288;0.008140489542602
-0.002715896749445;0.044329706211144;0.003866348920686;0.006512391634082
-0.000101992019116;0.007801127544413;0.002205104371644;0.006303661132989
-0.007298684605322;-0.003498443795691;0.001611802746987;0.004299848322503
-0.000861916352033;-0.054961758390233;0.002768740915069;0.001544605708083
-0.003790844964591;-0.010599882580966;0.002135885848767;0.001822913042873
-0.003953522480385;-0.064580468228502;0.001661244549041;-0.001447198140907
0.001083732661563;0.014942778327343;0.003134610250274;0.002045558910705
0.003861587903595;-0.002670076644068;-0.00102838948274;0.008488373711089
0.007116641025999;0.034759250770061;0.006941629008494;0.008210066376299
0.003316502933055;0.004165962956706;0.003391707620959;0.007611705606501
-0.002427985356157;-0.010889408964058;0.002956619762877;0.004258102222284
-0.00258911616901;0.010101253810088;0.006249443779727;0.000793175904151
0.005011681609521;0.018594027714107;0.00504306380959;0.003882387320318
0.002364203871457;0.017065971803349;0.007287721622878;0.004439001989897
-0.000386538881633;0.042841862298034;0.006031899850686;0.003687572185965
0.003376666837088;0.015377067901981;0.009295058786303;0.004355509789461
-0.000191078493496;0.041345975985394;0.007366828506165;0.004258102222284
-0.005107481652591;0.028542475933119;-0.000217543929041;0.005023447392956
-0.001629068099859;0.02332295863794;0.001483254061644;0.005580062062536
-0.000687879994443;0.044900716577798;-0.00123604505137;0.004772970791645
-0.002791816882766;0.01314932323208;-0.003579586468768;0.009058903747408
-0.001371375512103;-0.041788307959563;0.00165135618863;0.009796418184601
-0.008931370285848;0.038909128927708;0.00184912339685;0.014597219709725
-0.007393704841568;-0.140733949381137;-0.005992346409042;0.015501718547792
0.007017744994905;-0.056337008709919;0.00350047958548;0.012593406899239
0.00837027087184;-0.029419097481926;0.006733973439864;0.023433477589302
0.000436640179056;0.015964163067694;0.005962681327809;0.007486467305846
0.000709830781919;-0.02261522747927;0.00442998546411;0.010436525054618
0.009606342153413;0.019591285255869;0.008563320115892;0.006261915032771
0.001997544899573;0.022969093058605;0.003905902362329;0.008349220043694
5.8098190589953e-05;0.044619232594236;0.004627752672329;0.007041175570182
-0.002474208276591;-0.003763842980192;0.005883574444521;0.008780596412618
-0.000384480914615;-0.000772070354911;0.005369379703151;0.0043694251562
-0.002234327302999;0.038048592177962;0.002481978463151;0.006484560900602
-0.003568778187305;0.011026129756074;0.004390432022466;0.010339117487441
-0.004195464003136;0.020588542797628;0.006991070810549;0.006206253565813
-0.004396354635487;0.020049702029097;0.00267974567137;0.013289175236213
0.004452903540994;0.047932701200731;0.010135569421234;0.011619331227475
0.00322302939975;0.033938926017968;0.002116109127945;0.01038086358766
-0.003314437219612;0.030335931028381;0.003955344164384;0.012704729833155
0.001045251002258;0.074167008468647;0.00257097370685;0.01230118419771
0.000790135392023;-0.066985145688067;-0.000187878847808;0.016754101554347
0.001239428065919;-0.0016969463009;0.004884850043014;0.016573201786733
-0.002496672910286;0.004865651715847;0.001433812259589;0.025854751401973
0.001296493399787;0.002396635060036;-0.000791068832877;0.043262875193076
-0.001501257244844;-0.095784978406157;-0.011134293822741;0.042386207088488
0.008247360921969;0.015618339887891;0.005310049540686;0.022250671416445
0.001612289342416;-0.000522755969472;0.006565871312878;0.01884140656527
0.000738234341763;0.0104229497913;0.002135885848767;0.009615518416988
0.002216510524552;-0.013245832026443;0.000118660324932;0.009267634248501
-0.006534884477558;-0.026885741629872;0.001987560442603;0.005037362759695
-0.003501642500402;-0.063856652270772;-0.00380701875822;0.012774306666852
-0.002403199376981;0.021223892360526;0.00329282401685;0.009365041815677
-7.33328272334924e-05;-0.071657779815186;0.001779904873973;0.000751429803933
0.001852428530188;-0.028043847162241;0.003896014001918;0.003423180217915
0.01243972635494;0.006546513217685;0.009245616984248;0.007333398271711
0.005984113630765;-0.025349643319582;0.005082617251234;0.011591500493996
0.008300553043131;0.044024095028994;0.010412443512741;0.00519043179383
0.000966237463056;0.014355683161628;0.009482937634111;0.009142395947845
0.003089790882664;0.033231194859297;0.008573208476303;0.005691384996452
-0.004506612090518;0.056111821523071;0.004756301357672;-0.001127144705899
-0.004339031087438;0.009176377864099;0.007979906851645;0.008029166608686
0.003158734068831;-0.014572827948947;0.004360766941234;0.002003812810487
0.001548252225677;-0.011379995335409;0.007505265551919;0.004592071024032
0.004923111563503;0.036279264281292;0.009690593202741;0.005301754727746
0.0017956214105;-0.037348903418824;0.005329826261508;0.005872284764065
0.003293263656819;0.0287757055195;0.01122328906644;0.004397255889679
0.00811231490562;0.005983545250561;0.001364593736713;-0.000250476601311
0.016615307866185;-0.015980247866755;0.00504306380959;0.003033549949209
0.013726924044234;-0.037099589033383;0.006457099348357;0.003910218053797
-0.000250725969168;-0.00299177262528;0.010679429243837;0.01337266743665
0.004077718336873;0.032949710875735;0.003985009245617;0.005844454030586
0.024151288721153;-0.020588542797628;0.000276874091507;0.020093789571824
0.010785348101119;0.05188956176965;0.008622650278357;0.009086734480887
0.018843438028855;0.00402119976516;0.007178949658357;0.013957112839709
-0.042373205217786;0.032225894918009;0.001582137665754;0.013998858939927
-0.002432894007726;0.055203030376143;0.010788201208358;0.013344836703171
0.004071521196544;-0.024135240990501;0.004716747916028;0.011925469295743
0.002726483530841;0.07652343153103;0.005537481830138;0.008947580813492
0.004037436924731;-0.020081871627218;0.007851358166302;0.019620667102681
0.011107082969897;0.015948078268632;0.002521531904795;0.006081015265157
0.01191038728512;-0.007117523584337;0.003203828773151;0.006651545301476
0.016918451313974;-0.037541921007552;0.006496652790001;0.012969121801205
0.003212442618354;0.027513048793237;0.003154386971096;0.007041175570182
-0.001745527859502;-0.003450189398509;0.005626477073836;0.030349414858829
0.010368073985592;-0.050980770622723;0.002323764696576;0.016962832055439
-0.005941250076818;0.034855759564425;0.002877512879589;0.002588258213545
-0.01489353571128;0.023314916238408;-0.005033175449179;0.007249906071275
0.020160072134713;-0.064379408240242;-0.002966508123288;0.016155740784548
0.011653980603984;-0.106143589001214;0.00607145329233;0.004202440755326
0.004455227468618;0.095406985628231;0.003035726646165;0.017867330893506
-0.000776708254643;-0.043766738244023;-0.00061307834548;0.016086163950851
0.019809933706091;0.029949895850925;0.011599046762056;0.000166984400874
0.00714995065527;0.049050594735445;0.004113557930959;0.004466832723377
-0.002010972036954;-0.03477533556912;0.007159172937535;0.000236561234571
-0.004917430851534;0.011733860914742;0.00844465979096;0.001544605708083
0.008917943148468;-0.011339783337757;0.002630303869316;-0.000640106870017
0.008518744025569;0.032129386123645;0.006536206231645;0.006150592098855
0.007826988236278;0.007495516362263;0.008128232257809;0.003478841684873
0.008414425496688;0.010382737793647;0.006704308358631;0.000848837371109
0.014107531746143;0.003804054977844;0.008414994709727;0.006874191169308
-0.012494725975366;0.036753765853579;0.005527593469727;0.006192338199073
0.007470136238966;0.016181307855012;0.005537481830138;0.009879910385038
0.000889806065658;0.026950080826116;0.007782139643426;0.001015821771983
0.011829049818294;0.013639909603428;0.001245933411781;0.002588258213545
0.032122876898455;0.011814284910047;0.006516429510823;-0.006261915032771
0.024215067623712;0.024842972149169;0.006921852287672;0.006442814800384
0.019664817336707;0.05710907906483;0.005468263307261;0.003464926318133
0.038164572291449;-0.018055186945576;0.00710973113548;0.002769157981159
0.014398797341634;-0.012353125678578;0.00885997092822;-0.009239803515022
0.003041763045109;0.013865096790279;0.005240831017809;-0.00737514437193
0.04556628177261;0.004439404540739;0.006892187206439;-0.002268204778537
0.04583792309039;0.040413057639878;0.009018184694796;0.00027830733479
0.025145671529873;0.027810617575858;0.003925679083151;-0.00954594158329
0.059549612497979;0.076249989947002;0.013912923098221;0.002017728177226
-0.008847967105579;0.052725971320802;0.008909412730275;-0.005260008627527
0.035592759054668;-0.064701104221456;0.009601597959042;0.002630004313764
0.055491260224636;0.028317288746271;0.013972253260687;-0.004856462992082
-0.038861750578529;-0.000731858357259;0.010798089568769;-0.005232177894049
0.018164076520223;-0.044241239816313;0.012202236747125;-0.004828632258603
0.057666198266144;0.034968353157847;0.00916651010096;-0.012231607364012
0.09170347509808;-0.002034727081171;0.014437006200002;0.00464773249099
