# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; EXRUS
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
EXRUS;MSONDQ;GDP252
-0.00442252948353;0.017693278966713;0.003797130397809
0.005896705978045;0.003828182176433;0.002561085346439
0.000610004066694;-0.005669891668878;0.000326315893562
0.000355835705566;-0.009264844258932;0.002076555686302
0.009556730378207;0.009618709838267;0.002867624519178
-0.002592517283448;-0.010093211410556;-0.000969059320274
0.002948352989015;-0.004511786136512;0.000266985731096
0.001931679544535;0.002050811880233;-1.97767208219082e-05
-0.003507523383489;-0.001359165520625;0.003520256306302
0.017080113867426;0.020990662774145;0.001156938168082
0.001118340788933;-0.002074939078824;0.004815631520138
0.00447336315575;0.010294271398815;0.002610527148494
0.010319235461575;-0.001704988700429;0.002996173204521
0.001321675477842;-0.003997072566569;0.002037002244658
-0.002592517283449;0.015763103079434;0.003589474829179
0.000711671411133;0.006988845191852;0.001710686351096
0.003100854005703;0.009345268254236;0.00247209010274
0.002084180561194;0.005179305297529;0.003530144666713
-0.00142334282228;0.005887036456197;0.002234769452877
0.000711671411148;0.017033802205226;0.005270496099042
0.00050833672224;0.022116598708389;0.004795854799316
-0.000406669377801;-0.009892151422298;0.005102393972055
-0.003456689711255;0.013229747227384;0.000781180472466
-0.00045750305002;0.008404307509188;0.006209890338083
0.004625864172423;0.008943148277721;0.003184052052329
0.000915006100041;0.009409607450479;0.004993622007535
-0.003558357055709;0.029403012682863;0.008316111105618
0.001372509150061;0.020443779606085;0.004479427266165
0.001830012200081;0.017862169356849;0.000850398995343
-0.001270841805622;0.001865836691034;0.003540033027124
0.002846685644576;-0.019012232489686;0.001295375213836
-0.000813338755587;-0.053007455304365;0.00184912339685
-0.001220008133388;0.020282931615478;0.004232218255891
-0.000559170394474;0.015570085490706;0.001631579467808
0.017486783245227;0.000812282352564;0.001938118640548
0.023688491256603;0.135956764060125;0.007712921120549
-0.001728344855627;-0.106875447358475;0.005102393972055
-0.003202521350142;0.035965610699609;0.006328550663015
-0.002236681577882;0.017315286188788;0.001522807503288
0.001830012200081;0.044329706211144;0.003866348920686
0.002135014233428;0.007801127544413;0.002205104371644
0.007777551850346;-0.003498443795691;0.001611802746987
-0.013318422122809;-0.054961758390233;0.002768740915069
-0.003660024400163;-0.010599882580966;0.002135885848767
-0.006964213094759;-0.064580468228502;0.001661244549041
