# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FM1
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FM1;MSONDQ
0.000862110254323;0.017693278966713
0.000718425211935;0.003828182176433
-0.000886057761387;-0.005669891668878
-0.000287370084774;-0.009264844258932
-0.000215527563581;0.009618709838267
0.000933952775516;-0.010093211410556
-4.78950141292714e-05;-0.004511786136512
0.000502897648355;0.002050811880233
0.000742372719;-0.001359165520625
0.000598687676613;0.020990662774145
0.000933952775516;-0.002074939078824
0.000670530197806;0.010294271398815
0.000694477704871;-0.001704988700429
-9.57900282578077e-05;-0.003997072566569
0.000574740169548;0.015763103079434
0.001101585324967;0.006988845191852
0.000981847789645;0.009345268254236
0.001101585324967;0.005179305297529
0.001077637817903;0.005887036456197
0.000694477704871;0.017033802205226
0.000766320226064;0.022116598708389
0.001820010536904;-0.009892151422298
0.001484745437999;0.013229747227384
0.000862110254323;0.008404307509188
0.000670530197807;0.008943148277721
0.001388955409742;0.009409607450479
0.002107380621677;0.029403012682863
0.002083433114613;0.020443779606085
0.001317112888549;0.017862169356849
-0.000383160113033;0.001865836691034
0.000359212605968;-0.019012232489686
0.00122132286029;-0.053007455304365
0.001724220508645;0.020282931615478
0.002777910819484;0.015570085490706
0.002107380621677;0.000812282352564
0.001724220508645;0.135956764060125
0.002275013171129;-0.106875447358475
0.002634225777097;0.035965610699609
0.002969490876;0.017315286188788
0.002538435748838;0.044329706211144
0.001149480339097;0.007801127544413
0.000646582690742;-0.003498443795691
0.001173427846162;-0.054961758390233
0.001556587959193;-0.010599882580966
0.001101585324968;-0.064580468228502
0.00196369557929;0.014942778327343
0.00270606829829;-0.002670076644068
0.002562383255903;0.034759250770061
0.003304755974903;0.004165962956706
0.00275396331242;-0.010889408964058
0.001508692945064;0.010101253810088
0.003208965946644;0.018594027714107
0.002730015805355;0.017065971803349
0.003544231045549;0.042841862298034
0.004238708750419;0.015377067901981
0.003544231045548;0.041345975985394
0.002131328128742;0.028542475933119
0.002107380621677;0.02332295863794
0.002346855692323;0.044900716577798
0.003089228411322;0.01314932323208
0.001796063029839;-0.041788307959563
0.00170027300158;0.038909128927708
0.002346855692323;-0.140733949381137
0.00122132286029;-0.056337008709919
0.002993438383065;-0.029419097481926
0.003759758609129;0.015964163067694
0.001388955409742;-0.02261522747927
0.003017385890129;0.019591285255869
