# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHU5
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
LHU5;MSONDQ;GDP252;GDP274_3
-0.01261137765593;0.017693278966713;0.003797130397809;-0.000904498838067
0.041809458533243;0.003828182176433;0.002561085346439;0.000250476601311
0.048252227553117;-0.005669891668878;0.000326315893562;0.00026439196805
-0.057162440027416;-0.009264844258932;0.002076555686302;0.002003812810487
0.062508567511994;0.009618709838267;0.002867624519178;0.001516774974604
-0.008087731322821;-0.010093211410556;-0.000969059320274;0.001154975439378
0.062234407128169;-0.004511786136512;0.000266985731096;0.000918414204806
0.027141877998629;0.002050811880233;-1.97767208219082e-05;0.000570530036319
-0.063879369431116;-0.001359165520625;0.003520256306302;0.00054269930284
0.004249485949279;0.020990662774145;0.001156938168082;0.000445291735664
-0.022755311857435;-0.002074939078824;0.004815631520138;0.000654022236756
-0.035229609321454;0.010294271398815;0.002610527148494;0.001182806172857
-0.021384509938314;-0.001704988700429;0.002996173204521;0.000640106870017
0.041398217957506;-0.003997072566569;0.002037002244658;0.000918414204806
0.018368745716241;0.015763103079434;0.003589474829179;0.000180899767613
0.01137765592872;0.006988845191852;0.001710686351096;0.000333968801748
0.00233036326251;0.009345268254236;0.00247209010274;0.0021847125781
-0.033036326250859;0.005179305297529;0.003530144666713;0.001683759375478
0.041946538725154;0.005887036456197;0.002234769452877;0.002769157981159
-0.01028101439342;0.017033802205226;0.005270496099042;0.00356233388531
-0.017683344756683;0.022116598708389;0.004795854799316;0.000250476601311
-0.03865661411926;-0.009892151422298;0.005102393972055;0.000500953202622
0.018779986291982;0.013229747227384;0.000781180472466;0.000306138068269
0.0067169294037;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000274160383826;0.008943148277721;0.003184052052329;-0.001154975439378
-0.024537354352297;0.009409607450479;0.004993622007535;-0.002087305010924
-0.054009595613433;0.029403012682863;0.008316111105618;-0.003464926318133
0.006991089787526;0.020443779606085;0.004479427266165;0.00055661466958
0.039753255654559;0.017862169356849;0.000850398995343;0.00054269930284
-0.003289924605894;0.001865836691034;0.003540033027124;0.002769157981159
-0.026730637422892;-0.019012232489686;0.001295375213836;0.002685665780722
0.023029472241261;-0.053007455304365;0.00184912339685;0.001989897443747
0.005757368060315;0.020282931615478;0.004232218255891;0.004202440755326
0.009869773817683;0.015570085490706;0.001631579467808;0.002379527712453
0.016723783413294;0.000812282352564;0.001938118640548;0.004619901757511
-0.02837559972584;0.135956764060125;0.007712921120549;0.004884293725561
-0.008361891706647;-0.106875447358475;0.005102393972055;0.00164201327526
0.009321453050036;0.035965610699609;0.006328550663015;0.007444721205627
-0.027278958190544;0.017315286188788;0.001522807503288;0.008140489542602
-0.003838245373542;0.044329706211144;0.003866348920686;0.006512391634082
0.043043180260454;0.007801127544413;0.002205104371644;0.006303661132989
0.014119259766962;-0.003498443795691;0.001611802746987;0.004299848322503
-0.005071967100753;-0.054961758390233;0.002768740915069;0.001544605708083
0.102673063742286;-0.010599882580966;0.002135885848767;0.001822913042873
0.084989718985608;-0.064580468228502;0.001661244549041;-0.001447198140907
0.027553118574366;0.014942778327343;0.003134610250274;0.002045558910705
0.074571624400273;-0.002670076644068;-0.00102838948274;0.008488373711089
-0.064290610006853;0.034759250770061;0.006941629008494;0.008210066376299
-0.00123372172721;0.004165962956706;0.003391707620959;0.007611705606501
0.03193968471556;-0.010889408964058;0.002956619762877;0.004258102222284
-0.000274160383826;0.010101253810088;0.006249443779727;0.000793175904151
-0.014804660726525;0.018594027714107;0.00504306380959;0.003882387320318
-0.005209047292668;0.017065971803349;0.007287721622878;0.004439001989897
0.025496915695682;0.042841862298034;0.006031899850686;0.003687572185965
-0.046744345442081;0.015377067901981;0.009295058786303;0.004355509789461
-0.015764222069914;0.041345975985394;0.007366828506165;0.004258102222284
0.051405071967101;0.028542475933119;-0.000217543929041;0.005023447392956
-0.004523646333105;0.02332295863794;0.001483254061644;0.005580062062536
-0.012200137080189;0.044900716577798;-0.00123604505137;0.004772970791645
0.077039067854694;0.01314932323208;-0.003579586468768;0.009058903747408
0.006305688827963;-0.041788307959563;0.00165135618863;0.009796418184601
0.077724468814256;0.038909128927708;0.00184912339685;0.014597219709725
0.142837559972587;-0.140733949381137;-0.005992346409042;0.015501718547792
0.073063742289236;-0.056337008709919;0.00350047958548;0.012593406899239
-0.081562714187798;-0.029419097481926;0.006733973439864;0.023433477589302
-0.037011651816313;0.015964163067694;0.005962681327809;0.007486467305846
-0.017272104180946;-0.02261522747927;0.00442998546411;0.010436525054618
-0.036463331048665;0.019591285255869;0.008563320115892;0.006261915032771
0.047155586017822;0.022969093058605;0.003905902362329;0.008349220043694
0.033995887594244;0.044619232594236;0.004627752672329;0.007041175570182
-0.010418094585335;-0.003763842980192;0.005883574444521;0.008780596412618
0.028786840301576;-0.000772070354911;0.005369379703151;0.0043694251562
0.000685400959563;0.038048592177962;0.002481978463151;0.006484560900602
-0.036874571624402;0.011026129756074;0.004390432022466;0.010339117487441
-0.013982179575051;0.020588542797628;0.006991070810549;0.006206253565813
-0.010555174777242;0.020049702029097;0.00267974567137;0.013289175236213
-0.006991089787526;0.047932701200731;0.010135569421234;0.011619331227475
0.063056888279642;0.033938926017968;0.002116109127945;0.01038086358766
-0.027553118574366;0.030335931028381;0.003955344164384;0.012704729833155
-0.018368745716245;0.074167008468647;0.00257097370685;0.01230118419771
0.017135023989035;-0.066985145688067;-0.000187878847808;0.016754101554347
0.064976010966415;-0.0016969463009;0.004884850043014;0.016573201786733
-0.006854009595615;0.004865651715847;0.001433812259589;0.025854751401973
0.049897189856069;0.002396635060036;-0.000791068832877;0.043262875193076
0.149554489376282;-0.095784978406157;-0.011134293822741;0.042386207088488
-0.070459218642905;0.015618339887891;0.005310049540686;0.022250671416445
-0.074571624400273;-0.000522755969472;0.006565871312878;0.01884140656527
0.062234407128169;0.0104229497913;0.002135885848767;0.009615518416988
0.000137080191911;-0.013245832026443;0.000118660324932;0.009267634248501
0.025496915695682;-0.026885741629872;0.001987560442603;0.005037362759695
0.177793008910215;-0.063856652270772;-0.00380701875822;0.012774306666852
0.028923920493487;0.021223892360526;0.00329282401685;0.009365041815677
-0.025496915695682;-0.071657779815186;0.001779904873973;0.000751429803933
0.047703906785469;-0.028043847162241;0.003896014001918;0.003423180217915
-0.000548320767647;0.006546513217685;0.009245616984248;0.007333398271711
-0.125154215215904;-0.025349643319582;0.005082617251234;0.011591500493996
-0.016038382453735;0.044024095028994;0.010412443512741;0.00519043179383
0.014119259766967;0.014355683161628;0.009482937634111;0.009142395947845
-0.077587388622346;0.033231194859297;0.008573208476303;0.005691384996452
