# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP274A
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=4)
GDP274A;MSONDQ;GDP252;GDP274_3;LBPUR7
0.002690051369343;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098
-0.0002583665157;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317
-0.000379950758382;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058
-0.001200644396486;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121
-0.001139852275145;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356
-0.002340496671631;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553
-0.001352624699839;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964
0.0;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671
0.003571537128788;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435
0.003343566673759;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236
-0.001003070002128;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601
-0.000151980303353;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049
0.001793367579562;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233
0.001535001063862;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106
-0.002750843490684;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873
1.51980303353411e-05;0.006988845191852;0.001710686351096;0.000333968801748;0.007029707737493
0.002173318337943;0.009345268254236;0.00247209010274;0.0021847125781;0.003643250357103
0.002127724246938;0.005179305297529;0.003530144666713;0.001683759375478;0.004493877092462
0.002325298641296;0.005887036456197;0.002234769452877;0.002769157981159;0.009661835748792
0.001535001063862;0.017033802205226;0.005270496099042;0.00356233388531;-0.005312404705731
-0.000911881820116;0.022116598708389;0.004795854799316;0.000250476601311;0.010368016434751
-0.000759901516763;-0.009892151422298;0.005102393972055;0.000500953202622;0.012133468149646
-0.001519803033527;0.013229747227384;0.000781180472466;0.000306138068269;0.003161763525768
0.00057752515274;0.008404307509188;0.006209890338083;5.56614669580298e-05;0.000995072784759
-0.002887625763701;0.008943148277721;0.003184052052329;-0.001154975439378;0.00032099122089
-0.00395148788717;0.009409607450479;0.004993622007535;-0.002087305010924;0.008426019548365
-0.004346636675887;0.029403012682863;0.008316111105618;-0.003464926318133;0.010817404143997
-0.001109456214475;0.020443779606085;0.004479427266165;0.00055661466958;0.009292695844769
0.002507675005319;0.017862169356849;0.000850398995343;0.00054269930284;0.007751937984496
0.002766041521019;0.001865836691034;0.003540033027124;0.002769157981159;0.006500072223025
0.002811635612025;-0.019012232489686;0.001295375213836;0.002685665780722;0.006307477490491
-0.001884555761573;-0.053007455304365;0.00184912339685;0.001989897443747;0.012229765515913
0.003480348946776;0.020282931615478;0.004232218255891;0.004202440755326;0.012454459370536
0.008161342290039;0.015570085490706;0.001631579467808;0.002379527712453;0.004798818752307
0.007492628955287;0.000812282352564;0.001938118640548;0.004619901757511;0.004044489383215
0.00452901303991;0.135956764060125;0.007712921120549;0.004884293725561;0.022116295119329
0.004453022888234;-0.106875447358475;0.005102393972055;0.00164201327526;0.0086186142809
0.006018420012766;0.035965610699609;0.006328550663015;0.007444721205627;0.00388399377277
0.006717529408189;0.017315286188788;0.001522807503288;0.008140489542602;0.009324794966858
0.003708319401806;0.044329706211144;0.003866348920686;0.006512391634082;0.001027171906848
0.005592875163379;0.007801127544413;0.002205104371644;0.006303661132989;0.000369139904024
0.003617131219794;-0.003498443795691;0.001611802746987;0.004299848322503;0.005248206461553
0.004605003191586;-0.054961758390233;0.002768740915069;0.001544605708083;0.005248206461553
0.001428614851515;-0.010599882580966;0.002135885848767;0.001822913042873;0.003209912208901
0.002735645460348;-0.064580468228502;0.001661244549041;-0.001447198140907;0.003450655624569
0.005729657436396;0.014942778327343;0.003134610250274;0.002045558910705;0.008634663841944
0.013708623362412;-0.002670076644068;-0.00102838948274;0.008488373711089;-0.00470252138604
0.011793671540168;0.034759250770061;0.006941629008494;0.008210066376299;0.015118686503924
0.005912033800419;0.004165962956706;0.003391707620959;0.007611705606501;0.008345771743143
-0.002234110459284;-0.010889408964058;0.002956619762877;0.004258102222284;0.005713643731844
-0.004680993343263;0.010101253810088;0.006249443779727;0.000793175904151;0.000577784197602
0.006975895923888;0.018594027714107;0.00504306380959;0.003882387320318;0.02108912321248
0.004513815009575;0.017065971803349;0.007287721622878;0.004439001989897;0.008811209013434
0.00398188394784;0.042841862298034;0.006031899850686;0.003687572185965;0.008056879644342
-0.003009210006383;0.015377067901981;0.009295058786303;0.004355509789461;0.013738424254097
0.003723517432141;0.041345975985394;0.007366828506165;0.004258102222284;0.0144606545011
0.006048816073437;0.028542475933119;-0.000217543929041;0.005023447392956;-0.007158104225849
0.003905893796164;0.02332295863794;0.001483254061644;0.005580062062536;-0.000481486831335
0.002507675005319;0.044900716577798;-0.00123604505137;0.004772970791645;-0.004654372702907
0.007811787592328;0.01314932323208;-0.003579586468768;0.009058903747408;-0.007784037106585
0.020061400042555;-0.041788307959563;0.00165135618863;0.009796418184601;-0.000529635514469
0.032675765220827;0.038909128927708;0.00184912339685;0.014597219709725;0.000674081563869
0.027006899905772;-0.140733949381137;-0.005992346409042;0.015501718547792;-0.006644518272425
0.01445332684884;-0.056337008709919;0.00350047958548;0.012593406899239;0.008843308135523
0.017918477765282;-0.029419097481926;0.006733973439864;0.023433477589302;0.010849503266086
0.010471442901;0.015964163067694;0.005962681327809;0.007486467305846;-0.002728425377566
0.015228426395939;-0.02261522747927;0.00442998546411;0.010436525054618;-0.000128396488356
