# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; IPS38
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
IPS38;MSONDQ;GDP252
0.019445817786698;0.017693278966713;0.003797130397809
0.001439423278442;0.003828182176433;0.002561085346439
-0.003825992175421;-0.005669891668878;0.000326315893562
0.01106817025325;-0.009264844258932;0.002076555686302
-0.003664025173328;0.009618709838267;0.002867624519178
-0.005136181940381;-0.010093211410556;-0.000969059320274
-0.007903649613936;-0.004511786136512;0.000266985731096
0.003186201261642;0.002050811880233;-1.97767208219082e-05
0.015849810252044;-0.001359165520625;0.003520256306302
0.011436740832817;0.020990662774145;0.001156938168082
0.019305956517174;-0.002074939078824;0.004815631520138
0.003017432495682;0.010294271398815;0.002610527148494
0.005564267953787;-0.001704988700429;0.002996173204521
0.003731192591518;-0.003997072566569;0.002037002244658
0.001634123769147;0.015763103079434;0.003589474829179
0.006902089884459;0.006988845191852;0.001710686351096
0.012618122194538;0.009345268254236;0.00247209010274
0.008804458216126;0.005179305297529;0.003530144666713
0.007600120901354;0.005887036456197;0.002234769452877
0.008980028745954;0.017033802205226;0.005270496099042
0.014112809804402;0.022116598708389;0.004795854799316
0.010938511629528;-0.009892151422298;0.005102393972055
0.010067460744258;0.013229747227384;0.000781180472466
0.013009223616915;0.008404307509188;0.006209890338083
0.015442554640481;0.008943148277721;0.003184052052329
0.011934119815622;0.009409607450479;0.004993622007535
0.010836485171517;0.029403012682863;0.008316111105618
0.013164813965382;0.020443779606085;0.004479427266165
0.011362346540516;0.017862169356849;0.000850398995343
0.011957925989157;0.001865836691034;0.003540033027124
-0.002667991876994;-0.019012232489686;0.001295375213836
-0.005001847104;-0.053007455304365;0.00184912339685
0.000164092553302;0.020282931615478;0.004232218255891
0.002294319974527;0.015570085490706;0.001631579467808
0.030323113541419;0.000812282352564;0.001938118640548
0.007555484325972;0.135956764060125;0.007712921120549
0.023381913514722;-0.106875447358475;0.005102393972055
0.019981881801498;0.035965610699609;0.006328550663015
0.006531818863927;0.017315286188788;0.001522807503288
0.019134637089762;0.044329706211144;0.003866348920686
0.014659926685488;0.007801127544413;0.002205104371644
0.008354691580394;-0.003498443795691;0.001611802746987
0.002295595305253;-0.054961758390233;0.002768740915069
-0.004442827136146;-0.010599882580966;0.002135885848767
-0.003899536247238;-0.064580468228502;0.001661244549041
0.003283976617236;0.014942778327343;0.003134610250274
0.001041094981956;-0.002670076644068;-0.00102838948274
-0.002513676859252;0.034759250770061;0.006941629008494
0.023294765915171;0.004165962956706;0.003391707620959
0.020452053728834;-0.010889408964058;0.002956619762877
0.019505333220537;0.010101253810088;0.006249443779727
0.030310360234168;0.018594027714107;0.00504306380959
0.013125703823144;0.017065971803349;0.007287721622878
0.003738419465627;0.042841862298034;0.006031899850686
0.023217395851179;0.015377067901981;0.009295058786303
0.014041816394036;0.041345975985394;0.007366828506165
0.002651837687809;0.028542475933119;-0.000217543929041
-0.002256060052773;0.02332295863794;0.001483254061644
0.021133930556541;0.044900716577798;-0.00123604505137
0.020475859902369;0.01314932323208;-0.003579586468768
-0.007687693611146;-0.041788307959563;0.00165135618863
-0.008790429578149;0.038909128927708;0.00184912339685
-0.055976816187858;-0.140733949381137;-0.005992346409042
-0.078915764830715;-0.056337008709919;0.00350047958548
-0.002350859636675;-0.029419097481926;0.006733973439864
0.051609233564494;0.015964163067694;0.005962681327809
0.038154919524506;-0.02261522747927;0.00442998546411
0.022963179926633;0.019591285255869;0.008563320115892
0.007381614237112;0.022969093058605;0.003905902362329
0.004397340340284;0.044619232594236;0.004627752672329
0.009577308635562;-0.003763842980192;0.005883574444521
0.027819214217727;-0.000772070354911;0.005369379703151
0.027896584281719;0.038048592177962;0.002481978463151
0.007888770755477;0.011026129756074;0.004390432022466
0.00244650944106;0.020588542797628;0.006991070810549
0.010526154695067;0.020049702029097;0.00267974567137
0.017849103718822;0.047932701200731;0.010135569421234
-0.007579715609751;0.033938926017968;0.002116109127945
0.012644053919284;0.030335931028381;0.003955344164384
-0.002836760642955;0.074167008468647;0.00257097370685
0.011124709915399;-0.066985145688067;-0.000187878847808
0.005489873661488;-0.0016969463009;0.004884850043014
0.000776676411611;0.004865651715847;0.001433812259589
-0.002102170145273;0.002396635060036;-0.000791068832877
-0.050234427042793;-0.095784978406157;-0.011134293822741
-0.019925767249592;0.015618339887891;0.005310049540686
0.042853663026164;-0.000522755969472;0.006565871312878
0.004630300752743;0.0104229497913;0.002135885848767
0.007223048116953;-0.013245832026443;0.000118660324932
-0.004248126645442;-0.026885741629872;0.001987560442603
-0.03913352330093;-0.063856652270772;-0.00380701875822
-0.01242979835746;0.021223892360526;0.00329282401685
-0.014346620437345;-0.071657779815186;0.001779904873973
0.000636390031845;-0.028043847162241;0.003896014001918
0.002212273697877;0.006546513217685;0.009245616984248
0.03013478970434;-0.025349643319582;0.005082617251234
0.029679071525222;0.044024095028994;0.010412443512741
0.023583415769294;0.014355683161628;0.009482937634111
0.016529986638786;0.033231194859297;0.008573208476303
0.012876589221499;0.056111821523071;0.004756301357672
0.006815792505392;0.009176377864099;0.007979906851645
-0.00695692910564;-0.014572827948947;0.004360766941234
-0.008757270979297;-0.011379995335409;0.007505265551919
-0.004401166332459;0.036279264281292;0.009690593202741
0.002765767232588;-0.037348903418824;0.005329826261508
0.003123284945869;0.0287757055195;0.01122328906644
0.002398471983746;0.005983545250561;0.001364593736713
0.014844849640633;-0.015980247866755;0.00504306380959
0.004590765500264;-0.037099589033383;0.006457099348357
0.010449634851558;-0.00299177262528;0.010679429243837
0.01972936631792;0.032949710875735;0.003985009245617
0.010122299965439;-0.020588542797628;0.000276874091507
0.023231849599397;0.05188956176965;0.008622650278357
0.022122736978767;0.00402119976516;0.007178949658357
0.016779101240428;0.032225894918009;0.001582137665754
0.002457987417588;0.055203030376143;0.010788201208358
0.006533094194651;-0.024135240990501;0.004716747916028
0.006278028049624;0.07652343153103;0.005537481830138
0.008084746576906;-0.020081871627218;0.007851358166302
0.007887495424751;0.015948078268632;0.002521531904795
-0.002382317794562;-0.007117523584337;0.003203828773151
-0.01173049200984;-0.037541921007552;0.006496652790001
-0.002132778082676;0.027513048793237;0.003154386971096
0.013749765657979;-0.003450189398509;0.005626477073836
-0.003288227719653;-0.050980770622723;0.002323764696576
0.002057958680134;0.034855759564425;0.002877512879589
-0.005548963985085;0.023314916238408;-0.005033175449179
-0.023592768194612;-0.064379408240242;-0.002966508123288
0.003146240898921;-0.106143589001214;0.00607145329233
0.021113100154698;0.095406985628231;0.003035726646165
0.006064622708283;-0.043766738244023;-0.00061307834548
0.004306366748558;0.029949895850925;0.011599046762056
0.011184225349239;0.049050594735445;0.004113557930959
0.000224883317866;-0.03477533556912;0.007159172937535
0.001755705298277;0.011733860914742;0.00844465979096
0.00645317346921;-0.011339783337757;0.002630303869316
0.002086441066329;0.032129386123645;0.006536206231645
-0.000544566219635;0.007495516362263;0.008128232257809
0.00672609424439;0.010382737793647;0.006704308358631
0.006715891598589;0.003804054977844;0.008414994709727
0.018621103917774;0.036753765853579;0.005527593469727
0.013980175408988;0.016181307855012;0.005537481830138
0.013414778787505;0.026950080826116;0.007782139643426
0.008892456036166;0.013639909603428;0.001245933411781
-0.00936602884543;0.011814284910047;0.006516429510823
-0.019234112886325;0.024842972149169;0.006921852287672
-0.006877433490439;0.05710907906483;0.005468263307261
-0.01405499481153;-0.018055186945576;0.00710973113548
0.013416904338717;-0.012353125678578;0.00885997092822
0.011035011654398;0.013865096790279;0.005240831017809
0.013709380185017;0.004439404540739;0.006892187206439
0.021163263163219;0.040413057639878;0.009018184694796
0.008772149837752;0.027810617575858;0.003925679083151
0.017954531058775;0.076249989947002;0.013912923098221
0.014473303289367;0.052725971320802;0.008909412730275
0.000297577169208;-0.064701104221456;0.009601597959042
-0.001389685380165;0.028317288746271;0.013972253260687
-0.005669270183486;-0.000731858357259;0.010798089568769
-0.006352847452174;-0.044241239816313;0.012202236747125
0.011020132795937;0.034968353157847;0.00916651010096
0.007650283909879;-0.002034727081171;0.014437006200002
0.002532806820129;0.076105226755454;0.009838918608905
0.02615150673949;-0.009441777048599;0.011747372168221
-0.005615281182793;-0.008790342686643;0.015326958636988
-5.48392211811022e-05;0.080914581674587;0.006170336896439
-0.030495283189317;-0.003176747814476;0.009482937634111
-0.019230712004391;-0.040573905630485;0.008365552907672
-0.031327649042583;-0.071891009401566;0.004123446291371
-0.031608221802123;-0.07826058982958;0.002521531904795
-0.007072133981144;-0.080118384121087;0.004439873824521
-0.008152339105338;-0.050522353849495;0.017176082033838
0.013663893389153;-0.029193910295076;0.003619139910412
0.030766503523526;0.015369025502449;0.006051676571508
0.005885226186285;0.037694726598627;0.005824244282056
-0.006582406982699;-0.036013865096789;0.003668581712466
-0.008033308237655;-0.005267771692364;0.005389156423973
-0.013578446230569;0.016486919037166;0.009443384192467
-0.005512404504298;0.010061041812435;0.015198409951646
0.010938086519287;0.021344528353478;0.006081341652741
0.000488026557486;-0.025800017693278;0.011856144132741
0.015868515102679;0.019422394865732;0.006654866556576
0.021187069336755;0.051286381804876;0.009542267796577
0.023374686640609;-0.004149878157647;0.011559493320412
0.017491160895299;0.003586910190523;0.004874961682603
-0.007280437999576;0.123844910367457;0.010105904340002
-0.034327226908126;-0.045125903764646;0.010521215477262
-0.010331879314599;0.156883087638027;0.003935567443562
0.03470855079493;-0.069100296764543;0.012103353143015
-0.002745787051227;0.008669706693691;0.0080293486537
0.009147097070956;0.045117861365117;0.00648676442959
-0.001476407869475;-0.006441962023789;0.010798089568768
0.00995650697117;-0.049710071496933;0.011332061030961
0.010851364029981;0.073314514118433;0.005883574444521
-0.000233810632951;-0.012320956080457;0.006051676571508
0.00402579398903;0.002163405473658;0.00288740124
-0.013539336088327;-0.027159183213905;0.002620415508904
-0.018506749262761;-0.03181573254196;0.00370813515411
-0.063173507469821;-0.055323666369098;-0.01184625577233
