# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYAAAC
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FYAAAC;MSONDQ;GDP252
0.020526960784313;0.017693278966713;0.003797130397809
0.011029411764706;0.003828182176433;0.002561085346439
0.008884803921569;-0.005669891668878;0.000326315893562
-0.001531862745098;-0.009264844258932;0.002076555686302
-0.009191176470588;0.009618709838267;0.002867624519178
-0.012867647058824;-0.010093211410556;-0.000969059320274
0.00061274509804;-0.004511786136512;0.000266985731096
-0.004595588235294;0.002050811880233;-1.97767208219082e-05
0.001225490196078;-0.001359165520625;0.003520256306302
0.014093137254903;0.020990662774145;0.001156938168082
-0.002450980392157;-0.002074939078824;0.004815631520138
0.0;0.010294271398815;0.002610527148494
-0.010416666666666;-0.001704988700429;0.002996173204521
0.003676470588235;-0.003997072566569;0.002037002244658
-0.007352941176471;0.015763103079434;0.003589474829179
-0.005514705882353;0.006988845191852;0.001710686351096
0.002144607843137;0.009345268254236;0.00247209010274
0.006127450980392;0.005179305297529;0.003530144666713
0.004289215686274;0.005887036456197;0.002234769452877
0.003982843137255;0.017033802205226;0.005270496099042
0.002757352941177;0.022116598708389;0.004795854799316
0.000306372549019;-0.009892151422298;0.005102393972055
0.001838235294118;0.013229747227384;0.000781180472466
-0.000919117647059;0.008404307509188;0.006209890338083
0.002144607843137;0.008943148277721;0.003184052052329
0.004901960784314;0.009409607450479;0.004993622007535
0.010723039215686;0.029403012682863;0.008316111105618
0.018382352941177;0.020443779606085;0.004479427266165
0.017463235294118;0.017862169356849;0.000850398995343
0.029105392156863;0.001865836691034;0.003540033027124
0.005821078431372;-0.019012232489686;0.001295375213836
-0.024203431372549;-0.053007455304365;0.00184912339685
0.013174019607843;0.020282931615478;0.004232218255891
0.032475490196079;0.015570085490706;0.001631579467808
0.037683823529412;0.000812282352564;0.001938118640548
0.009191176470588;0.135956764060125;0.007712921120549
0.011642156862745;-0.106875447358475;0.005102393972055
-0.016237745098039;0.035965610699609;0.006328550663015
0.01531862745098;0.017315286188788;0.001522807503288
0.041973039215687;0.044329706211144;0.003866348920686
0.017156862745098;0.007801127544413;0.002205104371644
0.016237745098039;-0.003498443795691;0.001611802746987
0.037071078431373;-0.054961758390233;0.002768740915069
0.039215686274509;-0.010599882580966;0.002135885848767
0.022671568627451;-0.064580468228502;0.001661244549041
