# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; HSWST
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
HSWST;MSONDQ
0.076134699853588;0.017693278966713
-0.035139092240117;0.003828182176433
-0.050512445095168;-0.005669891668878
-0.029282576866766;-0.009264844258932
-0.06588579795022;0.009618709838267
-0.033674963396778;-0.010093211410556
0.013177159590044;-0.004511786136512
0.020497803806734;0.002050811880233
-0.027086383601756;-0.001359165520625
0.059297218155198;0.020990662774145
0.038067349926793;-0.002074939078824
0.003660322108346;0.010294271398815
0.090775988286968;-0.001704988700429
0.011713030746707;-0.003997072566569
0.019033674963395;0.015763103079434
0.060029282576868;0.006988845191852
0.036603221083454;0.009345268254236
-0.019765739385066;0.005179305297529
0.018301610541729;0.005887036456197
-0.073206442166912;0.017033802205226
-0.13762811127379;0.022116598708389
0.04758418740849;-0.009892151422298
-0.107613469985359;0.013229747227384
-0.067349926793556;0.008404307509188
-0.037335285505124;0.008943148277721
-0.036603221083456;0.009409607450479
0.000732064421668;0.029403012682863
-0.018301610541727;0.020443779606085
-0.060761346998537;0.017862169356849
-0.106881405563688;0.001865836691034
-0.04245973645681;-0.019012232489686
0.038067349926795;-0.053007455304365
0.083455344070278;0.020282931615478
0.117130307467056;0.015570085490706
-0.01610541727672;0.000812282352564
0.087115666178622;0.135956764060125
-0.000732064421668;-0.106875447358475
-0.01610541727672;0.035965610699609
0.069546120058564;0.017315286188788
-0.060761346998534;0.044329706211144
0.132503660322107;0.007801127544413
-0.046852122986822;-0.003498443795691
0.001464128843337;-0.054961758390233
-0.1303074670571;-0.010599882580966
0.021961932650073;-0.064580468228502
0.125183016105417;0.014942778327343
0.085651537335285;-0.002670076644068
0.185212298682283;0.034759250770061
0.071742313323573;0.004165962956706
0.004392386530015;-0.010889408964058
0.027086383601756;0.010101253810088
0.209370424597366;0.018594027714107
-0.258418740849195;0.017065971803349
0.068081991215227;0.042841862298034
0.032210834553441;0.015377067901981
-0.173499267935578;0.041345975985394
0.05636896046852;0.028542475933119
-0.117130307467056;0.02332295863794
-0.162518301610541;0.044900716577798
-0.071010248901903;0.01314932323208
0.010980966325037;-0.041788307959563
-0.130307467057102;0.038909128927708
-0.082723279648608;-0.140733949381137
-0.058565153733529;-0.056337008709919
0.171303074670571;-0.029419097481926
0.0497803806735;0.015964163067694
0.066617862371888;-0.02261522747927
0.024158125915081;0.019591285255869
0.074670571010249;0.022969093058605
0.070278184480234;0.044619232594236
0.202781844802342;-0.003763842980192
0.163250366032212;-0.000772070354911
-0.172035139092241;0.038048592177962
0.112005856515373;0.011026129756074
0.035871156661788;0.020588542797628
-0.070278184480234;0.020049702029097
0.050512445095168;0.047932701200731
-0.008784773060029;0.033938926017968
0.035871156661786;0.030335931028381
-0.243777452415812;0.074167008468647
0.136896046852122;-0.066985145688067
-0.062225475841873;-0.0016969463009
-0.176427525622254;0.004865651715847
-0.197657393850659;0.002396635060036
-0.165446559297219;-0.095784978406157
0.215226939970717;0.015618339887891
0.010248901903368;-0.000522755969472
-0.142752562225476;0.0104229497913
-0.008052708638361;-0.013245832026443
-0.132503660322107;-0.026885741629872
-0.055636896046851;-0.063856652270772
-0.047584187408493;0.021223892360526
0.032210834553441;-0.071657779815186
0.055636896046851;-0.028043847162241
0.134699853587115;0.006546513217685
0.128111273792095;-0.025349643319582
0.117862371888725;0.044024095028994
0.079062957540264;0.014355683161628
-0.041727672035139;0.033231194859297
0.211566617862373;0.056111821523071
-0.094436310395315;0.009176377864099
-0.068081991215227;-0.014572827948947
-0.053440702781846;-0.011379995335409
0.173499267935578;0.036279264281292
-0.037335285505124;-0.037348903418824
0.051244509516839;0.0287757055195
