# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYFF
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FYFF;MSONDQ;GDP252
0.029718255499807;0.017693278966713;0.003797130397809
0.028560401389425;0.003828182176433;0.002561085346439
0.023928984947896;-0.005669891668878;0.000326315893562
-0.003280586646083;-0.009264844258932;0.002076555686302
-0.013701273639521;0.009618709838267;0.002867624519178
-0.04399845619452;-0.010093211410556;-0.000969059320274
-0.037051331532227;-0.004511786136512;0.000266985731096
-0.016981860285604;0.002050811880233;-1.97767208219082e-05
-0.015631030490158;-0.001359165520625;0.003520256306302
-0.002894635275955;0.020990662774145;0.001156938168082
0.041489772288692;-0.002074939078824;0.004815631520138
0.003280586646083;0.010294271398815;0.002610527148494
0.008683905827866;-0.001704988700429;0.002996173204521
0.013894249324585;-0.003997072566569;0.002037002244658
0.004438440756464;0.015763103079434;0.003589474829179
0.002508683905828;0.006988845191852;0.001710686351096
-0.000192975685064;0.009345268254236;0.00247209010274
0.021227325357005;0.005179305297529;0.003530144666713
0.007140100347356;0.005887036456197;0.002234769452877
0.000578927055191;0.017033802205226;0.005270496099042
0.00154380548051;0.022116598708389;0.004795854799316
-0.001929756850637;-0.009892151422298;0.005102393972055
0.006947124662293;0.013229747227384;0.000781180472466
0.022964106522578;0.008404307509188;0.006209890338083
0.005982246236975;0.008943148277721;0.003184052052329
-0.000192975685064;0.009409607450479;0.004993622007535
0.005403319181783;0.029403012682863;0.008316111105618
0.022578155152451;0.020443779606085;0.004479427266165
0.020648398301814;0.017862169356849;0.000850398995343
0.028753377074489;0.001865836691034;0.003540033027124
0.008876881512929;-0.019012232489686;0.001295375213836
-0.042840602084137;-0.053007455304365;0.00184912339685
-0.04824392126592;0.020282931615478;0.004232218255891
-0.005596294866847;0.015570085490706;0.001631579467808
0.016209957545349;0.000812282352564;0.001938118640548
0.035507526051718;0.135956764060125;0.007712921120549
0.069085295252798;-0.106875447358475;0.005102393972055
-0.002122732535701;0.035965610699609;0.006328550663015
-0.001543805480509;0.017315286188788;0.001522807503288
0.037630258587418;0.044329706211144;0.003866348920686
0.101891161713624;0.007801127544413;0.002205104371644
0.038016209957545;-0.003498443795691;0.001611802746987
-0.002508683905828;-0.054961758390233;0.002768740915069
-0.021227325357005;-0.010599882580966;0.002135885848767
-0.040138942493246;-0.064580468228502;0.001661244549041
-0.06812041682748;0.014942778327343;0.003134610250274
-0.065804708606715;-0.002670076644068;-0.00102838948274
-0.098996526437669;0.034759250770061;0.006941629008494
0.0409108452335;0.004165962956706;0.003391707620959
0.052682362022385;-0.010889408964058;0.002956619762877
-0.041875723658819;0.010101253810088;0.006249443779727
-0.070050173678117;0.018594027714107;0.00504306380959
0.04399845619452;0.017065971803349;0.007287721622878
0.025472790428406;0.042841862298034;0.006031899850686
0.023350057892705;0.015377067901981;0.009295058786303
0.080663836356619;0.041345975985394;0.007366828506165
0.074102663064454;0.028542475933119;-0.000217543929041
0.15881898880741;0.02332295863794;0.001483254061644
-0.032612890775762;0.044900716577798;-0.00123604505137
-0.038981088382864;0.01314932323208;-0.003579586468768
0.111539945966808;-0.041788307959563;0.00165135618863
0.048629872636048;0.038909128927708;0.00184912339685
-0.15881898880741;-0.140733949381137;-0.005992346409042
-0.176186800463142;-0.056337008709919;0.00350047958548
-0.051138556541876;-0.029419097481926;0.006733973439864
0.042840602084137;0.015964163067694;0.005962681327809
-0.043226553454265;-0.02261522747927;0.00442998546411
-0.033963720571208;0.019591285255869;0.008563320115892
0.021420301042069;0.022969093058605;0.003905902362329
0.005017367811655;0.044619232594236;0.004627752672329
-0.023736009262833;-0.003763842980192;0.005883574444521
-0.012350443844076;-0.000772070354911;0.005369379703151
0.028753377074489;0.038048592177962;0.002481978463151
0.038402161327673;0.011026129756074;0.004390432022466
0.040138942493246;0.020588542797628;0.006991070810549
0.014087225009649;0.020049702029097;0.00267974567137
0.030490158240061;0.047932701200731;0.010135569421234
0.047279042840602;0.033938926017968;0.002116109127945
0.085874179853338;0.030335931028381;0.003955344164384
0.02836742570436;0.074167008468647;0.00257097370685
0.00617522192204;-0.066985145688067;-0.000187878847808
0.044384407564649;-0.0016969463009;0.004884850043014
0.152257815515245;0.004865651715847;0.001433812259589
0.085102277113084;0.002396635060036;-0.000791068832877
-0.136626785025087;-0.095784978406157;-0.011134293822741
-0.16499421072945;0.015618339887891;0.005310049540686
0.348321111539944;-0.000522755969472;0.006565871312878
0.041489772288694;0.0104229497913;0.002135885848767
0.070050173678117;-0.013245832026443;0.000118660324932
-0.011771516788883;-0.026885741629872;0.001987560442603
-0.230991895021227;-0.063856652270772;-0.00380701875822
0.037051331532227;0.021223892360526;0.00329282401685
0.016595908915473;-0.071657779815186;0.001779904873973
-0.20301042068699;-0.028043847162241;0.003896014001918
-0.099575453492862;0.006546513217685;0.009245616984248
-0.0366653801621;-0.025349643319582;0.005082617251234
0.008683905827866;0.044024095028994;0.010412443512741
0.038016209957546;0.014355683161628;0.009482937634111
-0.001736781165573;0.033231194859297;0.008573208476303
0.014859127749904;0.056111821523071;0.004756301357672
0.050366653801623;0.009176377864099;0.007979906851645
0.048243921265919;-0.014572827948947;0.004360766941234
-0.122925511385565;-0.011379995335409;0.007505265551919
-0.045735237360093;0.036279264281292;0.009690593202741
-0.032033963720572;-0.037348903418824;0.005329826261508
-0.001350829795446;0.0287757055195;0.01122328906644
0.011771516788884;0.005983545250561;0.001364593736713
-0.016016981860285;-0.015980247866755;0.00504306380959
-0.052489386337322;-0.037099589033383;0.006457099348357
-0.041296796603628;-0.00299177262528;0.010679429243837
0.003473562331146;0.032949710875735;0.003985009245617
-0.002701659590892;-0.020588542797628;0.000276874091507
0.024893863373215;0.05188956176965;0.008622650278357
0.011192589733693;0.00402119976516;0.007178949658357
0.004245465071401;0.032225894918009;0.001582137665754
-0.01466615206484;0.055203030376143;0.010788201208358
0.028560401389425;-0.024135240990501;0.004716747916028
0.047857969895793;0.07652343153103;0.005537481830138
0.028174450019298;-0.020081871627218;0.007851358166302
0.056348900038595;0.015948078268632;0.002521531904795
0.016402933230413;-0.007117523584337;0.003203828773151
