# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP277A
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
GDP277A;MSONDQ;GDP252;GDP274_3
0.001271378505964;0.017693278966713;0.003797130397809;-0.000904498838067
0.000917603617348;0.003828182176433;0.002561085346439;0.000250476601311
0.000563828728732;-0.005669891668878;0.000326315893562;0.00026439196805
0.000265331166462;-0.009264844258932;0.002076555686302;0.002003812810487
0.000563828728732;0.009618709838267;0.002867624519178;0.001516774974604
-0.000232164770654;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.000652272450886;-0.004511786136512;0.000266985731096;0.000918414204806
-0.000508551402386;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.0001437210485;-0.001359165520625;0.003520256306302;0.00054269930284
-0.000110554652693;0.020990662774145;0.001156938168082;0.000445291735664
6.6332791615538e-05;-0.002074939078824;0.004815631520138;0.000654022236756
0.000165831979039;0.010294271398815;0.002610527148494;0.001182806172857
0.000198998374847;-0.001704988700429;0.002996173204521;0.000640106870017
-5.52773263462684e-05;-0.003997072566569;0.002037002244658;0.000918414204806
-0.000364830353885;0.015763103079434;0.003589474829179;0.000180899767613
0.000110554652693;0.006988845191852;0.001710686351096;0.000333968801748
-0.000685438846694;0.009345268254236;0.00247209010274;0.0021847125781
-0.001105546526926;0.005179305297529;0.003530144666713;0.001683759375478
0.000807048964656;0.005887036456197;0.002234769452877;0.002769157981159
-0.001017102804772;0.017033802205226;0.005270496099042;0.00356233388531
0.002598034338275;0.022116598708389;0.004795854799316;0.000250476601311
0.000409052214962;-0.009892151422298;0.005102393972055;0.000500953202622
0.003338750511315;0.013229747227384;0.000781180472466;0.000306138068269
0.00015477651377;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000685438846694;0.008943148277721;0.003184052052329;-0.001154975439378
0.000486440471847;0.009409607450479;0.004993622007535;-0.002087305010924
0.003825190983163;0.029403012682863;0.008316111105618;-0.003464926318133
-0.001536709672427;0.020443779606085;0.004479427266165;0.00055661466958
0.005384011586128;0.017862169356849;0.000850398995343;0.00054269930284
8.84437221540767e-05;0.001865836691034;0.003540033027124;0.002769157981159
0.004035244823278;-0.019012232489686;0.001295375213836;0.002685665780722
0.001547765137696;-0.053007455304365;0.00184912339685;0.001989897443747
0.001381933158657;0.020282931615478;0.004232218255891;0.004202440755326
0.001890484561043;0.015570085490706;0.001631579467808;0.002379527712453
0.004145799475971;0.000812282352564;0.001938118640548;0.004619901757511
0.003217140393353;0.135956764060125;0.007712921120549;0.004884293725561
0.003250306789161;-0.106875447358475;0.005102393972055;0.00164201327526
0.001978928283197;0.035965610699609;0.006328550663015;0.007444721205627
0.007816213945364;0.017315286188788;0.001522807503288;0.008140489542602
0.003792024587355;0.044329706211144;0.003866348920686;0.006512391634082
0.003913634705317;0.007801127544413;0.002205104371644;0.006303661132989
