# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYAAAC
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FYAAAC;MSONDQ
0.020526960784313;0.017693278966713
0.011029411764706;0.003828182176433
0.008884803921569;-0.005669891668878
-0.001531862745098;-0.009264844258932
-0.009191176470588;0.009618709838267
-0.012867647058824;-0.010093211410556
0.00061274509804;-0.004511786136512
-0.004595588235294;0.002050811880233
0.001225490196078;-0.001359165520625
0.014093137254903;0.020990662774145
-0.002450980392157;-0.002074939078824
0.0;0.010294271398815
-0.010416666666666;-0.001704988700429
0.003676470588235;-0.003997072566569
-0.007352941176471;0.015763103079434
-0.005514705882353;0.006988845191852
0.002144607843137;0.009345268254236
0.006127450980392;0.005179305297529
0.004289215686274;0.005887036456197
0.003982843137255;0.017033802205226
0.002757352941177;0.022116598708389
0.000306372549019;-0.009892151422298
0.001838235294118;0.013229747227384
-0.000919117647059;0.008404307509188
0.002144607843137;0.008943148277721
0.004901960784314;0.009409607450479
0.010723039215686;0.029403012682863
0.018382352941177;0.020443779606085
0.017463235294118;0.017862169356849
0.029105392156863;0.001865836691034
0.005821078431372;-0.019012232489686
-0.024203431372549;-0.053007455304365
0.013174019607843;0.020282931615478
0.032475490196079;0.015570085490706
0.037683823529412;0.000812282352564
0.009191176470588;0.135956764060125
0.011642156862745;-0.106875447358475
-0.016237745098039;0.035965610699609
0.01531862745098;0.017315286188788
0.041973039215687;0.044329706211144
0.017156862745098;0.007801127544413
0.016237745098039;-0.003498443795691
0.037071078431373;-0.054961758390233
0.039215686274509;-0.010599882580966
0.022671568627451;-0.064580468228502
0.007352941176471;0.014942778327343
-0.028799019607843;-0.002670076644068
-0.063419117647059;0.034759250770061
0.023590686274509;0.004165962956706
0.007659313725491;-0.010889408964058
-0.02359068627451;0.010101253810088
-0.006127450980392;0.018594027714107
0.003982843137256;0.017065971803349
-0.006433823529412;0.042841862298034
-0.006433823529412;0.015377067901981
0.00765931372549;0.041345975985394
0.00796568627451;0.028542475933119
0.025735294117647;0.02332295863794
0.005821078431372;0.044900716577798
0.022671568627451;0.01314932323208
0.042892156862744;-0.041788307959563
0.057291666666667;0.038909128927708
0.002757352941176;-0.140733949381137
-0.028492647058823;-0.056337008709919
0.01531862745098;-0.029419097481926
0.003676470588235;0.015964163067694
-0.009497549019608;-0.02261522747927
