# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBLCPU
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
LBLCPU;MSONDQ;GDP252;GDP274_3
-0.000915001203949;0.017693278966713;0.003797130397809;-0.000904498838067
0.001762581266554;0.003828182176433;0.002561085346439;0.000250476601311
0.00298579340236;-0.005669891668878;0.000326315893562;0.00026439196805
-0.000443053214544;-0.009264844258932;0.002076555686302;0.002003812810487
0.005432217673971;0.009618709838267;0.002867624519178;0.001516774974604
0.000876474837467;-0.010093211410556;-0.000969059320274;0.001154975439378
0.004729111485673;-0.004511786136512;0.000266985731096;0.000918414204806
-0.000905369612328;0.002050811880233;-1.97767208219082e-05;0.000570530036319
-0.003881531423068;-0.001359165520625;0.003520256306302;0.00054269930284
-0.001550686250903;0.020990662774145;0.001156938168082;0.000445291735664
-0.000722369371539;-0.002074939078824;0.004815631520138;0.000654022236756
-0.00018300024079;0.010294271398815;0.002610527148494;0.001182806172857
0.002186371297857;-0.001704988700429;0.002996173204521;0.000640106870017
-0.001473633517939;-0.003997072566569;0.002037002244658;0.000918414204806
0.000654948230195;0.015763103079434;0.003589474829179;0.000180899767613
0.000963159162052;0.006988845191852;0.001710686351096;0.000333968801748
-0.001184685769323;0.009345268254236;0.00247209010274;0.0021847125781
-0.002629424512401;0.005179305297529;0.003530144666713;0.001683759375478
0.002918372261016;0.005887036456197;0.002234769452877;0.002769157981159
-0.002889477486155;0.017033802205226;0.005270496099042;0.00356233388531
0.001223212135805;0.022116598708389;0.004795854799316;0.000250476601311
0.001290633277149;-0.009892151422298;0.005102393972055;0.000500953202622
0.004709848302432;0.013229747227384;0.000781180472466;0.000306138068269
-0.002639056104021;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000115579099446;0.008943148277721;0.003184052052329;-0.001154975439378
-0.001964844690585;0.009409607450479;0.004993622007535;-0.002087305010924
-0.0011268962196;0.029403012682863;0.008316111105618;-0.003464926318133
0.00111726462798;0.020443779606085;0.004479427266165;0.00055661466958
0.005952323621478;0.017862169356849;0.000850398995343;0.00054269930284
0.003582952082832;0.001865836691034;0.003540033027124;0.002769157981159
0.001878160366;-0.019012232489686;0.001295375213836;0.002685665780722
0.001367686010113;-0.053007455304365;0.00184912339685;0.001989897443747
0.003660004815796;0.020282931615478;0.004232218255891;0.004202440755326
0.003033951360462;0.015570085490706;0.001631579467808;0.002379527712453
0.003149530459908;0.000812282352564;0.001938118640548;0.004619901757511
0.001541054659282;0.135956764060125;0.007712921120549;0.004884293725561
0.002167108114616;-0.106875447358475;0.005102393972055;0.00164201327526
0.005220322658319;0.035965610699609;0.006328550663015;0.007444721205627
0.006607271851673;0.017315286188788;0.001522807503288;0.008140489542602
0.001367686010113;0.044329706211144;0.003866348920686;0.006512391634082
0.007560799422105;0.007801127544413;0.002205104371644;0.006303661132989
0.005557428365037;-0.003498443795691;0.001611802746987;0.004299848322503
0.007791957620997;-0.054961758390233;0.002768740915069;0.001544605708083
0.005124006742114;-0.010599882580966;0.002135885848767;0.001822913042873
0.000394895256441;-0.064580468228502;0.001661244549041;-0.001447198140907
0.000452684806164;0.014942778327343;0.003134610250274;0.002045558910705
0.006597640260053;-0.002670076644068;-0.00102838948274;0.008488373711089
-0.003062846135324;0.034759250770061;0.006941629008494;0.008210066376299
0.00411268962196;0.004165962956706;0.003391707620959;0.007611705606501
0.001849265591139;-0.010889408964058;0.002956619762877;0.004258102222284
0.005663375872863;0.010101253810088;0.006249443779727;0.000793175904151
0.00354442571635;0.018594027714107;0.00504306380959;0.003882387320318
-0.002417529496749;0.017065971803349;0.007287721622878;0.004439001989897
0.002947267035878;0.042841862298034;0.006031899850686;0.003687572185965
0.004343847820852;0.015377067901981;0.009295058786303;0.004355509789461
0.001348422826872;0.041345975985394;0.007366828506165;0.004258102222284
0.005307006982904;0.028542475933119;-0.000217543929041;0.005023447392956
0.010479171683121;0.02332295863794;0.001483254061644;0.005580062062536
0.010565856007705;0.044900716577798;-0.00123604505137;0.004772970791645
