# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYGM6
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FYGM6;MSONDQ
0.017911142126075;0.017693278966713
0.052802977436613;0.003828182176433
0.035589672016748;-0.005669891668878
-0.029541753896255;-0.009264844258932
-0.064666201442196;0.009618709838267
-0.040474528960223;-0.010093211410556
-0.005582693649686;-0.004511786136512
-0.0065131425913;0.002050811880233
-0.003489183531054;-0.001359165520625
0.007676203768318;0.020990662774145
0.010467550593161;-0.002074939078824
0.011630611770179;0.010294271398815
-0.007676203768318;-0.001704988700429
0.013724121888812;-0.003997072566569
-0.008374040474529;0.015763103079434
0.005815305885089;0.006988845191852
0.004187020237265;0.009345268254236
0.027448243777623;0.005179305297529
0.014887183065829;0.005887036456197
0.00325657129565;0.017033802205226
-0.004884856943475;0.022116598708389
0.000697836706211;-0.009892151422298
0.014654570830426;0.013229747227384
0.010700162828565;0.008404307509188
-0.00325657129565;0.008943148277721
0.002791346824843;0.009409607450479
0.02465689695278;0.029403012682863
0.030937427308676;0.020443779606085
-0.00255873458944;0.017862169356849
0.041637590137241;0.001865836691034
0.005582693649686;-0.019012232489686
-0.06234007908816;-0.053007455304365
-0.045824610374506;0.020282931615478
0.06815538497325;0.015570085490706
0.030239590602465;0.000812282352564
-0.001628285647825;0.135956764060125
0.028378692719237;-0.106875447358475
-0.024889509188183;0.035965610699609
0.027448243777623;0.017315286188788
0.038846243312398;0.044329706211144
0.006745754826703;0.007801127544413
0.063270528029775;-0.003498443795691
0.02465689695278;-0.054961758390233
-0.028611304954641;-0.010599882580966
-0.025587345894394;-0.064580468228502
-0.022330774598744;0.014942778327343
-0.069783670621075;-0.002670076644068
-0.110956036287509;0.034759250770061
0.037450569899976;0.004165962956706
0.057222609909281;-0.010889408964058
-0.060711793440335;0.010101253810088
-0.041870202372645;0.018594027714107
0.030006978367062;0.017065971803349
0.034426610839731;0.042841862298034
0.03117003954408;0.015377067901981
0.056757385438475;0.041345975985394
0.056059548732263;0.028542475933119
0.112816934170738;0.02332295863794
-0.055361712026053;0.044900716577798
-0.009304489416143;0.01314932323208
0.05582693649686;-0.041788307959563
0.017213305419865;0.038909128927708
-0.07466852756455;-0.140733949381137
-0.110956036287509;-0.056337008709919
-0.009304489416144;-0.029419097481926
0.073505466387532;0.015964163067694
-0.057222609909281;-0.02261522747927
-0.04931379390556;0.019591285255869
0.018376366596883;0.022969093058605
-0.007908816003722;0.044619232594236
-0.041404977901837;-0.003763842980192
0.003721795766457;-0.000772070354911
0.013956734124215;0.038048592177962
0.047918120493138;0.011026129756074
0.045824610374505;0.020588542797628
0.019306815538498;0.020049702029097
0.021167713421726;0.047932701200731
0.042335426843452;0.033938926017968
0.101186322400558;0.030335931028381
0.02791346824843;0.074167008468647
-0.006047918120493;-0.066985145688067
0.019539427773901;-0.0016969463009
0.148639218422887;0.004865651715847
0.10258199581298;0.002396635060036
-0.253547336589902;-0.095784978406157
-0.018376366596883;0.015618339887891
0.272854152128404;-0.000522755969472
0.027215631542219;0.0104229497913
0.043963712491277;-0.013245832026443
0.05466387531984;-0.026885741629872
-0.198650849034662;-0.063856652270772
0.059781344498723;0.021223892360526
-0.036054896487558;-0.071657779815186
-0.151895789718535;-0.028043847162241
-0.147476157245874;0.006546513217685
-0.006047918120493;-0.025349643319582
0.020469876715515;0.044024095028994
0.058385671086299;0.014355683161628
-0.023028611304955;0.033231194859297
0.021400325657129;0.056111821523071
0.065364038148407;0.009176377864099
0.021865550127934;-0.014572827948947
-0.10793207722726;-0.011379995335409
-0.038846243312399;0.036279264281292
-0.053966038613631;-0.037348903418824
-0.027448243777623;0.0287757055195
-0.000465224470807;0.005983545250561
-0.021632937892533;-0.015980247866755
-0.053500814142824;-0.037099589033383
-0.041404977901837;-0.00299177262528
-0.012561060711793;0.032949710875735
0.009537101651546;-0.020588542797628
0.030472202837869;0.05188956176965
0.014189346359618;0.00402119976516
0.016050244242847;0.032225894918009
