# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYBAAC
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=1)
FYBAAC;MSONDQ
0.006804572672836;0.017693278966713
0.013336962438759;0.003828182176433
0.012792596624932;-0.005669891668878
0.002994011976048;-0.009264844258932
-0.005171475231355;0.009618709838267
-0.011703864997279;-0.010093211410556
-0.000544365813826;-0.004511786136512
-0.002721829069135;0.002050811880233
-0.003810560696788;-0.001359165520625
0.007348938486663;0.020990662774145
0.000544365813826;-0.002074939078824
-0.004082743603702;0.010294271398815
-0.004082743603702;-0.001704988700429
0.002721829069135;-0.003997072566569
-0.007348938486663;0.015763103079434
-0.005171475231356;0.006988845191852
-0.003266194882961;0.009345268254236
-0.001360914534567;0.005179305297529
0.000272182906913;0.005887036456197
-0.00081654872074;0.017033802205226
0.001633097441481;0.022116598708389
-0.002177463255308;-0.009892151422298
-0.001088731627654;0.013229747227384
-0.001905280348394;0.008404307509188
0.002721829069134;0.008943148277721
0.005715841045182;0.009409607450479
0.00626020685901;0.029403012682863
0.016330974414807;0.020443779606085
0.026401741970604;0.017862169356849
0.03075666848122;0.001865836691034
0.022046815459989;-0.019012232489686
-0.020958083832336;-0.053007455304365
0.008165487207403;0.020282931615478
0.028579205225912;0.015570085490706
0.032117583015786;0.000812282352564
0.008709853021231;0.135956764060125
0.01578660860098;-0.106875447358475
-0.013064779531846;0.035965610699609
0.01333696243876;0.017315286188788
0.028579205225912;0.044329706211144
0.017147523135547;0.007801127544413
0.026946107784431;-0.003498443795691
0.037289058247142;-0.054961758390233
0.031301034295047;-0.010599882580966
0.017964071856288;-0.064580468228502
0.035383777898748;0.014942778327343
-0.010887316276538;-0.002670076644068
-0.060968971148612;0.034759250770061
0.00626020685901;0.004165962956706
0.007893304300489;-0.010889408964058
-0.02367991290147;0.010101253810088
-0.014697876973326;0.018594027714107
-0.00081654872074;0.017065971803349
-0.004354926510615;0.042841862298034
-0.014425694066413;0.015377067901981
-0.002177463255307;0.041345975985394
0.01034295046271;0.028542475933119
0.030484485574307;0.02332295863794
-0.002449646162221;0.044900716577798
0.00870985302123;0.01314932323208
0.042460533478498;-0.041788307959563
0.060968971148612;0.038909128927708
0.062057702776266;-0.140733949381137
0.006260206859012;-0.056337008709919
-0.00136091453457;-0.029419097481926
-0.003810560696791;0.015964163067694
-0.000272182906911;-0.02261522747927
