# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LBMNU
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=15)
LBMNU;MSONDQ;GDP252;GDP274_3;LBPUR7;CES006;FYAAAC;GDP276_4;GDP276_8;GDP255;sFYBAAC;CES048;GDP272A;GDP275A;GDP275_4;GDP276A
0.018435395960244;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098;0.004405068303307;0.020526960784313;0.001583180292572;-0.001833519841611;0.003946053946054;-0.035301668806162;0.007537424678244;0.000302079476136;0.00045504962885;0.001615871928773;0.000314374787142
-0.002885540237256;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317;-0.042268857651951;0.011029411764706;0.004749540877715;0.000421795644314;0.003066933066933;-0.01604621309371;0.003170337399481;0.000574925454581;0.001147104272726;0.002643181234483;0.000925659095474
0.000144277011863;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058;-0.004306078004356;0.008884803921569;0.00243809765056;0.001299819230438;0.002737262737263;0.014762516046213;0.002225534863218;0.000808793436105;0.000843737853493;0.001070113860115;0.00116144018583
0.006043603719141;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121;0.014848544842606;-0.001531862745098;0.001878707280518;0.001032968924852;0.002527472527473;0.025673940949936;0.005563837158032;0.000487224961509;6.63614042073269e-05;0.000674171731872;0.000681145372141
0.001747354921449;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356;-0.002672738071669;-0.009191176470588;0.001752052857113;0.001273995007317;0.002057942057942;0.031450577663672;0.005080938083943;0.000896493929177;0.001422030090157;1.07011386011229e-05;0.000925659095474
-0.005594741904457;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553;-0.018065729558504;-0.012867647058824;0.0011082262048;0.001454764569166;8.99100899100919e-05;0.054557124518614;-0.003716223309328;0.000954960924558;0.000673094242674;9.6310247410328e-05;0.001012985425236
-0.009121513305547;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964;-0.011235398930904;0.00061274509804;0.000844362822705;0.001162090040458;0.002237762237762;-0.011553273427471;-0.003527262802074;0.000906238428407;0.001128143871524;0.000235425049225;0.000864530664641
-0.005450464892594;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671;-0.028806176994655;-0.004595588235294;0.000316636058514;-0.000301282603082;0.002327672327672;0.012836970474969;-0.004220117995339;0.000233867981524;0.000407648625845;0.000192620494821;0.000261978989285
-0.002260339852517;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435;-0.010690952286676;0.001225490196078;0.000601608511177;0.00027545837996;0.004035964035964;-0.009627727856226;-0.002015578744042;0.000380035469977;-0.001166064673929;0.000149815940416;0.000532690611546
0.005674895799936;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236;0.005988913086517;0.014093137254903;0.000295526987947;0.000972712404235;0.000879120879121;-0.019255455712452;0.003212328623318;0.00054569195689;0.00054037143426;-0.000224723910624;0.000646214840236
0.012327669124719;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601;-0.005098000395961;-0.002450980392157;0.001002680851962;0.000929672032366;0.004075924075924;0.002567394094993;0.002309517310878;0.00053594745766;-0.000132722808415;0.0;0.000506492712618
0.003606925296569;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049;-0.005691942189666;0.0;0.00088658096384;0.001342859602307;0.002077922077922;-0.017971758664954;0.003758214533165;0.001188828906083;0.000853218054094;0.000588562623063;0.000899461196545
0.011766591856364;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233;-0.011581864977232;-0.010416666666666;0.001097671669516;0.00107600929672;0.003706293706294;0.017971758664954;0.005416867874614;0.00054569195689;0.000720495245679;3.21034158034432e-05;0.00063748220726
-0.002084001282462;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106;-0.013858641853098;0.003676470588235;0.001076562598949;0.00034432297495;0.002097902097902;-0.016046213093709;-0.000209956119169;0.000565180955351;0.000398168425244;-0.000203321633422;0.000480294813689
-0.006348188521962;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873;-0.012225301920411;-0.007352941176471;0.001203217022355;0.000602565206163;0.003136863136863;-0.00064184852375;0.00188960507254;0.000730837442264;0.001137624072125;0.000310333019433;0.000401701116904
