# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP257
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=4)
GDP257;MSONDQ;GDP252;GDP274_3;LBPUR7
0.005094300943009;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098
0.001978269782698;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317
-0.002193521935219;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058
0.005647806478065;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121
-0.003382533825338;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356
-0.004387043870439;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553
-0.000635506355064;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964
-0.002009020090201;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671
0.002316523165232;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435
0.003813038130381;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236
0.005483804838048;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601
0.003618286182862;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049
0.005217302173022;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233
0.001435014350144;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106
-0.000871258712587;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873
0.002070520705207;0.006988845191852;0.001710686351096;0.000333968801748;0.007029707737493
0.008353833538335;0.009345268254236;0.00247209010274;0.0021847125781;0.003643250357103
0.004889298892989;0.005179305297529;0.003530144666713;0.001683759375478;0.004493877092462
0.006180811808118;0.005887036456197;0.002234769452877;0.002769157981159;0.009661835748792
0.00759532595326;0.017033802205226;0.005270496099042;0.00356233388531;-0.005312404705731
-0.000553505535055;0.022116598708389;0.004795854799316;0.000250476601311;0.010368016434751
0.003310783107831;-0.009892151422298;0.005102393972055;0.000500953202622;0.012133468149646
0.001537515375154;0.013229747227384;0.000781180472466;0.000306138068269;0.003161763525768
0.009645346453465;0.008404307509188;0.006209890338083;5.56614669580298e-05;0.000995072784759
0.006180811808118;0.008943148277721;0.003184052052329;-0.001154975439378;0.00032099122089
0.006139811398114;0.009409607450479;0.004993622007535;-0.002087305010924;0.008426019548365
0.005237802378024;0.029403012682863;0.008316111105618;-0.003464926318133;0.010817404143997
0.008958589585896;0.020443779606085;0.004479427266165;0.00055661466958;0.009292695844769
-0.003228782287823;0.017862169356849;0.000850398995343;0.00054269930284;0.007751937984496
