# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP274_1
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=4)
GDP274_1;MSONDQ;GDP252;GDP274_3;LBPUR7
0.003013375406877;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098
-0.000696487711967;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317
-0.000440635083081;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058
-0.003624578909215;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121
-0.002814378917743;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356
-0.003852003468225;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553
-0.002117891205777;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964
0.00022742455901;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671
0.004989126263272;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435
0.00552925959092;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236
-0.000568561397524;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601
0.000326922803576;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049
0.003283442070701;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233
0.002942305232186;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106
-0.003496652594772;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873
0.000241638593948;0.006988845191852;0.001710686351096;0.000333968801748;0.007029707737493
0.002771736812929;0.009345268254236;0.00247209010274;0.0021847125781;0.003643250357103
0.002274245590096;0.005179305297529;0.003530144666713;0.001683759375478;0.004493877092462
0.001449831563686;0.005887036456197;0.002234769452877;0.002769157981159;0.009661835748792
0.00142140349381;0.017033802205226;0.005270496099042;0.00356233388531;-0.005312404705731
-0.000696487711967;0.022116598708389;0.004795854799316;0.000250476601311;0.010368016434751
0.000142140349381;-0.009892151422298;0.005102393972055;0.000500953202622;0.012133468149646
-0.001151336829986;0.013229747227384;0.000781180472466;0.000306138068269;0.003161763525768
0.001591971913067;0.008404307509188;0.006209890338083;5.56614669580298e-05;0.000995072784759
-0.002729094708115;0.008943148277721;0.003184052052329;-0.001154975439378;0.00032099122089
-0.003127087686382;0.009409607450479;0.004993622007535;-0.002087305010924;0.008426019548365
-0.002714880673177;0.029403012682863;0.008316111105618;-0.003464926318133;0.010817404143997
-0.001222407004676;0.020443779606085;0.004479427266165;0.00055661466958;0.009292695844769
0.00231688769491;0.017862169356849;0.000850398995343;0.00054269930284;0.007751937984496
0.001265049109491;0.001865836691034;0.003540033027124;0.002769157981159;0.006500072223025
0.000994982445667;-0.019012232489686;0.001295375213836;0.002685665780722;0.006307477490491
-0.004889628018706;-0.053007455304365;0.00184912339685;0.001989897443747;0.012229765515913
0.003624578909215;0.020282931615478;0.004232218255891;0.004202440755326;0.012454459370536
0.009224908674825;0.015570085490706;0.001631579467808;0.002379527712453;0.004798818752307
0.00732022799312;0.000812282352564;0.001938118640548;0.004619901757511;0.004044489383215
1.42140349381689e-05;0.135956764060125;0.007712921120549;0.004884293725561;0.022116295119329
0.002345315764786;-0.106875447358475;0.005102393972055;0.00164201327526;0.0086186142809
0.003610364874277;0.035965610699609;0.006328550663015;0.007444721205627;0.00388399377277
0.004050999957358;0.017315286188788;0.001522807503288;0.008140489542602;0.009324794966858
0.000682273677029;0.044329706211144;0.003866348920686;0.006512391634082;0.001027171906848
0.002700666638239;0.007801127544413;0.002205104371644;0.006303661132989;0.000369139904024
0.001222407004676;-0.003498443795691;0.001611802746987;0.004299848322503;0.005248206461553
0.00373829118872;-0.054961758390233;0.002768740915069;0.001544605708083;0.005248206461553
0.0;-0.010599882580966;0.002135885848767;0.001822913042873;0.003209912208901
0.002402171904539;-0.064580468228502;0.001661244549041;-0.001447198140907;0.003450655624569
0.006851164840163;0.014942778327343;0.003134610250274;0.002045558910705;0.008634663841944
0.01532272966327;-0.002670076644068;-0.00102838948274;0.008488373711089;-0.00470252138604
0.012550992850341;0.034759250770061;0.006941629008494;0.008210066376299;0.015118686503924
0.003539294699586;0.004165962956706;0.003391707620959;0.007611705606501;0.008345771743143
-0.006680596420906;-0.010889408964058;0.002956619762877;0.004258102222284;0.005713643731844
-0.00732022799312;0.010101253810088;0.006249443779727;0.000793175904151;0.000577784197602
0.007405512202749;0.018594027714107;0.00504306380959;0.003882387320318;0.02108912321248
0.003965715747729;0.017065971803349;0.007287721622878;0.004439001989897;0.008811209013434
0.00284280698762;0.042841862298034;0.006031899850686;0.003687572185965;0.008056879644342
-0.007362870097935;0.015377067901981;0.009295058786303;0.004355509789461;0.013738424254097
0.002288459625034;0.041345975985394;0.007366828506165;0.004258102222284;0.0144606545011
